[s],CH4[V]
-2.0836E-02,-1.3918676452E-02
-2.0832E-02,-1.4063677861E-02
-2.0828E-02,-1.3805036623E-02
-2.0824E-02,-1.3371920674E-02
-2.0820E-02,-1.4677777349E-02
-2.0816E-02,-1.2710390194E-02
-2.0812E-02,-1.8698086708E-02
-2.0808E-02,-1.1339016094E-02
-2.0804E-02,-1.4601168693E-02
-2.0800E-02,-1.4407115048E-02
-2.0796E-02,-1.4819035586E-02
-2.0792E-02,-1.4584698738E-02
-2.0788E-02,-1.0896330023E-02
-2.0784E-02,-1.5417366070E-02
-2.0780E-02,-1.4970755630E-02
-2.0776E-02,-1.5889482530E-02
-2.0772E-02,-1.1446633470E-02
-2.0768E-02,-1.4252052376E-02
-2.0764E-02,-1.5687532461E-02
-2.0760E-02,-1.1754775172E-02
-2.0756E-02,-1.3950023726E-02
-2.0752E-02,-1.4773364124E-02
-2.0748E-02,-1.5897765191E-02
-2.0744E-02,-1.5265049980E-02
-2.0740E-02,-1.6000385314E-02
-2.0736E-02,-1.4745855389E-02
-2.0732E-02,-1.4844942148E-02
-2.0728E-02,-1.5093669941E-02
-2.0724E-02,-1.4261412689E-02
-2.0720E-02,-1.4953951888E-02
-2.0716E-02,-1.7226080897E-02
-2.0712E-02,-1.2970113851E-02
-2.0708E-02,-1.4302754470E-02
-2.0704E-02,-1.5151195575E-02
-2.0700E-02,-1.1569314131E-02
-2.0696E-02,-1.3773431857E-02
-2.0692E-02,-1.4180827211E-02
-2.0688E-02,-1.3462772456E-02
-2.0684E-02,-1.2765550715E-02
-2.0680E-02,-1.6799492848E-02
-2.0676E-02,-1.6828322422E-02
-2.0672E-02,-1.6551690119E-02
-2.0668E-02,-1.2800817591E-02
-2.0664E-02,-1.5183973360E-02
-2.0660E-02,-1.3352956860E-02
-2.0656E-02,-1.5741558110E-02
-2.0652E-02,-1.2632570371E-02
-2.0648E-02,-1.3767962535E-02
-2.0644E-02,-1.5068922093E-02
-2.0640E-02,-1.0008850261E-02
-2.0636E-02,-1.5947465927E-02
-2.0632E-02,-1.4920182282E-02
-2.0628E-02,-1.5126671840E-02
-2.0624E-02,-1.6422662755E-02
-2.0620E-02,-1.2257199401E-02
-2.0616E-02,-1.3739814838E-02
-2.0612E-02,-1.6840343486E-02
-2.0608E-02,-1.4173922609E-02
-2.0604E-02,-1.2097768900E-02
-2.0600E-02,-1.6163082149E-02
-2.0596E-02,-1.5119833995E-02
-2.0592E-02,-1.5116529514E-02
-2.0588E-02,-1.4816198405E-02
-2.0584E-02,-1.2126608011E-02
-2.0580E-02,-1.2552270996E-02
-2.0576E-02,-1.2151022073E-02
-2.0572E-02,-1.4738822041E-02
-2.0568E-02,-1.4196667741E-02
-2.0564E-02,-1.2804312807E-02
-2.0560E-02,-1.7173466686E-02
-2.0556E-02,-1.5753221547E-02
-2.0552E-02,-1.3111453150E-02
-2.0548E-02,-1.3222031685E-02
-2.0544E-02,-1.5045447400E-02
-2.0540E-02,-1.5231285142E-02
-2.0536E-02,-1.2219843978E-02
-2.0532E-02,-1.5728039777E-02
-2.0528E-02,-1.2474093545E-02
-2.0524E-02,-1.3169574830E-02
-2.0520E-02,-1.4836182650E-02
-2.0516E-02,-1.3175025079E-02
-2.0512E-02,-1.5657115020E-02
-2.0508E-02,-1.5242462205E-02
-2.0504E-02,-1.5002327017E-02
-2.0500E-02,-1.5943317444E-02
-2.0496E-02,-1.3307404608E-02
-2.0492E-02,-1.4186859201E-02
-2.0488E-02,-1.3942818717E-02
-2.0484E-02,-1.4331693716E-02
-2.0480E-02,-1.2490029443E-02
-2.0476E-02,-1.3006363011E-02
-2.0472E-02,-1.0593428762E-02
-2.0468E-02,-1.4588899673E-02
-2.0464E-02,-1.3865284997E-02
-2.0460E-02,-1.1522116791E-02
-2.0456E-02,-1.4593410553E-02
-2.0452E-02,-1.3757987102E-02
-2.0448E-02,-1.6218290354E-02
-2.0444E-02,-1.3948082999E-02
-2.0440E-02,-1.4673528730E-02
-2.0436E-02,-1.3623166167E-02
-2.0432E-02,-1.6410379430E-02
-2.0428E-02,-1.6036629705E-02
-2.0424E-02,-1.4496254984E-02
-2.0420E-02,-1.2955079176E-02
-2.0416E-02,-1.4288792678E-02
-2.0412E-02,-1.4167823862E-02
-2.0408E-02,-1.3598251426E-02
-2.0404E-02,-1.4243984291E-02
-2.0400E-02,-1.3287000746E-02
-2.0396E-02,-1.5689687765E-02
-2.0392E-02,-1.2950363257E-02
-2.0388E-02,-1.2804341417E-02
-2.0384E-02,-1.5379581495E-02
-2.0380E-02,-1.6161756541E-02
-2.0376E-02,-1.5154452372E-02
-2.0372E-02,-1.1842627648E-02
-2.0368E-02,-1.3637743078E-02
-2.0364E-02,-1.4015679433E-02
-2.0360E-02,-1.3753476223E-02
-2.0356E-02,-1.4775366840E-02
-2.0352E-02,-1.3703498921E-02
-2.0348E-02,-1.4430542057E-02
-2.0344E-02,-1.6181950595E-02
-2.0340E-02,-1.6354274771E-02
-2.0336E-02,-1.3371687024E-02
-2.0332E-02,-1.5223040628E-02
-2.0328E-02,-1.4222111771E-02
