[s],CH4[V]
-2.0836E-02,-1.5617365875E-02
-2.0832E-02,-1.3989443853E-02
-2.0828E-02,-1.3823080141E-02
-2.0824E-02,-1.4131908488E-02
-2.0820E-02,-1.3961129264E-02
-2.0816E-02,-1.3377728550E-02
-2.0812E-02,-1.3625707709E-02
-2.0808E-02,-1.2311239354E-02
-2.0804E-02,-1.2377810589E-02
-2.0800E-02,-1.3588214004E-02
-2.0796E-02,-1.1373081340E-02
-2.0792E-02,-1.3662600599E-02
-2.0788E-02,-1.4918236786E-02
-2.0784E-02,-1.1357679500E-02
-2.0780E-02,-1.2574310409E-02
-2.0776E-02,-1.5066633275E-02
-2.0772E-02,-1.3765535434E-02
-2.0768E-02,-1.2755766017E-02
-2.0764E-02,-1.4568815293E-02
-2.0760E-02,-1.1881055953E-02
-2.0756E-02,-1.3894338684E-02
-2.0752E-02,-1.4209265778E-02
-2.0748E-02,-1.6236572290E-02
-2.0744E-02,-1.4644570410E-02
-2.0740E-02,-1.0738330034E-02
-2.0736E-02,-1.3970918730E-02
-2.0732E-02,-1.3760252078E-02
-2.0728E-02,-1.4503159586E-02
-2.0724E-02,-1.5688838995E-02
-2.0720E-02,-1.2805094820E-02
-2.0716E-02,-1.3318147749E-02
-2.0712E-02,-1.5346913382E-02
-2.0708E-02,-1.3810935099E-02
-2.0704E-02,-1.7182598117E-02
-2.0700E-02,-1.1674432881E-02
-2.0696E-02,-1.3164248559E-02
-2.0692E-02,-1.4616379798E-02
-2.0688E-02,-1.3254118057E-02
-2.0684E-02,-1.3855094987E-02
-2.0680E-02,-1.4463615481E-02
-2.0676E-02,-1.5169978190E-02
-2.0672E-02,-1.4112534595E-02
-2.0668E-02,-1.5585374871E-02
-2.0664E-02,-1.5433874172E-02
-2.0660E-02,-1.2282853239E-02
-2.0656E-02,-1.1735811358E-02
-2.0652E-02,-1.1313662663E-02
-2.0648E-02,-1.5222311067E-02
-2.0644E-02,-1.1757812624E-02
-2.0640E-02,-1.5802941356E-02
-2.0636E-02,-1.4924998337E-02
-2.0632E-02,-1.3807673533E-02
-2.0628E-02,-1.1560530791E-02
-2.0624E-02,-1.3884506302E-02
-2.0620E-02,-1.2059683917E-02
-2.0616E-02,-1.4652957976E-02
-2.0612E-02,-1.3973884657E-02
-2.0608E-02,-1.3853368837E-02
-2.0604E-02,-1.2791705233E-02
-2.0600E-02,-1.3258533569E-02
-2.0596E-02,-1.5871901544E-02
-2.0592E-02,-1.6100711850E-02
-2.0588E-02,-1.3489508714E-02
-2.0584E-02,-1.2269563788E-02
-2.0580E-02,-1.3945756034E-02
-2.0576E-02,-1.1742797023E-02
-2.0572E-02,-1.6020836859E-02
-2.0568E-02,-1.3762197574E-02
-2.0564E-02,-1.4154663157E-02
-2.0560E-02,-1.4330387182E-02
-2.0556E-02,-1.3855247575E-02
-2.0552E-02,-1.1086354395E-02
-2.0548E-02,-1.7325606346E-02
-2.0544E-02,-1.2617263899E-02
-2.0540E-02,-1.4681029379E-02
-2.0536E-02,-1.4316210814E-02
-2.0532E-02,-1.4275446006E-02
-2.0528E-02,-1.2433028330E-02
-2.0524E-02,-1.4841990526E-02
-2.0520E-02,-1.4534883561E-02
-2.0516E-02,-1.1247849600E-02
-2.0512E-02,-1.3896918373E-02
-2.0508E-02,-1.3333621114E-02
-2.0504E-02,-1.4317317076E-02
-2.0500E-02,-1.2714352711E-02
-2.0496E-02,-1.6271190667E-02
-2.0492E-02,-1.3784060557E-02
-2.0488E-02,-1.2836923699E-02
-2.0484E-02,-1.2314648740E-02
-2.0480E-02,-1.3708696446E-02
-2.0476E-02,-1.3695631108E-02
-2.0472E-02,-1.6554632204E-02
-2.0468E-02,-1.4667296469E-02
-2.0464E-02,-1.1868691566E-02
-2.0460E-02,-1.3373060315E-02
-2.0456E-02,-1.4758453426E-02
-2.0452E-02,-1.3384580700E-02
-2.0448E-02,-1.4416990345E-02
-2.0444E-02,-1.5058093122E-02
-2.0440E-02,-1.1954007269E-02
-2.0436E-02,-1.5670571364E-02
-2.0432E-02,-1.0817127373E-02
-2.0428E-02,-1.3711624226E-02
-2.0424E-02,-1.4565858902E-02
-2.0420E-02,-1.0189705054E-02
-2.0416E-02,-1.7254652978E-02
-2.0412E-02,-1.5904846223E-02
-2.0408E-02,-1.6325354598E-02
-2.0404E-02,-1.3390646069E-02
-2.0400E-02,-1.0479974900E-02
-2.0396E-02,-1.2796125513E-02
-2.0392E-02,-1.4560656609E-02
-2.0388E-02,-1.7148995403E-02
-2.0384E-02,-1.4264011451E-02
-2.0380E-02,-1.0302076497E-02
-2.0376E-02,-1.3804836352E-02
-2.0372E-02,-1.0474434052E-02
-2.0368E-02,-1.5690484083E-02
-2.0364E-02,-1.5113592197E-02
-2.0360E-02,-1.6746549619E-02
-2.0356E-02,-1.4554710450E-02
-2.0352E-02,-1.5615849533E-02
-2.0348E-02,-1.3856873590E-02
-2.0344E-02,-1.6666827216E-02
-2.0340E-02,-1.3161363695E-02
-2.0336E-02,-1.3992939070E-02
-2.0332E-02,-1.4680733740E-02
-2.0328E-02,-1.6307315849E-02
-2.0324E-02,-1.4533104959E-02
-2.0320E-02,-1.5637974777E-02
-2.0316E-02,-1.4643907607E-02
-2.0312E-02,-1.5020237020E-02
-2.0308E-02,-1.5063719800E-02
-2.0304E-02,-1.3397488682E-02
-2.0300E-02,-1.4828763064E-02
-2.0296E-02,-1.3989286497E-02
-2.0292E-02,-1.5416088147E-02
-2.0288E-02,-1.6825642597E-02
-2.0284E-02,-1.4290161201E-02
-2.0280E-02,-1.4926004463E-02
-2.0276E-02,-1.3207178208E-02
-2.0272E-02,-1.5113253643E-02
-2.0268E-02,-1.2963085272E-02
-2.0264E-02,-1.6715378775E-02
-2.0260E-02,-1.6752076162E-02
-2.0256E-02,-1.5389275594E-02
-2.0252E-02,-1.5379176183E-02
-2.0248E-02,-1.6239995981E-02
-2.0244E-02,-1.5685987509E-02
-2.0240E-02,-1.3897972183E-02
-2.0236E-02,-1.4144191813E-02
-2.0232E-02,-1.5928278000E-02
-2.0228E-02,-1.4927253777E-02
-2.0224E-02,-1.6447520276E-02
