[s],CH4[V]
-2.0836E-02,1.8867518441E-01
-2.0832E-02,1.9933599465E-01
-2.0828E-02,1.9781131264E-01
-2.0824E-02,2.1267404042E-01
-2.0820E-02,2.1270781957E-01
-2.0816E-02,2.2308431565E-01
-2.0812E-02,2.2534385616E-01
-2.0808E-02,2.2984314843E-01
-2.0804E-02,2.4203181164E-01
-2.0800E-02,2.4633468515E-01
-2.0796E-02,2.5442190517E-01
-2.0792E-02,2.6053506230E-01
-2.0788E-02,2.7681201277E-01
-2.0784E-02,2.8325794979E-01
-2.0780E-02,2.8950581342E-01
-2.0776E-02,2.9980193383E-01
-2.0772E-02,3.1115209799E-01
-2.0768E-02,3.1537510605E-01
-2.0764E-02,3.2972926795E-01
-2.0760E-02,3.3784170311E-01
-2.0756E-02,3.5152131210E-01
-2.0752E-02,3.6126113999E-01
-2.0748E-02,3.6922497839E-01
-2.0744E-02,3.8140639844E-01
-2.0740E-02,3.9569673092E-01
-2.0736E-02,4.0656628615E-01
-2.0732E-02,4.2331598251E-01
-2.0728E-02,4.3015429927E-01
-2.0724E-02,4.4133928704E-01
-2.0720E-02,4.5371301552E-01
-2.0716E-02,4.6521937722E-01
-2.0712E-02,4.7600431293E-01
-2.0708E-02,4.8823265376E-01
-2.0704E-02,4.9418266107E-01
-2.0700E-02,5.1351662403E-01
-2.0696E-02,5.2158982980E-01
-2.0692E-02,5.2837581845E-01
-2.0688E-02,5.3741587353E-01
-2.0684E-02,5.5695875315E-01
-2.0680E-02,5.6846518161E-01
-2.0676E-02,5.7834547619E-01
-2.0672E-02,5.9090246748E-01
-2.0668E-02,5.9671484528E-01
-2.0664E-02,6.0969809561E-01
-2.0660E-02,6.2551730626E-01
-2.0656E-02,6.3731793371E-01
-2.0652E-02,6.3713870493E-01
-2.0648E-02,6.5110752996E-01
-2.0644E-02,6.6460039045E-01
-2.0640E-02,6.7029266251E-01
-2.0636E-02,6.8502799372E-01
-2.0632E-02,6.8923613876E-01
-2.0628E-02,6.9858224699E-01
-2.0624E-02,7.0633354954E-01
-2.0620E-02,7.1805665757E-01
-2.0616E-02,7.2648766286E-01
-2.0612E-02,7.3368807068E-01
-2.0608E-02,7.4788039404E-01
-2.0604E-02,7.5341901964E-01
-2.0600E-02,7.6541491189E-01
-2.0596E-02,7.7341783663E-01
-2.0592E-02,7.8159581306E-01
-2.0588E-02,7.8358454821E-01
-2.0584E-02,7.9378927325E-01
-2.0580E-02,7.9898487651E-01
-2.0576E-02,8.0226747111E-01
-2.0572E-02,8.1600029990E-01
-2.0568E-02,8.2082057033E-01
-2.0564E-02,8.2532127881E-01
-2.0560E-02,8.2253603012E-01
-2.0556E-02,8.3912736886E-01
-2.0552E-02,8.3835264678E-01
-2.0548E-02,8.4755691026E-01
-2.0544E-02,8.3413033013E-01
-2.0540E-02,8.5193368876E-01
-2.0536E-02,8.5019822089E-01
-2.0532E-02,8.1770913165E-01
-2.0528E-02,8.2441248443E-01
-2.0524E-02,8.3926301949E-01
-2.0520E-02,8.2070563351E-01
-2.0516E-02,8.2548517728E-01
-2.0512E-02,7.9234898665E-01
-2.0508E-02,7.7496166843E-01
-2.0504E-02,8.0517185280E-01
-2.0500E-02,7.8641445748E-01
-2.0496E-02,7.7597319737E-01
-2.0492E-02,7.6609317936E-01
-2.0488E-02,8.2701914331E-01
-2.0484E-02,8.0895786823E-01
-2.0480E-02,8.0453401636E-01
-2.0476E-02,8.1097948607E-01
-2.0472E-02,8.2204854043E-01
-2.0468E-02,8.6028200095E-01
-2.0464E-02,8.5651478245E-01
-2.0460E-02,8.9332517019E-01
-2.0456E-02,9.0777362186E-01
-2.0452E-02,8.9966417647E-01
-2.0448E-02,9.4814792859E-01
-2.0444E-02,9.5219225624E-01
-2.0440E-02,9.9478718880E-01
-2.0436E-02,9.9086691510E-01
-2.0432E-02,1.0066226110E+00
-2.0428E-02,1.0326653437E+00
-2.0424E-02,1.0271304994E+00
-2.0420E-02,1.0420786621E+00
-2.0416E-02,1.0643786665E+00
-2.0412E-02,1.0957827796E+00
-2.0408E-02,1.1065106951E+00
-2.0404E-02,1.0881299916E+00
-2.0400E-02,1.0935094251E+00
-2.0396E-02,1.0775234168E+00
-2.0392E-02,1.1033371484E+00
-2.0388E-02,1.1180591234E+00
-2.0384E-02,1.1104897438E+00
-2.0380E-02,1.0832614939E+00
-2.0376E-02,1.1024717271E+00
-2.0372E-02,1.1319119626E+00
-2.0368E-02,1.0922576370E+00
-2.0364E-02,1.1189387449E+00
-2.0360E-02,1.0848205606E+00
-2.0356E-02,1.1085630261E+00
-2.0352E-02,1.1113499198E+00
-2.0348E-02,1.1129087529E+00
-2.0344E-02,1.1435451200E+00
-2.0340E-02,1.1320308428E+00
-2.0336E-02,1.1345104628E+00
-2.0332E-02,1.1762844630E+00
-2.0328E-02,1.1996880688E+00
-2.0324E-02,1.2323737485E+00
-2.0320E-02,1.2423145060E+00
-2.0316E-02,1.2760836169E+00
-2.0312E-02,1.2928026908E+00
-2.0308E-02,1.2937834685E+00
-2.0304E-02,1.3090907849E+00
-2.0300E-02,1.3244271312E+00
-2.0296E-02,1.3407254345E+00
-2.0292E-02,1.3290193257E+00
-2.0288E-02,1.3298446974E+00
-2.0284E-02,1.3543143252E+00
-2.0280E-02,1.3203265225E+00
-2.0276E-02,1.3190153968E+00
-2.0272E-02,1.3192354714E+00
-2.0268E-02,1.3165892970E+00
-2.0264E-02,1.3032735529E+00
-2.0260E-02,1.2864925141E+00
-2.0256E-02,1.2575073672E+00
-2.0252E-02,1.2416860204E+00
-2.0248E-02,1.2611084891E+00
-2.0244E-02,1.2185930262E+00
-2.0240E-02,1.1821249360E+00
-2.0236E-02,1.1550125766E+00
-2.0232E-02,1.1265387709E+00
-2.0228E-02,1.0790502160E+00
-2.0224E-02,1.0800938123E+00
-2.0220E-02,1.0253095632E+00
-2.0216E-02,9.9007032050E-01
-2.0212E-02,9.7976131595E-01
-2.0208E-02,9.5528315754E-01
-2.0204E-02,9.6260322765E-01
-2.0200E-02,9.3451263684E-01
-2.0196E-02,9.2395937723E-01
-2.0192E-02,8.8732169513E-01
-2.0188E-02,9.0124896857E-01
-2.0184E-02,8.9395100941E-01
-2.0180E-02,8.8667714483E-01
-2.0176E-02,8.8271088496E-01
-2.0172E-02,9.1560087980E-01
-2.0168E-02,9.0895564870E-01
-2.0164E-02,9.1921265893E-01
-2.0160E-02,9.3882354030E-01
-2.0156E-02,9.2036031058E-01
-2.0152E-02,9.1370547598E-01
-2.0148E-02,9.1557501138E-01
-2.0144E-02,9.1742108163E-01
-2.0140E-02,9.0806889850E-01
-2.0136E-02,8.9435452808E-01
-2.0132E-02,8.8327219857E-01
-2.0128E-02,8.7809658910E-01
-2.0124E-02,8.5749587011E-01
-2.0120E-02,8.5512048679E-01
-2.0116E-02,8.4984724491E-01
-2.0112E-02,8.4136251914E-01
-2.0108E-02,8.2416510132E-01
-2.0104E-02,8.2144125971E-01
-2.0100E-02,8.0914743484E-01
-2.0096E-02,7.9591895193E-01
-2.0092E-02,7.8857332336E-01
-2.0088E-02,7.7896486410E-01
-2.0084E-02,7.6931657940E-01
-2.0080E-02,7.6523962179E-01
-2.0076E-02,7.5405734245E-01
-2.0072E-02,7.4496170724E-01
-2.0068E-02,7.3559900985E-01
-2.0064E-02,7.2632496602E-01
-2.0060E-02,7.2211300628E-01
-2.0056E-02,7.1082820218E-01
-2.0052E-02,7.0006435221E-01
-2.0048E-02,6.9232674920E-01
-2.0044E-02,6.8537124017E-01
-2.0040E-02,6.7490917089E-01
-2.0036E-02,6.6152589711E-01
-2.0032E-02,6.5152103360E-01
-2.0028E-02,6.4017627200E-01
-2.0024E-02,6.3166845302E-01
-2.0020E-02,6.1466041583E-01
-2.0016E-02,6.0643010176E-01
-2.0012E-02,5.9806775148E-01
-2.0008E-02,5.8511705959E-01
-2.0004E-02,5.5878358030E-01
-2.0000E-02,5.4660549334E-01
-1.9996E-02,5.2939138621E-01
-1.9992E-02,5.1484819653E-01
-1.9988E-02,5.0260598928E-01
-1.9984E-02,4.8644648856E-01
-1.9980E-02,4.5810341726E-01
-1.9976E-02,4.3412262384E-01
-1.9972E-02,4.2293736904E-01
-1.9968E-02,4.0907711983E-01
-1.9964E-02,3.8749720145E-01
-1.9960E-02,3.6954181760E-01
-1.9956E-02,3.5377309923E-01
-1.9952E-02,3.4728405614E-01
-1.9948E-02,3.2646434016E-01
-1.9944E-02,3.1316218114E-01
-1.9940E-02,3.1378222679E-01
-1.9936E-02,3.0091743712E-01
-1.9932E-02,2.9318903706E-01
-1.9928E-02,2.8992967396E-01
-1.9924E-02,2.8910389215E-01
-1.9920E-02,2.7832460696E-01
-1.9916E-02,2.7708939848E-01
-1.9912E-02,2.7472501579E-01
-1.9908E-02,2.6463768806E-01
-1.9904E-02,2.5873587468E-01
-1.9900E-02,2.5056814549E-01
-1.9896E-02,2.4418176067E-01
-1.9892E-02,2.4198188679E-01
-1.9888E-02,2.3294589914E-01
-1.9884E-02,2.3212117591E-01
-1.9880E-02,2.2490478451E-01
-1.9876E-02,2.1817883919E-01
-1.9872E-02,2.1431318719E-01
-1.9868E-02,2.1121409859E-01
-1.9864E-02,1.9762001034E-01
-1.9860E-02,2.0363282663E-01
-1.9856E-02,1.9684342382E-01
-1.9852E-02,1.9356878286E-01
-1.9848E-02,1.8893809334E-01
-1.9844E-02,1.8065641438E-01
-1.9840E-02,1.7852631131E-01
-1.9836E-02,1.7197466427E-01
-1.9832E-02,1.6912853301E-01
