[s],CH4[V]
-2.0836E-02,1.3472223896E-01
-2.0832E-02,1.3958960659E-01
-2.0828E-02,1.4455605622E-01
-2.0824E-02,1.4998796566E-01
-2.0820E-02,1.5141681771E-01
-2.0816E-02,1.5235190966E-01
-2.0812E-02,1.5892931544E-01
-2.0808E-02,1.6276022509E-01
-2.0804E-02,1.6892564834E-01
-2.0800E-02,1.6728812759E-01
-2.0796E-02,1.7533953713E-01
-2.0792E-02,1.8118673358E-01
-2.0788E-02,1.8537449384E-01
-2.0784E-02,1.8858641641E-01
-2.0780E-02,1.9317307479E-01
-2.0776E-02,1.9879617685E-01
-2.0772E-02,2.0416056138E-01
-2.0768E-02,2.1102566209E-01
-2.0764E-02,2.2055632060E-01
-2.0760E-02,2.2275456846E-01
-2.0756E-02,2.3028517646E-01
-2.0752E-02,2.3808205511E-01
-2.0748E-02,2.4346568478E-01
-2.0744E-02,2.5296004168E-01
-2.0740E-02,2.6066124772E-01
-2.0736E-02,2.6640300117E-01
-2.0732E-02,2.7707207499E-01
-2.0728E-02,2.8002147964E-01
-2.0724E-02,2.9086285379E-01
-2.0720E-02,2.9786164533E-01
-2.0716E-02,3.0641632787E-01
-2.0712E-02,3.1650860040E-01
-2.0708E-02,3.2355288220E-01
-2.0704E-02,3.3008833109E-01
-2.0700E-02,3.3986637748E-01
-2.0696E-02,3.4788105148E-01
-2.0692E-02,3.5830142135E-01
-2.0688E-02,3.6811504456E-01
-2.0684E-02,3.7668101861E-01
-2.0680E-02,3.8407249984E-01
-2.0676E-02,3.9537951501E-01
-2.0672E-02,4.0485104094E-01
-2.0668E-02,4.1608215794E-01
-2.0664E-02,4.2681220969E-01
-2.0660E-02,4.3705122409E-01
-2.0656E-02,4.4239177153E-01
-2.0652E-02,4.5716577900E-01
-2.0648E-02,4.6917485103E-01
-2.0644E-02,4.7581028313E-01
-2.0640E-02,4.8812576118E-01
-2.0636E-02,4.9911607065E-01
-2.0632E-02,5.0937597051E-01
-2.0628E-02,5.2226173148E-01
-2.0624E-02,5.3240473472E-01
-2.0620E-02,5.4387820420E-01
-2.0616E-02,5.5016815824E-01
-2.0612E-02,5.6398785722E-01
-2.0608E-02,5.6872685553E-01
-2.0604E-02,5.8189751239E-01
-2.0600E-02,5.8765305121E-01
-2.0596E-02,5.9938112311E-01
-2.0592E-02,6.1543274419E-01
-2.0588E-02,6.1977190024E-01
-2.0584E-02,6.3154718379E-01
-2.0580E-02,6.4485948036E-01
-2.0576E-02,6.5033930240E-01
-2.0572E-02,6.6422516253E-01
-2.0568E-02,6.7094831836E-01
-2.0564E-02,6.8072323193E-01
-2.0560E-02,6.8825032564E-01
-2.0556E-02,7.0177406611E-01
-2.0552E-02,7.0502090270E-01
-2.0548E-02,7.1736096171E-01
-2.0544E-02,7.2299874081E-01
-2.0540E-02,7.3405860652E-01
-2.0536E-02,7.4030680870E-01
-2.0532E-02,7.5080422115E-01
-2.0528E-02,7.5908326321E-01
-2.0524E-02,7.6852932604E-01
-2.0520E-02,7.7588976994E-01
-2.0516E-02,7.8366117118E-01
-2.0512E-02,7.9064065081E-01
-2.0508E-02,7.9809568013E-01
-2.0504E-02,8.0940896571E-01
-2.0500E-02,8.1944893397E-01
-2.0496E-02,8.2716202756E-01
-2.0492E-02,8.2907948033E-01
-2.0488E-02,8.4515455702E-01
-2.0484E-02,8.5143650974E-01
-2.0480E-02,8.5914385267E-01
-2.0476E-02,8.7155643384E-01
-2.0472E-02,8.8020547768E-01
-2.0468E-02,8.9523796903E-01
-2.0464E-02,9.0045866345E-01
-2.0460E-02,9.0580560051E-01
-2.0456E-02,9.1229005166E-01
-2.0452E-02,9.1918385320E-01
-2.0448E-02,9.3184634948E-01
-2.0444E-02,9.3618462339E-01
-2.0440E-02,9.4675880185E-01
-2.0436E-02,9.2287860676E-01
-2.0432E-02,9.5268797614E-01
-2.0428E-02,9.4787725675E-01
-2.0424E-02,9.5080883723E-01
-2.0420E-02,9.5868559563E-01
-2.0416E-02,9.4483295197E-01
-2.0412E-02,9.5056963665E-01
-2.0408E-02,9.5599445075E-01
-2.0404E-02,9.7660024329E-01
-2.0400E-02,9.8848026889E-01
-2.0396E-02,1.0199287850E+00
-2.0392E-02,1.0267285686E+00
-2.0388E-02,1.0421966602E+00
-2.0384E-02,1.0663181444E+00
-2.0380E-02,1.0971526946E+00
-2.0376E-02,1.1067367541E+00
-2.0372E-02,1.1239817555E+00
-2.0368E-02,1.1412842539E+00
-2.0364E-02,1.1585619139E+00
-2.0360E-02,1.1627479862E+00
-2.0356E-02,1.1646190999E+00
-2.0352E-02,1.1769260521E+00
-2.0348E-02,1.2115257036E+00
-2.0344E-02,1.2261504468E+00
-2.0340E-02,1.2363504702E+00
-2.0336E-02,1.2505581525E+00
-2.0332E-02,1.2572997571E+00
-2.0328E-02,1.2623821831E+00
-2.0324E-02,1.2859919686E+00
-2.0320E-02,1.2998782865E+00
-2.0316E-02,1.2838511415E+00
-2.0312E-02,1.3047169342E+00
-2.0308E-02,1.3094428195E+00
-2.0304E-02,1.2991469566E+00
-2.0300E-02,1.2907815927E+00
-2.0296E-02,1.2718797586E+00
-2.0292E-02,1.2636965847E+00
-2.0288E-02,1.2865244669E+00
-2.0284E-02,1.2618229389E+00
-2.0280E-02,1.2439534954E+00
-2.0276E-02,1.2650310182E+00
-2.0272E-02,1.3080179967E+00
-2.0268E-02,1.2895062774E+00
-2.0264E-02,1.2984257261E+00
-2.0260E-02,1.3137651623E+00
-2.0256E-02,1.3113260497E+00
-2.0252E-02,1.3052247849E+00
-2.0248E-02,1.3196444499E+00
-2.0244E-02,1.3216934572E+00
-2.0240E-02,1.3211104428E+00
-2.0236E-02,1.3112576092E+00
-2.0232E-02,1.3123407734E+00
-2.0228E-02,1.3040477076E+00
-2.0224E-02,1.2923343890E+00
-2.0220E-02,1.2888977188E+00
-2.0216E-02,1.2880822987E+00
-2.0212E-02,1.2856746239E+00
-2.0208E-02,1.2729004238E+00
-2.0204E-02,1.2522736266E+00
-2.0200E-02,1.2506027654E+00
-2.0196E-02,1.2342440373E+00
-2.0192E-02,1.2259858426E+00
-2.0188E-02,1.2047329057E+00
-2.0184E-02,1.1915719239E+00
-2.0180E-02,1.1743812247E+00
-2.0176E-02,1.1504465939E+00
-2.0172E-02,1.1344170981E+00
-2.0168E-02,1.1142715487E+00
-2.0164E-02,1.0924098768E+00
-2.0160E-02,1.0562239788E+00
-2.0156E-02,1.0351496080E+00
-2.0152E-02,1.0258036571E+00
-2.0148E-02,9.9094287049E-01
-2.0144E-02,9.6579964825E-01
-2.0140E-02,9.4243311644E-01
-2.0136E-02,9.3706224693E-01
-2.0132E-02,9.4956253752E-01
-2.0128E-02,9.3415702124E-01
-2.0124E-02,9.2218273447E-01
-2.0120E-02,9.1094114136E-01
-2.0116E-02,9.0902358846E-01
-2.0112E-02,9.0034212922E-01
-2.0108E-02,8.9402451862E-01
-2.0104E-02,8.7723468212E-01
-2.0100E-02,8.6470540936E-01
-2.0096E-02,8.5134937252E-01
-2.0092E-02,8.3984162322E-01
-2.0088E-02,8.3880908960E-01
-2.0084E-02,8.3118217956E-01
-2.0080E-02,8.2132071528E-01
-2.0076E-02,8.1245591216E-01
-2.0072E-02,8.0087791521E-01
-2.0068E-02,7.8784959901E-01
-2.0064E-02,7.7826016078E-01
-2.0060E-02,7.7177181864E-01
-2.0056E-02,7.6825398120E-01
-2.0052E-02,7.5386151974E-01
-2.0048E-02,7.4857847409E-01
-2.0044E-02,7.4061205124E-01
-2.0040E-02,7.3179605717E-01
-2.0036E-02,7.2399486792E-01
-2.0032E-02,7.1333012855E-01
