[s],CH4[V]
-2.0836E-02,-1.2868337731E-02
-2.0832E-02,-1.4520688119E-02
-2.0828E-02,-1.2955875494E-02
-2.0824E-02,-1.4451499049E-02
-2.0820E-02,-1.4470667903E-02
-2.0816E-02,-1.6134071377E-02
-2.0812E-02,-1.3523526277E-02
-2.0808E-02,-1.3425192920E-02
-2.0804E-02,-1.5833463702E-02
-2.0800E-02,-1.5039439252E-02
-2.0796E-02,-1.2466921915E-02
-2.0792E-02,-1.5480785411E-02
-2.0788E-02,-1.2927341559E-02
-2.0784E-02,-1.1722898608E-02
-2.0780E-02,-1.4341101713E-02
-2.0776E-02,-1.2362852207E-02
-2.0772E-02,-1.7308478356E-02
-2.0768E-02,-1.6420497914E-02
-2.0764E-02,-1.3764853557E-02
-2.0760E-02,-1.5240998315E-02
-2.0756E-02,-1.5610628166E-02
-2.0752E-02,-1.4234428475E-02
-2.0748E-02,-1.4802045878E-02
-2.0744E-02,-1.5479030650E-02
-2.0740E-02,-1.6220870043E-02
-2.0736E-02,-1.5450725597E-02
-2.0732E-02,-1.6247234368E-02
-2.0728E-02,-1.5377287908E-02
-2.0724E-02,-1.6331958793E-02
-2.0720E-02,-1.4530625406E-02
-2.0716E-02,-1.5531539957E-02
-2.0712E-02,-1.6363148711E-02
-2.0708E-02,-1.5526294748E-02
-2.0704E-02,-1.5036573461E-02
-2.0700E-02,-1.5520582239E-02
-2.0696E-02,-1.4223313401E-02
-2.0692E-02,-1.3366570561E-02
-2.0688E-02,-1.3687057576E-02
-2.0684E-02,-1.5367851301E-02
-2.0680E-02,-1.4767279682E-02
-2.0676E-02,-1.2950401404E-02
-2.0672E-02,-1.3998541906E-02
-2.0668E-02,-1.4534382882E-02
-2.0664E-02,-1.4888796861E-02
-2.0660E-02,-1.4803590831E-02
-2.0656E-02,-1.5181331682E-02
-2.0652E-02,-1.4556007447E-02
-2.0648E-02,-1.3809700091E-02
-2.0644E-02,-1.3779344638E-02
-2.0640E-02,-1.5966348678E-02
-2.0636E-02,-1.4919614845E-02
-2.0632E-02,-1.6505608577E-02
-2.0628E-02,-1.5651593246E-02
-2.0624E-02,-1.4082036091E-02
-2.0620E-02,-1.2273488158E-02
-2.0616E-02,-1.6065707235E-02
-2.0612E-02,-1.7550950045E-02
-2.0608E-02,-1.5552778283E-02
-2.0604E-02,-1.2348976246E-02
-2.0600E-02,-1.3553862656E-02
-2.0596E-02,-1.4183359216E-02
-2.0592E-02,-1.6702003493E-02
-2.0588E-02,-1.1556282172E-02
-2.0584E-02,-1.4848465975E-02
-2.0580E-02,-1.5065536549E-02
-2.0576E-02,-1.7532496448E-02
-2.0572E-02,-1.4046650006E-02
-2.0568E-02,-1.5328068778E-02
-2.0564E-02,-1.4808116015E-02
-2.0560E-02,-1.5142178584E-02
-2.0556E-02,-1.4577946724E-02
-2.0552E-02,-1.3122739886E-02
-2.0548E-02,-1.5481104892E-02
-2.0544E-02,-1.4323563643E-02
-2.0540E-02,-1.5156092692E-02
-2.0536E-02,-1.4584221901E-02
-2.0532E-02,-1.5167169619E-02
-2.0528E-02,-1.6491799373E-02
-2.0524E-02,-1.4997115187E-02
-2.0520E-02,-1.4689226209E-02
-2.0516E-02,-1.5963568718E-02
-2.0512E-02,-1.6405959150E-02
-2.0508E-02,-1.1761336451E-02
-2.0504E-02,-1.4908714348E-02
