mass spectrum
=============
Data source: C:\users\taco\My Documents\fp1\07_Massenspektroskopie\data\Background.h5
Segment start index: 0
Segment end index: 0
Buf start index: 1
Buf end index: 1
Write start index: 0
Write end index: 0
Spectrum length: 150000 points (30 µs)

mass	tof (µs)	Average
13.4146	6.7084	0
13.4154	6.7086	9.96675e-08
13.4162	6.7088	3.9867e-07
13.417	6.709	2.99003e-07
13.4178	6.7092	1.99335e-07
13.4187	6.7094	1.99335e-07
13.4195	6.7096	1.99335e-07
13.4203	6.7098	9.96675e-08
13.4211	6.71	4.98338e-07
13.422	6.7102	3.9867e-07
13.4228	6.7104	9.96675e-08
13.4236	6.7106	2.99003e-07
13.4244	6.7108	3.9867e-07
13.4252	6.711	1.99335e-07
13.4261	6.7112	2.99003e-07
13.4269	6.7114	3.9867e-07
13.4277	6.7116	1.99335e-07
13.4285	6.7118	9.96675e-08
13.4294	6.712	5.98005e-07
13.4302	6.7122	9.96675e-08
13.431	6.7124	9.96675e-08
13.4318	6.7126	9.96675e-08
13.4326	6.7128	9.96675e-08
13.4335	6.713	2.99003e-07
13.4343	6.7132	2.99003e-07
13.4351	6.7134	2.99003e-07
13.4359	6.7136	4.98338e-07
13.4368	6.7138	3.9867e-07
13.4376	6.714	4.98338e-07
13.4384	6.7142	2.99003e-07
13.4392	6.7144	4.98338e-07
13.44	6.7146	5.98005e-07
13.4409	6.7148	0
13.4417	6.715	9.96675e-08
13.4425	6.7152	3.9867e-07
13.4433	6.7154	1.99335e-07
13.4442	6.7156	4.98338e-07
13.445	6.7158	2.99003e-07
13.4458	6.716	1.99335e-07
13.4466	6.7162	1.99335e-07
13.4475	6.7164	2.99003e-07
13.4483	6.7166	2.99003e-07
13.4491	6.7168	4.98338e-07
13.4499	6.717	1.99335e-07
13.4507	6.7172	9.96675e-08
13.4516	6.7174	0
13.4524	6.7176	2.99003e-07
13.4532	6.7178	2.99003e-07
13.454	6.718	2.99003e-07
13.4549	6.7182	4.98338e-07
13.4557	6.7184	2.99003e-07
13.4565	6.7186	3.9867e-07
13.4573	6.7188	9.96675e-08
13.4582	6.719	1.99335e-07
13.459	6.7192	2.99003e-07
13.4598	6.7194	3.9867e-07
13.4606	6.7196	3.9867e-07
13.4614	6.7198	2.99003e-07
13.4623	6.72	2.99003e-07
13.4631	6.7202	9.96675e-08
13.4639	6.7204	1.99335e-07
13.4647	6.7206	5.98005e-07
13.4656	6.7208	3.9867e-07
13.4664	6.721	4.98338e-07
13.4672	6.7212	9.96675e-08
13.468	6.7214	9.96675e-08
13.4689	6.7216	1.99335e-07
13.4697	6.7218	1.99335e-07
13.4705	6.722	2.99003e-07
13.4713	6.7222	1.99335e-07
13.4722	6.7224	9.96675e-08
13.473	6.7226	2.99003e-07
13.4738	6.7228	3.9867e-07
13.4746	6.723	2.99003e-07
13.4755	6.7232	1.99335e-07
13.4763	6.7234	3.9867e-07
13.4771	6.7236	1.99335e-07
13.4779	6.7238	5.98005e-07
13.4787	6.724	4.98338e-07
13.4796	6.7242	1.99335e-07
13.4804	6.7244	3.9867e-07
13.4812	6.7246	0
13.482	6.7248	9.96675e-08
13.4829	6.725	5.98005e-07
13.4837	6.7252	1.99335e-07
13.4845	6.7254	3.9867e-07
13.4853	6.7256	0
13.4862	6.7258	3.9867e-07
13.487	6.726	0
13.4878	6.7262	2.99003e-07
13.4886	6.7264	3.9867e-07
13.4895	6.7266	9.96675e-08
13.4903	6.7268	2.99003e-07
13.4911	6.727	4.98338e-07
13.4919	6.7272	9.96675e-08
13.4928	6.7274	4.98338e-07
13.4936	6.7276	2.99003e-07
13.4944	6.7278	4.98338e-07
13.4952	6.728	2.99003e-07
13.4961	6.7282	1.99335e-07
13.4969	6.7284	1.99335e-07
13.4977	6.7286	2.99003e-07
13.4985	6.7288	1.99335e-07
13.4994	6.729	9.96675e-08
13.5002	6.7292	1.99335e-07
13.501	6.7294	5.98005e-07
13.5018	6.7296	4.98338e-07
13.5027	6.7298	2.99003e-07
13.5035	6.73	9.96675e-08
13.5043	6.7302	6.97673e-07
13.5051	6.7304	3.9867e-07
13.506	6.7306	3.9867e-07
13.5068	6.7308	9.96675e-08
13.5076	6.731	3.9867e-07
13.5084	6.7312	9.96675e-08
13.5093	6.7314	9.96675e-08
13.5101	6.7316	2.99003e-07
13.5109	6.7318	1.99335e-07
13.5117	6.732	2.99003e-07
13.5126	6.7322	1.99335e-07
13.5134	6.7324	3.9867e-07
13.5142	6.7326	1.99335e-07
13.515	6.7328	2.99003e-07
13.5159	6.733	3.9867e-07
13.5167	6.7332	9.96675e-08
13.5175	6.7334	1.99335e-07
13.5183	6.7336	4.98338e-07
13.5192	6.7338	1.99335e-07
13.52	6.734	2.99003e-07
13.5208	6.7342	3.9867e-07
13.5216	6.7344	3.9867e-07
13.5225	6.7346	2.99003e-07
13.5233	6.7348	3.9867e-07
13.5241	6.735	3.9867e-07
13.5249	6.7352	2.99003e-07
13.5258	6.7354	9.96675e-08
13.5266	6.7356	4.98338e-07
13.5274	6.7358	2.99003e-07
13.5282	6.736	3.9867e-07
13.5291	6.7362	1.99335e-07
13.5299	6.7364	2.99003e-07
13.5307	6.7366	0
13.5315	6.7368	3.9867e-07
13.5324	6.737	9.96675e-08
13.5332	6.7372	1.99335e-07
13.534	6.7374	3.9867e-07
13.5348	6.7376	1.99335e-07
13.5357	6.7378	1.99335e-07
13.5365	6.738	1.99335e-07
13.5373	6.7382	4.98338e-07
13.5381	6.7384	3.9867e-07
13.539	6.7386	1.99335e-07
13.5398	6.7388	2.99003e-07
13.5406	6.739	9.96675e-08
13.5414	6.7392	9.96675e-08
13.5423	6.7394	1.99335e-07
13.5431	6.7396	9.96675e-08
13.5439	6.7398	4.98338e-07
13.5447	6.74	9.96675e-08
13.5456	6.7402	2.99003e-07
13.5464	6.7404	2.99003e-07
13.5472	6.7406	0
13.548	6.7408	1.99335e-07
13.5489	6.741	1.99335e-07
13.5497	6.7412	9.96675e-08
13.5505	6.7414	2.99003e-07
13.5514	6.7416	0
13.5522	6.7418	9.96675e-08
13.553	6.742	9.96675e-08
13.5538	6.7422	2.99003e-07
13.5547	6.7424	1.99335e-07
13.5555	6.7426	3.9867e-07
13.5563	6.7428	2.99003e-07
13.5571	6.743	1.99335e-07
13.558	6.7432	1.99335e-07
13.5588	6.7434	3.9867e-07
13.5596	6.7436	9.96675e-08
13.5604	6.7438	1.99335e-07
13.5613	6.744	4.98338e-07
13.5621	6.7442	9.96675e-08
13.5629	6.7444	9.96675e-08
13.5637	6.7446	2.99003e-07
13.5646	6.7448	0
13.5654	6.745	9.96675e-08
13.5662	6.7452	3.9867e-07
13.5671	6.7454	4.98338e-07
13.5679	6.7456	2.99003e-07
13.5687	6.7458	1.99335e-07
13.5695	6.746	1.99335e-07
13.5704	6.7462	1.99335e-07
13.5712	6.7464	5.98005e-07
13.572	6.7466	1.99335e-07
13.5728	6.7468	2.99003e-07
13.5737	6.747	3.9867e-07
13.5745	6.7472	5.98005e-07
13.5753	6.7474	0
13.5761	6.7476	4.98338e-07
13.577	6.7478	3.9867e-07
13.5778	6.748	4.98338e-07
13.5786	6.7482	4.98338e-07
13.5795	6.7484	3.9867e-07
13.5803	6.7486	9.96675e-08
13.5811	6.7488	3.9867e-07
13.5819	6.749	1.99335e-07
13.5828	6.7492	5.98005e-07
13.5836	6.7494	3.9867e-07
13.5844	6.7496	1.99335e-07
13.5852	6.7498	1.99335e-07
13.5861	6.75	9.96675e-08
13.5869	6.7502	2.99003e-07
13.5877	6.7504	3.9867e-07
13.5886	6.7506	0
13.5894	6.7508	1.99335e-07
13.5902	6.751	3.9867e-07
13.591	6.7512	9.96675e-08
13.5919	6.7514	2.99003e-07
13.5927	6.7516	1.99335e-07
13.5935	6.7518	4.98338e-07
13.5943	6.752	1.99335e-07
13.5952	6.7522	1.99335e-07
13.596	6.7524	2.99003e-07
13.5968	6.7526	1.99335e-07
13.5977	6.7528	6.97673e-07
13.5985	6.753	1.99335e-07
13.5993	6.7532	1.99335e-07
13.6001	6.7534	9.96675e-08
13.601	6.7536	0
13.6018	6.7538	3.9867e-07
13.6026	6.754	2.99003e-07
13.6035	6.7542	1.99335e-07
13.6043	6.7544	1.99335e-07
13.6051	6.7546	3.9867e-07
13.6059	6.7548	0
13.6068	6.755	1.99335e-07
13.6076	6.7552	6.97673e-07
13.6084	6.7554	2.99003e-07
13.6092	6.7556	0
13.6101	6.7558	1.99335e-07
13.6109	6.756	3.9867e-07
13.6117	6.7562	4.98338e-07
13.6126	6.7564	1.99335e-07
13.6134	6.7566	3.9867e-07
13.6142	6.7568	4.98338e-07
13.615	6.757	1.99335e-07
13.6159	6.7572	3.9867e-07
13.6167	6.7574	1.99335e-07
13.6175	6.7576	3.9867e-07
13.6184	6.7578	9.96675e-08
13.6192	6.758	4.98338e-07
13.62	6.7582	9.96675e-08
13.6208	6.7584	2.99003e-07
13.6217	6.7586	0
13.6225	6.7588	2.99003e-07
13.6233	6.759	1.99335e-07
13.6242	6.7592	1.99335e-07
13.625	6.7594	9.96675e-08
13.6258	6.7596	2.99003e-07
13.6266	6.7598	1.99335e-07
13.6275	6.76	4.98338e-07
13.6283	6.7602	2.99003e-07
13.6291	6.7604	6.97673e-07
13.63	6.7606	0
13.6308	6.7608	3.9867e-07
13.6316	6.761	3.9867e-07
13.6324	6.7612	1.99335e-07
13.6333	6.7614	9.96675e-08
13.6341	6.7616	9.96675e-08
13.6349	6.7618	3.9867e-07
13.6358	6.762	1.99335e-07
13.6366	6.7622	3.9867e-07
13.6374	6.7624	0
13.6382	6.7626	2.99003e-07
13.6391	6.7628	2.99003e-07
13.6399	6.763	9.96675e-08
13.6407	6.7632	1.99335e-07
13.6416	6.7634	9.96675e-08
13.6424	6.7636	3.9867e-07
13.6432	6.7638	0
13.644	6.764	2.99003e-07
13.6449	6.7642	2.99003e-07
13.6457	6.7644	1.99335e-07
13.6465	6.7646	9.96675e-08
13.6474	6.7648	4.98338e-07
13.6482	6.765	3.9867e-07
13.649	6.7652	2.99003e-07
13.6498	6.7654	4.98338e-07
13.6507	6.7656	1.99335e-07
13.6515	6.7658	2.99003e-07
13.6523	6.766	2.99003e-07
13.6532	6.7662	1.99335e-07
13.654	6.7664	9.96675e-08
13.6548	6.7666	9.96675e-08
13.6557	6.7668	2.99003e-07
13.6565	6.767	6.97673e-07
13.6573	6.7672	4.98338e-07
13.6581	6.7674	0
13.659	6.7676	0
13.6598	6.7678	1.99335e-07
13.6606	6.768	3.9867e-07
13.6615	6.7682	1.99335e-07
13.6623	6.7684	1.99335e-07
13.6631	6.7686	1.99335e-07
13.6639	6.7688	0
13.6648	6.769	3.9867e-07
13.6656	6.7692	1.99335e-07
13.6664	6.7694	2.99003e-07
13.6673	6.7696	3.9867e-07
13.6681	6.7698	1.99335e-07
13.6689	6.77	1.99335e-07
13.6698	6.7702	9.96675e-08
13.6706	6.7704	9.96675e-08
13.6714	6.7706	4.98338e-07
13.6722	6.7708	2.99003e-07
13.6731	6.771	9.96675e-08
13.6739	6.7712	9.96675e-08
13.6747	6.7714	9.96675e-08
13.6756	6.7716	4.98338e-07
13.6764	6.7718	2.99003e-07
13.6772	6.772	4.98338e-07
13.6781	6.7722	9.96675e-08
13.6789	6.7724	0
13.6797	6.7726	1.99335e-07
13.6805	6.7728	1.99335e-07
13.6814	6.773	1.99335e-07
13.6822	6.7732	1.99335e-07
13.683	6.7734	1.99335e-07
13.6839	6.7736	9.96675e-08
13.6847	6.7738	2.99003e-07
13.6855	6.774	2.99003e-07
13.6864	6.7742	1.99335e-07
13.6872	6.7744	3.9867e-07
13.688	6.7746	9.96675e-08
13.6888	6.7748	2.99003e-07
13.6897	6.775	9.96675e-08
13.6905	6.7752	3.9867e-07
13.6913	6.7754	1.99335e-07
13.6922	6.7756	1.99335e-07
13.693	6.7758	9.96675e-08
13.6938	6.776	2.99003e-07
13.6947	6.7762	3.9867e-07
13.6955	6.7764	9.96675e-08
13.6963	6.7766	1.99335e-07
13.6972	6.7768	3.9867e-07
13.698	6.777	4.98338e-07
13.6988	6.7772	3.9867e-07
13.6996	6.7774	1.99335e-07
13.7005	6.7776	9.96675e-08
13.7013	6.7778	1.99335e-07
13.7021	6.778	1.99335e-07
13.703	6.7782	3.9867e-07
13.7038	6.7784	1.99335e-07
13.7046	6.7786	2.99003e-07
13.7055	6.7788	3.9867e-07
13.7063	6.779	9.96675e-08
13.7071	6.7792	2.99003e-07
13.708	6.7794	7.9734e-07
13.7088	6.7796	5.98005e-07
13.7096	6.7798	6.97673e-07
13.7104	6.78	2.99003e-07
13.7113	6.7802	9.96675e-08
13.7121	6.7804	9.96675e-08
13.7129	6.7806	2.99003e-07
13.7138	6.7808	0
13.7146	6.781	9.96675e-08
13.7154	6.7812	2.99003e-07
13.7163	6.7814	1.99335e-07
13.7171	6.7816	2.99003e-07
13.7179	6.7818	6.97673e-07
13.7188	6.782	0
13.7196	6.7822	5.98005e-07
13.7204	6.7824	6.97673e-07
13.7213	6.7826	0
13.7221	6.7828	3.9867e-07
13.7229	6.783	9.96675e-08
13.7237	6.7832	9.96675e-08
13.7246	6.7834	0
13.7254	6.7836	2.99003e-07
13.7262	6.7838	9.96675e-08
13.7271	6.784	1.99335e-07
13.7279	6.7842	2.99003e-07
13.7287	6.7844	9.96675e-08
13.7296	6.7846	9.96675e-08
13.7304	6.7848	3.9867e-07
13.7312	6.785	2.99003e-07
13.7321	6.7852	1.99335e-07
13.7329	6.7854	2.99003e-07
13.7337	6.7856	4.98338e-07
13.7346	6.7858	9.96675e-08
13.7354	6.786	9.96675e-08
13.7362	6.7862	1.99335e-07
13.7371	6.7864	4.98338e-07
13.7379	6.7866	3.9867e-07
13.7387	6.7868	2.99003e-07
13.7395	6.787	4.98338e-07
13.7404	6.7872	2.99003e-07
13.7412	6.7874	0
13.742	6.7876	2.99003e-07
13.7429	6.7878	3.9867e-07
13.7437	6.788	5.98005e-07
13.7445	6.7882	0
13.7454	6.7884	2.99003e-07
13.7462	6.7886	3.9867e-07
13.747	6.7888	1.99335e-07
13.7479	6.789	1.99335e-07
13.7487	6.7892	1.99335e-07
13.7495	6.7894	0
13.7504	6.7896	2.99003e-07
13.7512	6.7898	4.98338e-07
13.752	6.79	4.98338e-07
13.7529	6.7902	4.98338e-07
13.7537	6.7904	1.99335e-07
13.7545	6.7906	9.96675e-08
13.7554	6.7908	2.99003e-07
13.7562	6.791	0
13.757	6.7912	9.96675e-08
13.7579	6.7914	9.96675e-08
13.7587	6.7916	1.99335e-07
13.7595	6.7918	1.99335e-07
13.7604	6.792	1.99335e-07
13.7612	6.7922	1.99335e-07
13.762	6.7924	9.96675e-08
13.7628	6.7926	4.98338e-07
13.7637	6.7928	0
13.7645	6.793	2.99003e-07
13.7653	6.7932	2.99003e-07
13.7662	6.7934	4.98338e-07
13.767	6.7936	2.99003e-07
13.7678	6.7938	9.96675e-08
13.7687	6.794	3.9867e-07
13.7695	6.7942	2.99003e-07
13.7703	6.7944	1.99335e-07
13.7712	6.7946	3.9867e-07
13.772	6.7948	2.99003e-07
13.7728	6.795	2.99003e-07
13.7737	6.7952	9.96675e-08
13.7745	6.7954	1.99335e-07
13.7753	6.7956	2.99003e-07
13.7762	6.7958	3.9867e-07
13.777	6.796	2.99003e-07
13.7778	6.7962	9.96675e-08
13.7787	6.7964	9.96675e-08
13.7795	6.7966	2.99003e-07
13.7803	6.7968	2.99003e-07
13.7812	6.797	1.99335e-07
13.782	6.7972	2.99003e-07
13.7828	6.7974	2.99003e-07
13.7837	6.7976	2.99003e-07
13.7845	6.7978	0
13.7853	6.798	9.96675e-08
13.7862	6.7982	9.96675e-08
13.787	6.7984	1.99335e-07
13.7878	6.7986	1.99335e-07
13.7887	6.7988	4.98338e-07
13.7895	6.799	2.99003e-07
13.7903	6.7992	5.98005e-07
13.7912	6.7994	0
13.792	6.7996	9.96675e-08
13.7928	6.7998	1.99335e-07
13.7937	6.8	3.9867e-07
13.7945	6.8002	1.99335e-07
13.7953	6.8004	4.98338e-07
13.7962	6.8006	6.97673e-07
13.797	6.8008	1.99335e-07
13.7978	6.801	1.99335e-07
13.7987	6.8012	4.98338e-07
13.7995	6.8014	3.9867e-07
13.8003	6.8016	9.96675e-08
13.8012	6.8018	9.96675e-08
13.802	6.802	1.99335e-07
13.8028	6.8022	2.99003e-07
13.8037	6.8024	2.99003e-07
13.8045	6.8026	3.9867e-07
13.8053	6.8028	9.96675e-08
13.8062	6.803	4.98338e-07
13.807	6.8032	9.96675e-08
13.8078	6.8034	4.98338e-07
13.8087	6.8036	9.96675e-08
13.8095	6.8038	2.99003e-07
13.8103	6.804	9.96675e-08
13.8112	6.8042	2.99003e-07
13.812	6.8044	4.98338e-07
13.8129	6.8046	2.99003e-07
13.8137	6.8048	1.99335e-07
13.8145	6.805	0
13.8154	6.8052	1.99335e-07
13.8162	6.8054	3.9867e-07
13.817	6.8056	2.99003e-07
13.8179	6.8058	3.9867e-07
13.8187	6.806	2.99003e-07
13.8195	6.8062	9.96675e-08
13.8204	6.8064	9.96675e-08
13.8212	6.8066	5.98005e-07
13.822	6.8068	2.99003e-07
13.8229	6.807	3.9867e-07
13.8237	6.8072	2.99003e-07
13.8245	6.8074	3.9867e-07
13.8254	6.8076	9.96675e-08
13.8262	6.8078	4.98338e-07
13.827	6.808	1.99335e-07
13.8279	6.8082	9.96675e-08
13.8287	6.8084	2.99003e-07
13.8295	6.8086	2.99003e-07
13.8304	6.8088	9.96675e-08
13.8312	6.809	1.99335e-07
13.832	6.8092	1.99335e-07
13.8329	6.8094	1.99335e-07
13.8337	6.8096	2.99003e-07
13.8345	6.8098	9.96675e-08
13.8354	6.81	0
13.8362	6.8102	7.9734e-07
13.8371	6.8104	2.99003e-07
13.8379	6.8106	1.99335e-07
13.8387	6.8108	0
13.8396	6.811	2.99003e-07
13.8404	6.8112	0
13.8412	6.8114	2.99003e-07
13.8421	6.8116	1.99335e-07
13.8429	6.8118	3.9867e-07
13.8437	6.812	3.9867e-07
13.8446	6.8122	9.96675e-08
13.8454	6.8124	2.99003e-07
13.8462	6.8126	0
13.8471	6.8128	1.99335e-07
13.8479	6.813	9.96675e-08
13.8487	6.8132	3.9867e-07
13.8496	6.8134	0
13.8504	6.8136	5.98005e-07
13.8512	6.8138	3.9867e-07
13.8521	6.814	1.99335e-07
13.8529	6.8142	3.9867e-07
13.8538	6.8144	6.97673e-07
13.8546	6.8146	0
13.8554	6.8148	9.96675e-08
13.8563	6.815	5.98005e-07
13.8571	6.8152	0
13.8579	6.8154	9.96675e-08
13.8588	6.8156	3.9867e-07
13.8596	6.8158	4.98338e-07
13.8604	6.816	3.9867e-07
13.8613	6.8162	9.96675e-08
13.8621	6.8164	2.99003e-07
13.8629	6.8166	1.99335e-07
13.8638	6.8168	2.99003e-07
13.8646	6.817	4.98338e-07
13.8655	6.8172	0
13.8663	6.8174	4.98338e-07
13.8671	6.8176	9.96675e-08
13.868	6.8178	3.9867e-07
13.8688	6.818	2.99003e-07
13.8696	6.8182	9.96675e-08
13.8705	6.8184	3.9867e-07
13.8713	6.8186	2.99003e-07
13.8721	6.8188	3.9867e-07
13.873	6.819	2.99003e-07
13.8738	6.8192	1.99335e-07
13.8746	6.8194	2.99003e-07
13.8755	6.8196	2.99003e-07
13.8763	6.8198	9.96675e-08
13.8772	6.82	0
13.878	6.8202	2.99003e-07
13.8788	6.8204	3.9867e-07
13.8797	6.8206	0
13.8805	6.8208	9.96675e-08
13.8813	6.821	9.96675e-08
13.8822	6.8212	9.96675e-08
13.883	6.8214	1.99335e-07
13.8838	6.8216	2.99003e-07
13.8847	6.8218	3.9867e-07
13.8855	6.822	3.9867e-07
13.8864	6.8222	0
13.8872	6.8224	0
13.888	6.8226	2.99003e-07
13.8889	6.8228	3.9867e-07
13.8897	6.823	1.99335e-07
13.8905	6.8232	1.99335e-07
13.8914	6.8234	0
13.8922	6.8236	2.99003e-07
13.893	6.8238	7.9734e-07
13.8939	6.824	2.99003e-07
13.8947	6.8242	1.99335e-07
13.8956	6.8244	3.9867e-07
13.8964	6.8246	3.9867e-07
13.8972	6.8248	9.96675e-08
13.8981	6.825	9.96675e-08
13.8989	6.8252	2.99003e-07
13.8997	6.8254	0
13.9006	6.8256	3.9867e-07
13.9014	6.8258	0
13.9022	6.826	9.96675e-08
13.9031	6.8262	4.98338e-07
13.9039	6.8264	2.99003e-07
13.9048	6.8266	9.96675e-08
13.9056	6.8268	9.96675e-08
13.9064	6.827	3.9867e-07
13.9073	6.8272	3.9867e-07
13.9081	6.8274	2.99003e-07
13.9089	6.8276	9.96675e-08
13.9098	6.8278	1.99335e-07
13.9106	6.828	3.9867e-07
13.9115	6.8282	4.98338e-07
13.9123	6.8284	1.99335e-07
13.9131	6.8286	5.98005e-07
13.914	6.8288	1.99335e-07
13.9148	6.829	2.99003e-07
13.9156	6.8292	2.99003e-07
13.9165	6.8294	2.99003e-07
13.9173	6.8296	4.98338e-07
13.9182	6.8298	4.98338e-07
13.919	6.83	3.9867e-07
13.9198	6.8302	9.96675e-08
13.9207	6.8304	2.99003e-07
13.9215	6.8306	9.96675e-08
13.9223	6.8308	6.97673e-07
13.9232	6.831	1.99335e-07
13.924	6.8312	1.99335e-07
13.9248	6.8314	5.98005e-07
13.9257	6.8316	2.99003e-07
13.9265	6.8318	1.99335e-07
13.9274	6.832	1.99335e-07
13.9282	6.8322	3.9867e-07
13.929	6.8324	3.9867e-07
13.9299	6.8326	1.99335e-07
13.9307	6.8328	0
13.9315	6.833	1.99335e-07
13.9324	6.8332	3.9867e-07
13.9332	6.8334	2.99003e-07
13.9341	6.8336	0
13.9349	6.8338	3.9867e-07
13.9357	6.834	3.9867e-07
13.9366	6.8342	9.96675e-08
13.9374	6.8344	5.98005e-07
13.9383	6.8346	2.99003e-07
13.9391	6.8348	3.9867e-07
13.9399	6.835	9.96675e-08
13.9408	6.8352	1.99335e-07
13.9416	6.8354	9.96675e-08
13.9424	6.8356	5.98005e-07
13.9433	6.8358	0
13.9441	6.836	2.99003e-07
13.945	6.8362	3.9867e-07
13.9458	6.8364	2.99003e-07
13.9466	6.8366	9.96675e-08
13.9475	6.8368	9.96675e-08
13.9483	6.837	2.99003e-07
13.9491	6.8372	1.99335e-07
13.95	6.8374	1.99335e-07
13.9508	6.8376	3.9867e-07
13.9517	6.8378	3.9867e-07
13.9525	6.838	9.96675e-08
13.9533	6.8382	3.9867e-07
13.9542	6.8384	2.99003e-07
13.955	6.8386	3.9867e-07
13.9559	6.8388	0
13.9567	6.839	9.96675e-08
13.9575	6.8392	1.99335e-07
13.9584	6.8394	3.9867e-07
13.9592	6.8396	3.9867e-07
13.96	6.8398	2.99003e-07
13.9609	6.84	1.99335e-07
13.9617	6.8402	9.96675e-08
13.9626	6.8404	9.96675e-08
13.9634	6.8406	1.99335e-07
13.9642	6.8408	2.99003e-07
13.9651	6.841	1.99335e-07
13.9659	6.8412	1.99335e-07
13.9668	6.8414	9.96675e-08
13.9676	6.8416	2.99003e-07
13.9684	6.8418	2.99003e-07
13.9693	6.842	2.99003e-07
13.9701	6.8422	1.99335e-07
13.9709	6.8424	2.99003e-07
13.9718	6.8426	2.99003e-07
13.9726	6.8428	3.9867e-07
13.9735	6.843	0
13.9743	6.8432	9.96675e-08
13.9751	6.8434	0
13.976	6.8436	1.99335e-07
13.9768	6.8438	9.96675e-08
13.9777	6.844	9.96675e-08
13.9785	6.8442	3.9867e-07
13.9793	6.8444	2.99003e-07
13.9802	6.8446	1.99335e-07
13.981	6.8448	1.99335e-07
13.9819	6.845	1.99335e-07
13.9827	6.8452	1.99335e-07
13.9835	6.8454	1.99335e-07
13.9844	6.8456	0
13.9852	6.8458	2.99003e-07
13.9861	6.846	4.98338e-07
13.9869	6.8462	9.96675e-08
13.9877	6.8464	9.96675e-08
13.9886	6.8466	3.9867e-07
13.9894	6.8468	9.96675e-08
13.9903	6.847	4.98338e-07
13.9911	6.8472	2.99003e-07
13.9919	6.8474	0
13.9928	6.8476	2.99003e-07
13.9936	6.8478	5.98005e-07
13.9944	6.848	1.99335e-07
13.9953	6.8482	9.96675e-08
13.9961	6.8484	3.9867e-07
13.997	6.8486	1.99335e-07
13.9978	6.8488	5.98005e-07
13.9986	6.849	7.9734e-07
13.9995	6.8492	1.39535e-06
14.0003	6.8494	1.89368e-06
14.0012	6.8496	1.99335e-06
14.002	6.8498	2.39202e-06
14.0028	6.85	2.39202e-06
14.0037	6.8502	2.49169e-06
14.0045	6.8504	2.89036e-06
14.0054	6.8506	3.48836e-06
14.0062	6.8508	2.49169e-06
14.007	6.851	2.19269e-06
14.0079	6.8512	2.19269e-06
14.0087	6.8514	1.69435e-06
14.0096	6.8516	1.79402e-06
14.0104	6.8518	6.97673e-07
14.0112	6.852	9.96675e-07
14.0121	6.8522	2.99003e-07
14.0129	6.8524	4.98338e-07
14.0138	6.8526	5.98005e-07
14.0146	6.8528	9.96675e-08
14.0154	6.853	0
14.0163	6.8532	5.98005e-07
14.0171	6.8534	2.99003e-07
14.018	6.8536	4.98338e-07
14.0188	6.8538	4.98338e-07
14.0196	6.854	1.99335e-07
14.0205	6.8542	4.98338e-07
14.0213	6.8544	3.9867e-07
14.0222	6.8546	9.96675e-08
14.023	6.8548	1.99335e-07
14.0238	6.855	9.96675e-08
14.0247	6.8552	4.98338e-07
14.0255	6.8554	0
14.0264	6.8556	3.9867e-07
14.0272	6.8558	1.99335e-07
14.0281	6.856	6.97673e-07
14.0289	6.8562	2.99003e-07
14.0297	6.8564	3.9867e-07
14.0306	6.8566	9.96675e-08
14.0314	6.8568	9.96675e-08
14.0323	6.857	1.99335e-07
14.0331	6.8572	5.98005e-07
14.0339	6.8574	1.99335e-07
14.0348	6.8576	1.99335e-07
14.0356	6.8578	9.96675e-08
14.0365	6.858	2.99003e-07
14.0373	6.8582	2.99003e-07
14.0381	6.8584	2.99003e-07
14.039	6.8586	4.98338e-07
14.0398	6.8588	2.99003e-07
14.0407	6.859	3.9867e-07
14.0415	6.8592	1.99335e-07
14.0423	6.8594	4.98338e-07
14.0432	6.8596	3.9867e-07
14.044	6.8598	4.98338e-07
14.0449	6.86	1.99335e-07
14.0457	6.8602	1.99335e-07
14.0466	6.8604	4.98338e-07
14.0474	6.8606	9.96675e-08
14.0482	6.8608	2.99003e-07
14.0491	6.861	6.97673e-07
14.0499	6.8612	1.99335e-07
14.0508	6.8614	2.99003e-07
14.0516	6.8616	3.9867e-07
14.0524	6.8618	9.96675e-08
14.0533	6.862	1.99335e-07
14.0541	6.8622	9.96675e-08
14.055	6.8624	4.98338e-07
14.0558	6.8626	1.99335e-07
14.0566	6.8628	1.99335e-07
14.0575	6.863	1.99335e-07
14.0583	6.8632	2.99003e-07
14.0592	6.8634	3.9867e-07
14.06	6.8636	9.96675e-08
14.0609	6.8638	1.99335e-07
14.0617	6.864	5.98005e-07
14.0625	6.8642	7.9734e-07
14.0634	6.8644	9.96675e-08
14.0642	6.8646	1.99335e-07
14.0651	6.8648	9.96675e-08
14.0659	6.865	1.99335e-07
14.0667	6.8652	1.99335e-07
14.0676	6.8654	9.96675e-08
14.0684	6.8656	3.9867e-07
14.0693	6.8658	1.99335e-07
14.0701	6.866	0
14.071	6.8662	1.99335e-07
14.0718	6.8664	1.99335e-07
14.0726	6.8666	2.99003e-07
14.0735	6.8668	2.99003e-07
14.0743	6.867	1.99335e-07
14.0752	6.8672	1.99335e-07
14.076	6.8674	3.9867e-07
14.0768	6.8676	2.99003e-07
14.0777	6.8678	2.99003e-07
14.0785	6.868	3.9867e-07
14.0794	6.8682	9.96675e-08
14.0802	6.8684	2.99003e-07
14.0811	6.8686	4.98338e-07
14.0819	6.8688	2.99003e-07
14.0827	6.869	5.98005e-07
