mass spectrum
=============
Data source: C:\users\taco\My Documents\fp1\07_Massenspektroskopie\data\Ex2.4.h5
Segment start index: 0
Segment end index: 0
Buf start index: 1
Buf end index: 1
Write start index: 0
Write end index: 0
Spectrum length: 150000 points (30 µs)

mass	tof (µs)	Average
0	0.0168	1.10963e-06
0	0.017	2.77408e-07
0	0.0172	0
0	0.0174	5.54816e-07
0	0.0176	0
0	0.0178	0
0	0.018	5.54816e-07
0	0.0182	2.77408e-07
0	0.0184	2.77408e-07
0	0.0186	2.77408e-07
0	0.0188	2.77408e-07
0	0.019	2.77408e-07
0	0.0192	2.77408e-07
0	0.0194	0
0	0.0196	2.77408e-07
0	0.0198	8.32224e-07
0	0.02	2.77408e-07
0	0.0202	5.54816e-07
0	0.0204	2.77408e-07
0	0.0206	5.54816e-07
0	0.0208	8.32224e-07
0	0.021	2.77408e-07
0	0.0212	0
0	0.0214	5.54816e-07
0	0.0216	5.54816e-07
0	0.0218	5.54816e-07
0	0.022	0
0	0.0222	0
0	0.0224	0
0	0.0226	0
0	0.0228	0
0	0.023	5.54816e-07
0	0.0232	5.54816e-07
0	0.0234	2.77408e-07
0	0.0236	2.77408e-07
0	0.0238	0
0	0.024	5.54816e-07
0	0.0242	5.54816e-07
0	0.0244	2.77408e-07
0	0.0246	5.54816e-07
0	0.0248	0
0	0.025	5.54816e-07
0	0.0252	2.77408e-07
0	0.0254	8.32224e-07
0	0.0256	5.54816e-07
0	0.0258	0
0	0.026	0
0	0.0262	2.77408e-07
0	0.0264	0
0	0.0266	2.77408e-07
0	0.0268	0
0	0.027	2.77408e-07
0	0.0272	2.77408e-07
0	0.0274	0
0	0.0276	2.77408e-07
0	0.0278	5.54816e-07
0	0.028	0
0	0.0282	5.54816e-07
0	0.0284	5.54816e-07
0	0.0286	8.32224e-07
0	0.0288	2.77408e-07
0	0.029	0
0	0.0292	0
0	0.0294	8.32224e-07
0	0.0296	2.77408e-07
0	0.0298	5.54816e-07
0	0.03	0
0	0.0302	0
0	0.0304	0
0	0.0306	2.77408e-07
0	0.0308	2.77408e-07
0	0.031	2.77408e-07
0	0.0312	8.32224e-07
0	0.0314	2.77408e-07
0	0.0316	2.77408e-07
0	0.0318	0
0	0.032	0
0	0.0322	2.77408e-07
0	0.0324	0
0	0.0326	8.32224e-07
0	0.0328	2.77408e-07
0	0.033	5.54816e-07
0	0.0332	2.77408e-07
0	0.0334	0
0	0.0336	2.77408e-07
0	0.0338	5.54816e-07
0	0.034	2.77408e-07
0	0.0342	5.54816e-07
0	0.0344	2.77408e-07
0	0.0346	2.77408e-07
0	0.0348	2.77408e-07
0	0.035	0
0	0.0352	5.54816e-07
0	0.0354	0
0	0.0356	2.77408e-07
0	0.0358	0
0	0.036	5.54816e-07
0	0.0362	5.54816e-07
0	0.0364	2.77408e-07
0	0.0366	0
0	0.0368	0
0	0.037	5.54816e-07
0	0.0372	0
0	0.0374	2.77408e-07
0	0.0376	2.77408e-07
0	0.0378	1.10963e-06
0	0.038	2.77408e-07
0	0.0382	0
0	0.0384	0
0	0.0386	0
0	0.0388	5.54816e-07
0	0.039	8.32224e-07
0	0.0392	2.77408e-07
0	0.0394	0
0	0.0396	8.32224e-07
0	0.0398	0
0	0.04	0
0	0.0402	8.32224e-07
0	0.0404	0
0	0.0406	0
0	0.0408	2.77408e-07
0	0.041	8.32224e-07
0	0.0412	0
0	0.0414	5.54816e-07
0	0.0416	8.32224e-07
0	0.0418	8.32224e-07
0	0.042	2.77408e-07
0	0.0422	2.77408e-07
0	0.0424	5.54816e-07
0	0.0426	5.54816e-07
0	0.0428	0
0	0.043	2.77408e-07
0	0.0432	0
0	0.0434	2.77408e-07
0	0.0436	0
0	0.0438	2.77408e-07
0	0.044	5.54816e-07
0	0.0442	2.77408e-07
0	0.0444	0
0	0.0446	5.54816e-07
0	0.0448	2.77408e-07
0	0.045	2.77408e-07
0	0.0452	2.77408e-07
0	0.0454	0
0	0.0456	2.77408e-07
0	0.0458	5.54816e-07
0	0.046	0
0	0.0462	1.10963e-06
0	0.0464	0
0	0.0466	0
0	0.0468	2.77408e-07
0	0.047	5.54816e-07
0	0.0472	2.77408e-07
0	0.0474	2.77408e-07
0	0.0476	2.77408e-07
0	0.0478	0
0	0.048	5.54816e-07
0	0.0482	2.77408e-07
0	0.0484	0
0	0.0486	2.77408e-07
0	0.0488	5.54816e-07
0	0.049	5.54816e-07
0	0.0492	2.77408e-07
0	0.0494	0
0	0.0496	2.77408e-07
0	0.0498	5.54816e-07
0	0.05	2.77408e-07
0	0.0502	0
0	0.0504	2.77408e-07
0	0.0506	5.54816e-07
0	0.0508	2.77408e-07
0	0.051	5.54816e-07
0	0.0512	5.54816e-07
0	0.0514	0
0	0.0516	8.32224e-07
0	0.0518	2.77408e-07
0	0.052	0
0	0.0522	8.32224e-07
0	0.0524	2.77408e-07
0	0.0526	0
0	0.0528	2.77408e-07
0	0.053	0
0	0.0532	2.77408e-07
0	0.0534	2.77408e-07
0	0.0536	0
0	0.0538	0
0	0.054	0
0	0.0542	0
0	0.0544	5.54816e-07
0	0.0546	0
0	0.0548	5.54816e-07
0	0.055	2.77408e-07
0	0.0552	0
0	0.0554	2.77408e-07
0	0.0556	5.54816e-07
0	0.0558	2.77408e-07
0	0.056	5.54816e-07
0	0.0562	0
0	0.0564	2.77408e-07
0	0.0566	2.77408e-07
0	0.0568	5.54816e-07
0	0.057	2.77408e-07
0	0.0572	0
0	0.0574	8.32224e-07
0	0.0576	1.38704e-06
0	0.0578	0
0	0.058	2.77408e-07
0	0.0582	2.77408e-07
0	0.0584	0
0	0.0586	1.10963e-06
0	0.0588	1.38704e-06
0	0.059	0
0	0.0592	2.77408e-07
0	0.0594	0
0	0.0596	8.32224e-07
0	0.0598	0
0	0.06	2.77408e-07
0	0.0602	1.10963e-06
0	0.0604	5.54816e-07
0	0.0606	0
0	0.0608	0
0	0.061	1.10963e-06
0	0.0612	0
0	0.0614	0
0	0.0616	5.54816e-07
0	0.0618	2.77408e-07
0	0.062	5.54816e-07
0	0.0622	2.77408e-07
0	0.0624	0
0	0.0626	5.54816e-07
0	0.0628	0
0	0.063	0
0	0.0632	5.54816e-07
0	0.0634	2.77408e-07
0	0.0636	0
0	0.0638	0
0	0.064	0
0	0.0642	0
0	0.0644	0
0	0.0646	0
0	0.0648	0
0	0.065	8.32224e-07
0	0.0652	2.77408e-07
0	0.0654	2.77408e-07
0	0.0656	2.77408e-07
0	0.0658	2.77408e-07
0	0.066	0
0	0.0662	8.32224e-07
0	0.0664	0
0	0.0666	2.77408e-07
0	0.0668	5.54816e-07
0	0.067	8.32224e-07
0	0.0672	5.54816e-07
0	0.0674	5.54816e-07
0	0.0676	0
0	0.0678	2.77408e-07
0	0.068	8.32224e-07
0	0.0682	5.54816e-07
0	0.0684	2.77408e-07
0	0.0686	8.32224e-07
0	0.0688	0
0	0.069	0
0	0.0692	2.77408e-07
0	0.0694	2.77408e-07
0	0.0696	0
0	0.0698	0
0	0.07	2.77408e-07
0	0.0702	5.54816e-07
0	0.0704	8.32224e-07
0	0.0706	2.77408e-07
0	0.0708	0
0	0.071	2.77408e-07
0	0.0712	8.32224e-07
0	0.0714	2.77408e-07
0	0.0716	0
0	0.0718	2.77408e-07
0	0.072	2.77408e-07
0	0.0722	5.54816e-07
0	0.0724	5.54816e-07
0	0.0726	5.54816e-07
0	0.0728	2.77408e-07
0	0.073	0
0	0.0732	5.54816e-07
0	0.0734	0
0	0.0736	2.77408e-07
0	0.0738	0
0	0.074	2.77408e-07
0	0.0742	2.77408e-07
0	0.0744	2.77408e-07
0	0.0746	2.77408e-07
0	0.0748	2.77408e-07
0	0.075	2.77408e-07
0	0.0752	0
0	0.0754	5.54816e-07
0	0.0756	0
0	0.0758	0
0	0.076	2.77408e-07
0	0.0762	8.32224e-07
0	0.0764	2.77408e-07
0	0.0766	5.54816e-07
0	0.0768	5.54816e-07
0	0.077	5.54816e-07
0	0.0772	0
0	0.0774	8.32224e-07
0	0.0776	2.77408e-07
0	0.0778	2.77408e-07
0	0.078	5.54816e-07
0	0.0782	0
0	0.0784	5.54816e-07
0	0.0786	2.77408e-07
0	0.0788	5.54816e-07
0	0.079	2.77408e-07
0	0.0792	2.77408e-07
0	0.0794	2.77408e-07
0	0.0796	2.77408e-07
0	0.0798	0
0	0.08	0
0	0.0802	2.77408e-07
0	0.0804	8.32224e-07
0	0.0806	2.77408e-07
0	0.0808	2.77408e-07
0	0.081	5.54816e-07
0	0.0812	2.77408e-07
0	0.0814	2.77408e-07
0	0.0816	2.77408e-07
0	0.0818	5.54816e-07
0	0.082	5.54816e-07
0	0.0822	5.54816e-07
0	0.0824	2.77408e-07
0	0.0826	2.77408e-07
0	0.0828	0
0	0.083	2.77408e-07
0	0.0832	5.54816e-07
0	0.0834	5.54816e-07
0	0.0836	0
0	0.0838	2.77408e-07
0	0.084	0
0	0.0842	2.77408e-07
0	0.0844	5.54816e-07
0	0.0846	0
0	0.0848	5.54816e-07
0	0.085	5.54816e-07
0	0.0852	2.77408e-07
0	0.0854	0
0	0.0856	8.32224e-07
0	0.0858	5.54816e-07
0	0.086	0
0	0.0862	0
0	0.0864	0
0	0.0866	0
0	0.0868	5.54816e-07
0	0.087	0
0	0.0872	0
0	0.0874	5.54816e-07
0	0.0876	8.32224e-07
0	0.0878	2.77408e-07
0	0.088	5.54816e-07
0	0.0882	5.54816e-07
0	0.0884	0
0	0.0886	5.54816e-07
0	0.0888	2.77408e-07
0	0.089	8.32224e-07
0	0.0892	5.54816e-07
0	0.0894	5.54816e-07
0	0.0896	5.54816e-07
0	0.0898	8.32224e-07
0	0.09	5.54816e-07
0	0.0902	0
0	0.0904	0
0	0.0906	0
0	0.0908	0
0	0.091	5.54816e-07
0	0.0912	5.54816e-07
0	0.0914	0
0	0.0916	0
0	0.0918	2.77408e-07
0	0.092	5.54816e-07
0	0.0922	2.77408e-07
0	0.0924	5.54816e-07
0	0.0926	5.54816e-07
0	0.0928	2.77408e-07
0	0.093	8.32224e-07
0	0.0932	0
0	0.0934	0
0	0.0936	1.38704e-06
0	0.0938	0
0	0.094	0
0	0.0942	0
0	0.0944	0
0	0.0946	2.77408e-07
0	0.0948	0
0	0.095	5.54816e-07
0	0.0952	2.77408e-07
0	0.0954	2.77408e-07
0	0.0956	5.54816e-07
0	0.0958	0
0	0.096	5.54816e-07
0	0.0962	8.32224e-07
0	0.0964	8.32224e-07
0	0.0966	2.77408e-07
0	0.0968	0
0	0.097	2.77408e-07
0	0.0972	5.54816e-07
0	0.0974	8.32224e-07
0	0.0976	8.32224e-07
0	0.0978	5.54816e-07
0	0.098	5.54816e-07
0	0.0982	0
0	0.0984	2.77408e-07
0	0.0986	2.77408e-07
0	0.0988	5.54816e-07
0	0.099	8.32224e-07
0	0.0992	0
0	0.0994	2.77408e-07
0	0.0996	0
0	0.0998	8.32224e-07
0	0.1	2.77408e-07
0	0.1002	0
0	0.1004	0
0	0.1006	0
0	0.1008	2.77408e-07
0	0.101	5.54816e-07
0	0.1012	0
0	0.1014	5.54816e-07
0	0.1016	2.77408e-07
0	0.1018	5.54816e-07
0	0.102	2.77408e-07
0	0.1022	0
0	0.1024	0
0	0.1026	2.77408e-07
0	0.1028	0
0	0.103	8.32224e-07
0	0.1032	5.54816e-07
0	0.1034	2.77408e-07
0	0.1036	5.54816e-07
0	0.1038	5.54816e-07
0	0.104	5.54816e-07
0	0.1042	2.77408e-07
0	0.1044	5.54816e-07
0	0.1046	2.77408e-07
0	0.1048	0
0	0.105	2.77408e-07
0	0.1052	2.77408e-07
0	0.1054	5.54816e-07
0	0.1056	5.54816e-07
0	0.1058	0
0	0.106	2.77408e-07
0	0.1062	8.32224e-07
0	0.1064	2.77408e-07
0	0.1066	0
0	0.1068	2.77408e-07
0	0.107	2.77408e-07
0	0.1072	0
0	0.1074	2.77408e-07
0	0.1076	5.54816e-07
0	0.1078	8.32224e-07
0	0.108	5.54816e-07
0	0.1082	5.54816e-07
0	0.1084	0
0	0.1086	2.77408e-07
0	0.1088	0
0	0.109	0
0	0.1092	1.10963e-06
0	0.1094	1.10963e-06
0	0.1096	0
0	0.1098	5.54816e-07
0	0.11	2.77408e-07
0	0.1102	8.32224e-07
0	0.1104	0
0	0.1106	5.54816e-07
0	0.1108	2.77408e-07
0	0.111	0
0	0.1112	0
0	0.1114	0
0	0.1116	2.77408e-07
0	0.1118	2.77408e-07
0	0.112	5.54816e-07
0	0.1122	2.77408e-07
0	0.1124	0
0	0.1126	2.77408e-07
0	0.1128	2.77408e-07
0	0.113	5.54816e-07
0	0.1132	5.54816e-07
0	0.1134	5.54816e-07
0	0.1136	0
0	0.1138	2.77408e-07
0	0.114	2.77408e-07
0	0.1142	2.77408e-07
0	0.1144	0
0	0.1146	0
0	0.1148	0
0	0.115	2.77408e-07
0	0.1152	2.77408e-07
0	0.1154	0
0	0.1156	2.77408e-07
0	0.1158	2.77408e-07
0	0.116	0
0	0.1162	2.77408e-07
0	0.1164	5.54816e-07
0	0.1166	0
0	0.1168	2.77408e-07
0	0.117	5.54816e-07
0	0.1172	2.77408e-07
0	0.1174	5.54816e-07
0	0.1176	2.77408e-07
0	0.1178	2.77408e-07
0	0.118	5.54816e-07
0	0.1182	5.54816e-07
0	0.1184	2.77408e-07
0	0.1186	0
0	0.1188	1.10963e-06
0	0.119	8.32224e-07
0	0.1192	2.77408e-07
0	0.1194	5.54816e-07
0	0.1196	0
0	0.1198	2.77408e-07
0	0.12	0
0	0.1202	5.54816e-07
0	0.1204	0
0	0.1206	0
0	0.1208	1.10963e-06
0	0.121	0
0	0.1212	2.77408e-07
0	0.1214	0
0	0.1216	0
0	0.1218	8.32224e-07
0	0.122	0
0	0.1222	0
0	0.1224	2.77408e-07
0	0.1226	2.77408e-07
0	0.1228	0
0	0.123	2.77408e-07
0	0.1232	0
0	0.1234	5.54816e-07
0	0.1236	5.54816e-07
0	0.1238	2.77408e-07
0	0.124	1.10963e-06
0	0.1242	2.77408e-07
0	0.1244	2.77408e-07
0	0.1246	0
0	0.1248	5.54816e-07
0	0.125	5.54816e-07
0	0.1252	2.77408e-07
0	0.1254	2.77408e-07
0	0.1256	0
0	0.1258	2.77408e-07
0	0.126	1.10963e-06
0	0.1262	0
0	0.1264	0
0	0.1266	5.54816e-07
0	0.1268	2.77408e-07
0	0.127	0
0	0.1272	5.54816e-07
0	0.1274	8.32224e-07
0	0.1276	2.77408e-07
0	0.1278	5.54816e-07
0	0.128	2.77408e-07
0	0.1282	0
0	0.1284	5.54816e-07
0	0.1286	5.54816e-07
0	0.1288	5.54816e-07
0	0.129	2.77408e-07
0	0.1292	2.77408e-07
0	0.1294	2.77408e-07
0	0.1296	0
0	0.1298	0
0	0.13	0
0	0.1302	0
0	0.1304	2.77408e-07
0	0.1306	5.54816e-07
0	0.1308	5.54816e-07
0	0.131	0
0	0.1312	2.77408e-07
0	0.1314	0
0	0.1316	0
0	0.1318	2.77408e-07
0	0.132	0
0	0.1322	0
0	0.1324	2.77408e-07
0	0.1326	0
0	0.1328	1.10963e-06
0	0.133	5.54816e-07
0	0.1332	0
0	0.1334	2.77408e-07
0	0.1336	2.77408e-07
0	0.1338	8.32224e-07
0	0.134	8.32224e-07
0	0.1342	2.77408e-07
0	0.1344	2.77408e-07
0	0.1346	5.54816e-07
0	0.1348	5.54816e-07
0	0.135	1.10963e-06
0	0.1352	0
0	0.1354	2.77408e-07
0	0.1356	2.77408e-07
0	0.1358	2.77408e-07
0	0.136	0
0	0.1362	2.77408e-07
0	0.1364	2.77408e-07
0	0.1366	2.77408e-07
0	0.1368	5.54816e-07
0	0.137	2.77408e-07
0	0.1372	0
0	0.1374	5.54816e-07
0	0.1376	8.32224e-07
0	0.1378	2.77408e-07
0	0.138	5.54816e-07
0	0.1382	1.10963e-06
0	0.1384	2.77408e-07
0	0.1386	5.54816e-07
0	0.1388	0
0	0.139	0
0	0.1392	5.54816e-07
0	0.1394	2.77408e-07
0	0.1396	8.32224e-07
0	0.1398	0
0	0.14	0
0	0.1402	2.77408e-07
0	0.1404	8.32224e-07
0	0.1406	2.77408e-07
0	0.1408	0
0	0.141	0
0	0.1412	2.77408e-07
0	0.1414	2.77408e-07
0	0.1416	1.10963e-06
0	0.1418	5.54816e-07
0	0.142	1.10963e-06
0	0.1422	5.54816e-07
0	0.1424	2.77408e-07
0	0.1426	0
0	0.1428	0
0	0.143	2.77408e-07
0	0.1432	0
0	0.1434	2.77408e-07
0	0.1436	0
0	0.1438	0
0	0.144	2.77408e-07
0	0.1442	0
0	0.1444	2.77408e-07
0	0.1446	0
0	0.1448	5.54816e-07
0	0.145	5.54816e-07
0	0.1452	1.10963e-06
0	0.1454	1.10963e-06
0	0.1456	0
0	0.1458	2.77408e-07
0	0.146	2.77408e-07
0	0.1462	5.54816e-07
0	0.1464	5.54816e-07
0	0.1466	2.77408e-07
0	0.1468	2.77408e-07
0	0.147	2.77408e-07
0	0.1472	5.54816e-07
0	0.1474	0
0	0.1476	2.77408e-07
0	0.1478	5.54816e-07
0	0.148	5.54816e-07
0	0.1482	2.77408e-07
0	0.1484	5.54816e-07
0	0.1486	2.77408e-07
0	0.1488	5.54816e-07
0	0.149	0
0	0.1492	8.32224e-07
0	0.1494	2.77408e-07
0	0.1496	8.32224e-07
0	0.1498	2.77408e-07
0	0.15	0
0	0.1502	0
0	0.1504	0
0	0.1506	1.10963e-06
0	0.1508	8.32224e-07
0	0.151	2.77408e-07
0	0.1512	2.77408e-07
0	0.1514	5.54816e-07
0	0.1516	0
0	0.1518	2.77408e-07
0	0.152	2.77408e-07
0	0.1522	8.32224e-07
0	0.1524	0
0	0.1526	8.32224e-07
0	0.1528	2.77408e-07
0	0.153	0
0	0.1532	8.32224e-07
0	0.1534	0
0	0.1536	2.77408e-07
0	0.1538	0
0	0.154	8.32224e-07
0	0.1542	0
0	0.1544	0
0	0.1546	2.77408e-07
0	0.1548	2.77408e-07
0	0.155	5.54816e-07
0	0.1552	5.54816e-07
0	0.1554	5.54816e-07
0	0.1556	2.77408e-07
0	0.1558	5.54816e-07
0	0.156	2.77408e-07
0	0.1562	5.54816e-07
0	0.1564	1.10963e-06
0	0.1566	5.54816e-07
0	0.1568	5.54816e-07
0	0.157	2.77408e-07
0	0.1572	0
0	0.1574	0
0	0.1576	5.54816e-07
0	0.1578	5.54816e-07
0	0.158	2.77408e-07
0	0.1582	2.77408e-07
0	0.1584	5.54816e-07
0	0.1586	1.10963e-06
0	0.1588	5.54816e-07
0	0.159	1.498e-05
0	0.1592	1.9696e-05
0	0.1594	5.13205e-05
0	0.1596	0.0473657
0	0.1598	0.669247
0	0.16	0.280148
0	0.1602	0.00687888
0	0.1604	0.000117621
0	0.1606	8.04483e-06
0	0.1608	2.77408e-07
0	0.161	0
0	0.1612	0
0	0.1614	0
0	0.1616	0
0	0.1618	0
0	0.162	0
0	0.1622	0
0	0.1624	0
0	0.1626	2.77408e-07
0	0.1628	3.88371e-06
0	0.163	9.43187e-06
0	0.1632	1.05415e-05
0	0.1634	7.49001e-06
0	0.1636	4.43853e-06
0	0.1638	1.38704e-06
0	0.164	8.32224e-07
0	0.1642	0
0	0.1644	0
0	0.1646	0
0	0.1648	0
0	0.165	0
0	0.1652	0
0	0.1654	0
0	0.1656	0
0	0.1658	0
0	0.166	0
0	0.1662	0
0	0.1664	0
0	0.1666	0
0	0.1668	0
0	0.167	2.77408e-07
0	0.1672	2.77408e-07
0	0.1674	1.66445e-06
0	0.1676	8.32224e-07
0	0.1678	8.32224e-07
0	0.168	0
0	0.1682	0
0	0.1684	0
0	0.1686	0
0	0.1688	0
0	0.169	0
0	0.1692	0
0	0.1694	0
0	0.1696	0
0	0.1698	0
0	0.17	0
0	0.1702	0
0	0.1704	0
0	0.1706	1.94186e-06
0	0.1708	2.77408e-06
0	0.171	7.21261e-06
0	0.1712	4.16112e-06
0	0.1714	5.54816e-07
0	0.1716	5.54816e-07
0	0.1718	2.77408e-07
0	0.172	0
0	0.1722	0
0	0.1724	0
0	0.1726	0
0	0.1728	0
0	0.173	0
0	0.1732	0
0	0.1734	0
0	0.1736	0
0	0.1738	0
0	0.174	8.32224e-07
0	0.1742	1.38704e-06
0	0.1744	1.38704e-06
0	0.1746	1.10963e-06
0	0.1748	5.54816e-07
0	0.175	2.77408e-07
0	0.1752	2.77408e-07
0	0.1754	0
0	0.1756	0
0	0.1758	0
0	0.176	0
0	0.1762	0
0	0.1764	0
0	0.1766	0
0	0.1768	0
0	0.177	0
0	0.1772	0
0	0.1774	0
0	0.1776	0
0	0.1778	0
0	0.178	0
0	0.1782	0
0	0.1784	0
0	0.1786	5.54816e-07
0	0.1788	1.94186e-06
0	0.179	2.77408e-06
0	0.1792	8.32224e-07
0	0.1794	2.77408e-07
0	0.1796	5.54816e-07
0	0.1798	0
0	0.18	0
0	0.1802	0
0	0.1804	0
0	0.1806	1.10963e-06
0	0.1808	2.77408e-07
3.5983e-09	0.181	0
2.96533e-08	0.1812	2.77408e-07
8.08928e-08	0.1814	5.54816e-07
1.57317e-07	0.1816	5.54816e-07
2.58926e-07	0.1818	2.77408e-07
3.85719e-07	0.182	5.54816e-07
5.37697e-07	0.1822	8.32224e-07
7.14859e-07	0.1824	2.21926e-06
9.17206e-07	0.1826	8.87705e-06
1.14474e-06	0.1828	1.30382e-05
1.39745e-06	0.183	4.16112e-05
1.67535e-06	0.1832	0.00890812
1.97844e-06	0.1834	0.120641
2.30671e-06	0.1836	0.236377
2.66016e-06	0.1838	0.110705
3.0388e-06	0.184	0.00938083
3.44263e-06	0.1842	3.30115e-05
3.87164e-06	0.1844	1.66445e-06
4.32583e-06	0.1846	5.54816e-07
4.80521e-06	0.1848	0
5.30977e-06	0.185	5.54816e-07
5.83951e-06	0.1852	0
6.39445e-06	0.1854	0
6.97456e-06	0.1856	0
7.57986e-06	0.1858	5.54816e-07
8.21035e-06	0.186	0
8.86602e-06	0.1862	8.32224e-07
9.54687e-06	0.1864	0
1.02529e-05	0.1866	1.10963e-06
1.09841e-05	0.1868	2.21926e-06
1.17405e-05	0.187	1.33156e-05
1.25221e-05	0.1872	0.00446571
1.33289e-05	0.1874	0.0336787
1.41609e-05	0.1876	0.018272
1.5018e-05	0.1878	0.000776742
1.59003e-05	0.188	3.6063e-06
1.68079e-05	0.1882	0
1.77406e-05	0.1884	5.54816e-07
1.86984e-05	0.1886	5.54816e-07
1.96815e-05	0.1888	0
2.06898e-05	0.189	2.77408e-07
2.17232e-05	0.1892	0
2.27818e-05	0.1894	0
2.38656e-05	0.1896	5.54816e-07
2.49746e-05	0.1898	5.54816e-07
2.61088e-05	0.19	0
2.72682e-05	0.1902	2.77408e-07
2.84527e-05	0.1904	5.54816e-07
2.96624e-05	0.1906	0
3.08974e-05	0.1908	5.54816e-07
3.21575e-05	0.191	0
3.34427e-05	0.1912	2.77408e-07
3.47532e-05	0.1914	0
3.60889e-05	0.1916	2.77408e-07
3.74497e-05	0.1918	0
3.88357e-05	0.192	0
4.02469e-05	0.1922	5.54816e-07
4.16833e-05	0.1924	0
4.31449e-05	0.1926	0
4.46317e-05	0.1928	0
4.61436e-05	0.193	2.77408e-07
4.76807e-05	0.1932	2.77408e-07
4.92431e-05	0.1934	0
5.08306e-05	0.1936	0
5.24432e-05	0.1938	0
5.40811e-05	0.194	2.77408e-07
5.57442e-05	0.1942	0
5.74324e-05	0.1944	2.77408e-07
5.91458e-05	0.1946	0
6.08844e-05	0.1948	2.77408e-07
6.26482e-05	0.195	0
6.44372e-05	0.1952	2.77408e-07
6.62513e-05	0.1954	2.77408e-07
6.80907e-05	0.1956	0
6.99552e-05	0.1958	5.54816e-07
7.18449e-05	0.196	0
7.37598e-05	0.1962	0
7.56999e-05	0.1964	2.77408e-07
7.76652e-05	0.1966	0
7.96556e-05	0.1968	2.77408e-07
8.16713e-05	0.197	0
8.37121e-05	0.1972	2.77408e-07
8.57781e-05	0.1974	0
8.78693e-05	0.1976	2.77408e-07
8.99857e-05	0.1978	0
9.21272e-05	0.198	0
9.4294e-05	0.1982	2.77408e-07
9.64859e-05	0.1984	0
9.8703e-05	0.1986	0
0.000100945	0.1988	0
0.000103213	0.199	0
0.000105505	0.1992	2.77408e-07
0.000107823	0.1994	0
0.000110166	0.1996	0
0.000112535	0.1998	2.77408e-07
0.000114928	0.2	5.54816e-07
0.000117347	0.2002	0
0.00011979	0.2004	2.77408e-07
0.000122259	0.2006	8.32224e-07
0.000124753	0.2008	0
0.000127273	0.201	2.77408e-07
0.000129817	0.2012	2.77408e-07
0.000132387	0.2014	0
0.000134982	0.2016	2.77408e-07
0.000137602	0.2018	0
0.000140247	0.202	0
0.000142918	0.2022	0
0.000145613	0.2024	0
0.000148334	0.2026	0
0.00015108	0.2028	0
0.000153851	0.203	0
0.000156648	0.2032	2.77408e-07
0.000159469	0.2034	0
0.000162316	0.2036	5.54816e-07
0.000165188	0.2038	0
0.000168085	0.204	8.32224e-07
0.000171007	0.2042	0
0.000173955	0.2044	0
0.000176927	0.2046	0
0.000179925	0.2048	2.77408e-07
0.000182948	0.205	0
0.000185996	0.2052	0
0.00018907	0.2054	0
0.000192168	0.2056	2.77408e-07
0.000195292	0.2058	5.54816e-07
0.000198441	0.206	2.77408e-07
0.000201615	0.2062	0
0.000204814	0.2064	0
0.000208039	0.2066	0
