mass spectrum
=============
Data source: C:\users\taco\Documents\fp1\07_Massenspektroskopie\data\Ex3.2.h5
Segment start index: 0
Segment end index: 0
Buf start index: 1
Buf end index: 1
Write start index: 110
Write end index: 161
Spectrum length: 150000 points (30 µs)

mass	tof (µs)	Combined
3.60585	3.5656	0
3.60627	3.5658	9.69581e-07
3.6067	3.566	3.23194e-07
3.60713	3.5662	0
3.60755	3.5664	0
3.60798	3.5666	3.23194e-07
3.6084	3.5668	0
3.60883	3.567	3.23194e-07
3.60926	3.5672	3.23194e-07
3.60968	3.5674	0
3.61011	3.5676	3.23194e-07
3.61054	3.5678	6.46387e-07
3.61096	3.568	3.23194e-07
3.61139	3.5682	0
3.61182	3.5684	1.29277e-06
3.61224	3.5686	3.23194e-07
3.61267	3.5688	0
3.6131	3.569	3.23194e-07
3.61352	3.5692	6.46387e-07
3.61395	3.5694	3.23194e-07
3.61438	3.5696	6.46387e-07
3.6148	3.5698	0
3.61523	3.57	9.69581e-07
3.61566	3.5702	0
3.61608	3.5704	0
3.61651	3.5706	3.23194e-07
3.61694	3.5708	3.23194e-07
3.61736	3.571	0
3.61779	3.5712	6.46387e-07
3.61822	3.5714	6.46387e-07
3.61864	3.5716	0
3.61907	3.5718	3.23194e-07
3.6195	3.572	0
3.61992	3.5722	6.46387e-07
3.62035	3.5724	3.23194e-07
3.62078	3.5726	6.46387e-07
3.62121	3.5728	0
3.62163	3.573	9.69581e-07
3.62206	3.5732	9.69581e-07
3.62249	3.5734	0
3.62291	3.5736	0
3.62334	3.5738	0
3.62377	3.574	9.69581e-07
3.6242	3.5742	0
3.62462	3.5744	0
3.62505	3.5746	0
3.62548	3.5748	6.46387e-07
3.62591	3.575	0
3.62633	3.5752	9.69581e-07
3.62676	3.5754	3.23194e-07
3.62719	3.5756	1.29277e-06
3.62762	3.5758	0
3.62804	3.576	0
3.62847	3.5762	3.23194e-07
3.6289	3.5764	0
3.62933	3.5766	9.69581e-07
3.62975	3.5768	3.23194e-07
3.63018	3.577	3.23194e-07
3.63061	3.5772	6.46387e-07
3.63104	3.5774	0
3.63146	3.5776	3.23194e-07
3.63189	3.5778	3.23194e-07
3.63232	3.578	3.23194e-07
3.63275	3.5782	0
3.63317	3.5784	3.23194e-07
3.6336	3.5786	0
3.63403	3.5788	3.23194e-07
3.63446	3.579	0
3.63489	3.5792	6.46387e-07
3.63531	3.5794	0
3.63574	3.5796	3.23194e-07
3.63617	3.5798	6.46387e-07
3.6366	3.58	3.23194e-07
3.63703	3.5802	3.23194e-07
3.63745	3.5804	6.46387e-07
3.63788	3.5806	3.23194e-07
3.63831	3.5808	0
3.63874	3.581	0
3.63917	3.5812	6.46387e-07
3.63959	3.5814	3.23194e-07
3.64002	3.5816	1.29277e-06
3.64045	3.5818	6.46387e-07
3.64088	3.582	3.23194e-07
3.64131	3.5822	3.23194e-07
3.64174	3.5824	0
3.64216	3.5826	0
3.64259	3.5828	9.69581e-07
3.64302	3.583	3.23194e-07
3.64345	3.5832	3.23194e-07
3.64388	3.5834	0
3.64431	3.5836	3.23194e-07
3.64473	3.5838	0
3.64516	3.584	9.69581e-07
3.64559	3.5842	3.23194e-07
3.64602	3.5844	6.46387e-07
3.64645	3.5846	0
3.64688	3.5848	3.23194e-07
3.6473	3.585	9.69581e-07
3.64773	3.5852	6.46387e-07
3.64816	3.5854	0
3.64859	3.5856	3.23194e-07
3.64902	3.5858	3.23194e-07
3.64945	3.586	0
3.64988	3.5862	6.46387e-07
3.65031	3.5864	3.23194e-07
3.65073	3.5866	3.23194e-07
3.65116	3.5868	6.46387e-07
3.65159	3.587	3.23194e-07
3.65202	3.5872	3.23194e-07
3.65245	3.5874	0
3.65288	3.5876	6.46387e-07
3.65331	3.5878	3.23194e-07
3.65374	3.588	0
3.65417	3.5882	0
3.6546	3.5884	0
3.65502	3.5886	0
3.65545	3.5888	0
3.65588	3.589	3.23194e-07
3.65631	3.5892	9.69581e-07
3.65674	3.5894	0
3.65717	3.5896	0
3.6576	3.5898	3.23194e-07
3.65803	3.59	3.23194e-07
3.65846	3.5902	6.46387e-07
3.65889	3.5904	3.23194e-07
3.65932	3.5906	3.23194e-07
3.65975	3.5908	3.23194e-07
3.66017	3.591	0
3.6606	3.5912	0
3.66103	3.5914	6.46387e-07
3.66146	3.5916	3.23194e-07
3.66189	3.5918	3.23194e-07
3.66232	3.592	3.23194e-07
3.66275	3.5922	0
3.66318	3.5924	9.69581e-07
3.66361	3.5926	3.23194e-07
3.66404	3.5928	3.23194e-07
3.66447	3.593	3.23194e-07
3.6649	3.5932	0
3.66533	3.5934	6.46387e-07
3.66576	3.5936	6.46387e-07
3.66619	3.5938	3.23194e-07
3.66662	3.594	0
3.66705	3.5942	3.23194e-07
3.66748	3.5944	6.46387e-07
3.66791	3.5946	0
3.66834	3.5948	6.46387e-07
3.66877	3.595	9.69581e-07
3.6692	3.5952	6.46387e-07
3.66963	3.5954	0
3.67006	3.5956	3.23194e-07
3.67049	3.5958	0
3.67092	3.596	0
3.67135	3.5962	0
3.67178	3.5964	3.23194e-07
3.67221	3.5966	0
3.67264	3.5968	3.23194e-07
3.67307	3.597	3.23194e-07
3.6735	3.5972	6.46387e-07
3.67393	3.5974	3.23194e-07
3.67436	3.5976	6.46387e-07
3.67479	3.5978	0
3.67522	3.598	0
3.67565	3.5982	6.46387e-07
3.67608	3.5984	3.23194e-07
3.67651	3.5986	0
3.67694	3.5988	6.46387e-07
3.67737	3.599	3.23194e-07
3.6778	3.5992	0
3.67823	3.5994	3.23194e-07
3.67866	3.5996	0
3.67909	3.5998	6.46387e-07
3.67952	3.6	6.46387e-07
3.67995	3.6002	6.46387e-07
3.68038	3.6004	6.46387e-07
3.68081	3.6006	6.46387e-07
3.68124	3.6008	0
3.68168	3.601	0
3.68211	3.6012	3.23194e-07
3.68254	3.6014	0
3.68297	3.6016	3.23194e-07
3.6834	3.6018	0
3.68383	3.602	3.23194e-07
3.68426	3.6022	0
3.68469	3.6024	0
3.68512	3.6026	3.23194e-07
3.68555	3.6028	0
3.68598	3.603	0
3.68641	3.6032	3.23194e-07
3.68684	3.6034	3.23194e-07
3.68728	3.6036	0
3.68771	3.6038	3.23194e-07
3.68814	3.604	3.23194e-07
3.68857	3.6042	0
3.689	3.6044	0
3.68943	3.6046	3.23194e-07
3.68986	3.6048	0
3.69029	3.605	0
3.69072	3.6052	6.46387e-07
3.69116	3.6054	3.23194e-07
3.69159	3.6056	3.23194e-07
3.69202	3.6058	0
3.69245	3.606	9.69581e-07
3.69288	3.6062	6.46387e-07
3.69331	3.6064	3.23194e-07
3.69374	3.6066	3.23194e-07
3.69417	3.6068	0
3.69461	3.607	6.46387e-07
3.69504	3.6072	3.23194e-07
3.69547	3.6074	0
3.6959	3.6076	3.23194e-07
3.69633	3.6078	6.46387e-07
3.69676	3.608	3.23194e-07
3.69719	3.6082	0
3.69763	3.6084	0
3.69806	3.6086	6.46387e-07
3.69849	3.6088	3.23194e-07
3.69892	3.609	0
3.69935	3.6092	3.23194e-07
3.69978	3.6094	0
3.70022	3.6096	9.69581e-07
3.70065	3.6098	0
3.70108	3.61	0
3.70151	3.6102	0
3.70194	3.6104	3.23194e-07
3.70237	3.6106	9.69581e-07
3.70281	3.6108	6.46387e-07
3.70324	3.611	3.23194e-07
3.70367	3.6112	3.23194e-07
3.7041	3.6114	3.23194e-07
3.70453	3.6116	3.23194e-07
3.70497	3.6118	6.46387e-07
3.7054	3.612	0
3.70583	3.6122	0
3.70626	3.6124	0
3.70669	3.6126	6.46387e-07
3.70713	3.6128	0
3.70756	3.613	3.23194e-07
3.70799	3.6132	3.23194e-07
3.70842	3.6134	1.61597e-06
3.70886	3.6136	0
3.70929	3.6138	6.46387e-07
3.70972	3.614	3.23194e-07
3.71015	3.6142	6.46387e-07
3.71058	3.6144	6.46387e-07
3.71102	3.6146	3.23194e-07
3.71145	3.6148	0
3.71188	3.615	6.46387e-07
3.71231	3.6152	0
3.71275	3.6154	3.23194e-07
3.71318	3.6156	9.69581e-07
3.71361	3.6158	3.23194e-07
3.71404	3.616	3.23194e-07
3.71448	3.6162	0
3.71491	3.6164	3.23194e-07
3.71534	3.6166	0
3.71577	3.6168	0
3.71621	3.617	0
3.71664	3.6172	0
3.71707	3.6174	0
3.7175	3.6176	3.23194e-07
3.71794	3.6178	0
3.71837	3.618	0
3.7188	3.6182	0
3.71924	3.6184	0
3.71967	3.6186	0
3.7201	3.6188	6.46387e-07
3.72053	3.619	3.23194e-07
3.72097	3.6192	9.69581e-07
3.7214	3.6194	3.23194e-07
3.72183	3.6196	3.23194e-07
3.72227	3.6198	6.46387e-07
3.7227	3.62	9.69581e-07
3.72313	3.6202	0
3.72357	3.6204	9.69581e-07
3.724	3.6206	0
3.72443	3.6208	0
3.72486	3.621	6.46387e-07
3.7253	3.6212	0
3.72573	3.6214	9.69581e-07
3.72616	3.6216	3.23194e-07
3.7266	3.6218	3.23194e-07
3.72703	3.622	6.46387e-07
3.72746	3.6222	3.23194e-07
3.7279	3.6224	6.46387e-07
3.72833	3.6226	3.23194e-07
3.72876	3.6228	3.23194e-07
3.7292	3.623	3.23194e-07
3.72963	3.6232	0
3.73006	3.6234	3.23194e-07
3.7305	3.6236	9.69581e-07
3.73093	3.6238	6.46387e-07
3.73136	3.624	9.69581e-07
3.7318	3.6242	0
3.73223	3.6244	3.23194e-07
3.73267	3.6246	6.46387e-07
3.7331	3.6248	6.46387e-07
3.73353	3.625	0
3.73397	3.6252	0
3.7344	3.6254	3.23194e-07
3.73483	3.6256	3.23194e-07
3.73527	3.6258	6.46387e-07
3.7357	3.626	6.46387e-07
3.73613	3.6262	3.23194e-07
3.73657	3.6264	9.69581e-07
3.737	3.6266	3.23194e-07
3.73744	3.6268	3.23194e-07
3.73787	3.627	3.23194e-07
3.7383	3.6272	6.46387e-07
3.73874	3.6274	3.23194e-07
3.73917	3.6276	3.23194e-07
3.73961	3.6278	6.46387e-07
3.74004	3.628	3.23194e-07
3.74047	3.6282	1.29277e-06
3.74091	3.6284	0
3.74134	3.6286	6.46387e-07
3.74178	3.6288	6.46387e-07
3.74221	3.629	0
3.74264	3.6292	0
3.74308	3.6294	6.46387e-07
3.74351	3.6296	3.23194e-07
3.74395	3.6298	9.69581e-07
3.74438	3.63	3.23194e-07
3.74482	3.6302	0
3.74525	3.6304	0
3.74568	3.6306	6.46387e-07
3.74612	3.6308	9.69581e-07
3.74655	3.631	0
3.74699	3.6312	0
3.74742	3.6314	3.23194e-07
3.74786	3.6316	3.23194e-07
3.74829	3.6318	0
3.74873	3.632	3.23194e-07
3.74916	3.6322	3.23194e-07
3.7496	3.6324	0
3.75003	3.6326	6.46387e-07
3.75046	3.6328	0
3.7509	3.633	6.46387e-07
3.75133	3.6332	6.46387e-07
3.75177	3.6334	0
3.7522	3.6336	0
3.75264	3.6338	3.23194e-07
3.75307	3.634	0
3.75351	3.6342	0
3.75394	3.6344	3.23194e-07
3.75438	3.6346	6.46387e-07
3.75481	3.6348	0
3.75525	3.635	3.23194e-07
3.75568	3.6352	6.46387e-07
3.75612	3.6354	6.46387e-07
3.75655	3.6356	6.46387e-07
3.75699	3.6358	3.23194e-07
3.75742	3.636	6.46387e-07
3.75786	3.6362	0
3.75829	3.6364	6.46387e-07
3.75873	3.6366	3.23194e-07
3.75916	3.6368	6.46387e-07
3.7596	3.637	0
3.76003	3.6372	6.46387e-07
3.76047	3.6374	6.46387e-07
3.7609	3.6376	3.23194e-07
3.76134	3.6378	3.23194e-07
3.76177	3.638	3.23194e-07
3.76221	3.6382	0
3.76264	3.6384	0
3.76308	3.6386	3.23194e-07
3.76351	3.6388	0
3.76395	3.639	3.23194e-07
3.76439	3.6392	6.46387e-07
3.76482	3.6394	3.23194e-07
3.76526	3.6396	3.23194e-07
3.76569	3.6398	0
3.76613	3.64	3.23194e-07
3.76656	3.6402	6.46387e-07
3.767	3.6404	6.46387e-07
3.76743	3.6406	6.46387e-07
3.76787	3.6408	6.46387e-07
3.76831	3.641	9.69581e-07
3.76874	3.6412	6.46387e-07
3.76918	3.6414	6.46387e-07
3.76961	3.6416	6.46387e-07
3.77005	3.6418	3.23194e-07
3.77048	3.642	6.46387e-07
3.77092	3.6422	3.23194e-07
3.77136	3.6424	9.69581e-07
3.77179	3.6426	6.46387e-07
3.77223	3.6428	0
3.77266	3.643	0
3.7731	3.6432	9.69581e-07
3.77354	3.6434	0
3.77397	3.6436	0
3.77441	3.6438	1.29277e-06
3.77484	3.644	3.23194e-07
3.77528	3.6442	6.46387e-07
3.77572	3.6444	3.23194e-07
3.77615	3.6446	0
3.77659	3.6448	9.69581e-07
3.77702	3.645	9.69581e-07
3.77746	3.6452	3.23194e-07
3.7779	3.6454	6.46387e-07
3.77833	3.6456	6.46387e-07
3.77877	3.6458	0
3.77921	3.646	0
3.77964	3.6462	0
3.78008	3.6464	3.23194e-07
3.78051	3.6466	0
3.78095	3.6468	6.46387e-07
3.78139	3.647	3.23194e-07
3.78182	3.6472	0
3.78226	3.6474	0
3.7827	3.6476	0
3.78313	3.6478	9.69581e-07
3.78357	3.648	0
3.78401	3.6482	3.23194e-07
3.78444	3.6484	0
3.78488	3.6486	0
3.78532	3.6488	3.23194e-07
3.78575	3.649	1.93916e-06
3.78619	3.6492	3.23194e-07
3.78663	3.6494	0
3.78706	3.6496	9.69581e-07
3.7875	3.6498	3.23194e-07
3.78794	3.65	0
3.78837	3.6502	0
3.78881	3.6504	6.46387e-07
3.78925	3.6506	6.46387e-07
3.78968	3.6508	9.69581e-07
3.79012	3.651	3.23194e-07
3.79056	3.6512	6.46387e-07
3.79099	3.6514	3.23194e-07
3.79143	3.6516	3.23194e-07
3.79187	3.6518	0
3.79231	3.652	0
3.79274	3.6522	0
3.79318	3.6524	0
3.79362	3.6526	6.46387e-07
3.79405	3.6528	0
3.79449	3.653	3.23194e-07
3.79493	3.6532	9.69581e-07
3.79537	3.6534	3.23194e-07
3.7958	3.6536	0
3.79624	3.6538	3.23194e-07
3.79668	3.654	0
3.79711	3.6542	9.69581e-07
3.79755	3.6544	3.23194e-07
3.79799	3.6546	3.23194e-07
3.79843	3.6548	0
3.79886	3.655	3.23194e-07
3.7993	3.6552	0
3.79974	3.6554	0
3.80018	3.6556	0
3.80061	3.6558	1.61597e-06
3.80105	3.656	3.23194e-07
3.80149	3.6562	6.46387e-07
3.80193	3.6564	3.23194e-07
3.80236	3.6566	0
3.8028	3.6568	3.23194e-07
3.80324	3.657	0
3.80368	3.6572	9.69581e-07
3.80412	3.6574	3.23194e-07
3.80455	3.6576	6.46387e-07
3.80499	3.6578	0
3.80543	3.658	0
3.80587	3.6582	6.46387e-07
3.8063	3.6584	0
3.80674	3.6586	6.46387e-07
3.80718	3.6588	3.23194e-07
3.80762	3.659	3.23194e-07
3.80806	3.6592	1.61597e-06
3.80849	3.6594	1.29277e-06
3.80893	3.6596	6.46387e-07
3.80937	3.6598	3.23194e-07
3.80981	3.66	6.46387e-07
3.81025	3.6602	0
3.81068	3.6604	3.23194e-07
3.81112	3.6606	0
3.81156	3.6608	0
3.812	3.661	3.23194e-07
3.81244	3.6612	0
3.81288	3.6614	0
3.81331	3.6616	6.46387e-07
3.81375	3.6618	3.23194e-07
3.81419	3.662	3.23194e-07
3.81463	3.6622	0
3.81507	3.6624	9.69581e-07
3.81551	3.6626	0
3.81594	3.6628	9.69581e-07
3.81638	3.663	3.23194e-07
3.81682	3.6632	0
3.81726	3.6634	3.23194e-07
3.8177	3.6636	0
3.81814	3.6638	0
3.81857	3.664	6.46387e-07
3.81901	3.6642	0
3.81945	3.6644	3.23194e-07
3.81989	3.6646	0
3.82033	3.6648	3.23194e-07
3.82077	3.665	6.46387e-07
3.82121	3.6652	0
3.82165	3.6654	0
3.82208	3.6656	3.23194e-07
3.82252	3.6658	3.23194e-07
3.82296	3.666	6.46387e-07
3.8234	3.6662	0
3.82384	3.6664	3.23194e-07
3.82428	3.6666	0
3.82472	3.6668	3.23194e-07
3.82516	3.667	3.23194e-07
3.82559	3.6672	3.23194e-07
3.82603	3.6674	0
3.82647	3.6676	0
3.82691	3.6678	6.46387e-07
3.82735	3.668	0
3.82779	3.6682	3.23194e-07
3.82823	3.6684	3.23194e-07
3.82867	3.6686	0
3.82911	3.6688	0
3.82955	3.669	3.23194e-07
3.82999	3.6692	3.23194e-07
3.83042	3.6694	3.23194e-07
3.83086	3.6696	0
3.8313	3.6698	3.23194e-07
3.83174	3.67	6.46387e-07
3.83218	3.6702	3.23194e-07
3.83262	3.6704	0
3.83306	3.6706	6.46387e-07
3.8335	3.6708	1.93916e-06
3.83394	3.671	6.46387e-07
3.83438	3.6712	3.23194e-07
3.83482	3.6714	3.23194e-07
3.83526	3.6716	0
3.8357	3.6718	3.23194e-07
3.83614	3.672	3.23194e-07
3.83658	3.6722	3.23194e-07
3.83702	3.6724	6.46387e-07
3.83746	3.6726	0
3.8379	3.6728	3.23194e-07
3.83834	3.673	6.46387e-07
3.83878	3.6732	3.23194e-07
3.83921	3.6734	0
3.83965	3.6736	6.46387e-07
3.84009	3.6738	0
3.84053	3.674	3.23194e-07
3.84097	3.6742	3.23194e-07
3.84141	3.6744	3.23194e-07
3.84185	3.6746	1.29277e-06
3.84229	3.6748	0
3.84273	3.675	0
3.84317	3.6752	6.46387e-07
3.84361	3.6754	3.23194e-07
3.84405	3.6756	3.23194e-07
3.84449	3.6758	6.46387e-07
3.84493	3.676	3.23194e-07
3.84537	3.6762	0
3.84581	3.6764	1.29277e-06
3.84625	3.6766	6.46387e-07
3.84669	3.6768	0
3.84713	3.677	3.23194e-07
3.84757	3.6772	6.46387e-07
3.84801	3.6774	0
3.84846	3.6776	0
3.8489	3.6778	0
3.84934	3.678	0
3.84978	3.6782	9.69581e-07
3.85022	3.6784	6.46387e-07
3.85066	3.6786	3.23194e-07
3.8511	3.6788	0
3.85154	3.679	0
3.85198	3.6792	3.23194e-07
3.85242	3.6794	0
3.85286	3.6796	6.46387e-07
3.8533	3.6798	0
3.85374	3.68	3.23194e-07
3.85418	3.6802	3.23194e-07
3.85462	3.6804	0
3.85506	3.6806	0
3.8555	3.6808	0
3.85594	3.681	3.23194e-07
3.85638	3.6812	6.46387e-07
3.85683	3.6814	3.23194e-07
3.85727	3.6816	3.23194e-07
3.85771	3.6818	3.23194e-07
3.85815	3.682	0
3.85859	3.6822	0
3.85903	3.6824	0
3.85947	3.6826	3.23194e-07
3.85991	3.6828	3.23194e-07
3.86035	3.683	9.69581e-07
3.86079	3.6832	0
3.86123	3.6834	3.23194e-07
3.86167	3.6836	3.23194e-07
3.86212	3.6838	0
3.86256	3.684	3.23194e-07
3.863	3.6842	6.46387e-07
3.86344	3.6844	6.46387e-07
3.86388	3.6846	6.46387e-07
3.86432	3.6848	3.23194e-07
3.86476	3.685	6.46387e-07
3.8652	3.6852	0
3.86565	3.6854	0
3.86609	3.6856	0
3.86653	3.6858	0
3.86697	3.686	0
3.86741	3.6862	3.23194e-07
3.86785	3.6864	0
3.86829	3.6866	0
3.86873	3.6868	3.23194e-07
3.86918	3.687	3.23194e-07
3.86962	3.6872	3.23194e-07
3.87006	3.6874	0
3.8705	3.6876	0
3.87094	3.6878	3.23194e-07
3.87138	3.688	3.23194e-07
3.87183	3.6882	0
3.87227	3.6884	0
3.87271	3.6886	6.46387e-07
3.87315	3.6888	3.23194e-07
3.87359	3.689	0
3.87403	3.6892	0
3.87448	3.6894	0
3.87492	3.6896	0
3.87536	3.6898	0
3.8758	3.69	0
3.87624	3.6902	0
3.87668	3.6904	6.46387e-07
3.87713	3.6906	6.46387e-07
3.87757	3.6908	3.23194e-07
3.87801	3.691	3.23194e-07
3.87845	3.6912	3.23194e-07
3.87889	3.6914	6.46387e-07
3.87934	3.6916	0
3.87978	3.6918	3.23194e-07
3.88022	3.692	0
3.88066	3.6922	0
3.8811	3.6924	0
3.88155	3.6926	3.23194e-07
3.88199	3.6928	3.23194e-07
3.88243	3.693	3.23194e-07
3.88287	3.6932	0
3.88332	3.6934	0
3.88376	3.6936	3.23194e-07
3.8842	3.6938	0
3.88464	3.694	0
3.88509	3.6942	0
3.88553	3.6944	6.46387e-07
3.88597	3.6946	3.23194e-07
3.88641	3.6948	0
3.88685	3.695	1.29277e-06
3.8873	3.6952	3.23194e-07
3.88774	3.6954	6.46387e-07
3.88818	3.6956	3.23194e-07
3.88863	3.6958	0
3.88907	3.696	3.23194e-07
3.88951	3.6962	9.69581e-07
3.88995	3.6964	3.23194e-07
3.8904	3.6966	3.23194e-07
3.89084	3.6968	3.23194e-07
3.89128	3.697	3.23194e-07
3.89172	3.6972	0
3.89217	3.6974	3.23194e-07
3.89261	3.6976	9.69581e-07
3.89305	3.6978	3.23194e-07
3.89349	3.698	6.46387e-07
3.89394	3.6982	6.46387e-07
3.89438	3.6984	3.23194e-07
3.89482	3.6986	0
3.89527	3.6988	0
3.89571	3.699	0
3.89615	3.6992	3.23194e-07
3.8966	3.6994	3.23194e-07
3.89704	3.6996	9.69581e-07
3.89748	3.6998	3.23194e-07
3.89792	3.7	0
3.89837	3.7002	0
3.89881	3.7004	0
3.89925	3.7006	0
3.8997	3.7008	0
3.90014	3.701	3.23194e-07
3.90058	3.7012	3.23194e-07
3.90103	3.7014	0
3.90147	3.7016	1.29277e-06
3.90191	3.7018	6.46387e-07
3.90236	3.702	3.23194e-07
3.9028	3.7022	6.46387e-07
3.90324	3.7024	3.23194e-07
3.90369	3.7026	3.23194e-07
3.90413	3.7028	3.23194e-07
3.90457	3.703	3.23194e-07
3.90502	3.7032	6.46387e-07
3.90546	3.7034	0
3.9059	3.7036	3.23194e-07
3.90635	3.7038	3.23194e-07
3.90679	3.704	3.23194e-07
3.90724	3.7042	3.23194e-07
3.90768	3.7044	9.69581e-07
3.90812	3.7046	3.23194e-07
3.90857	3.7048	3.23194e-07
3.90901	3.705	0
3.90945	3.7052	3.23194e-07
3.9099	3.7054	9.69581e-07
3.91034	3.7056	3.23194e-07
3.91079	3.7058	6.46387e-07
3.91123	3.706	0
3.91167	3.7062	3.23194e-07
3.91212	3.7064	6.46387e-07
3.91256	3.7066	6.46387e-07
3.913	3.7068	0
3.91345	3.707	1.29277e-06
3.91389	3.7072	0
3.91434	3.7074	3.23194e-07
3.91478	3.7076	6.46387e-07
3.91522	3.7078	0
3.91567	3.708	1.61597e-06
3.91611	3.7082	3.23194e-07
3.91656	3.7084	0
3.917	3.7086	6.46387e-07
3.91745	3.7088	6.46387e-07
3.91789	3.709	0
3.91833	3.7092	3.23194e-07
3.91878	3.7094	6.46387e-07
3.91922	3.7096	0
3.91967	3.7098	3.23194e-07
3.92011	3.71	3.23194e-07
3.92056	3.7102	9.69581e-07
3.921	3.7104	6.46387e-07
3.92144	3.7106	0
3.92189	3.7108	9.69581e-07
3.92233	3.711	3.23194e-07
3.92278	3.7112	3.23194e-07
3.92322	3.7114	3.23194e-07
3.92367	3.7116	1.29277e-06
3.92411	3.7118	3.23194e-07
3.92456	3.712	0
3.925	3.7122	3.23194e-07
3.92545	3.7124	3.23194e-07
3.92589	3.7126	3.23194e-07
3.92633	3.7128	9.69581e-07
3.92678	3.713	9.69581e-07
3.92722	3.7132	3.23194e-07
3.92767	3.7134	6.46387e-07
3.92811	3.7136	0
3.92856	3.7138	0
3.929	3.714	0
3.92945	3.7142	3.23194e-07
3.92989	3.7144	9.69581e-07
3.93034	3.7146	6.46387e-07
3.93078	3.7148	3.23194e-07
3.93123	3.715	3.23194e-07
3.93167	3.7152	3.23194e-07
3.93212	3.7154	3.23194e-07
3.93256	3.7156	6.46387e-07
3.93301	3.7158	9.69581e-07
3.93345	3.716	6.46387e-07
3.9339	3.7162	3.23194e-07
3.93434	3.7164	3.23194e-07
3.93479	3.7166	0
3.93523	3.7168	6.46387e-07
3.93568	3.717	6.46387e-07
3.93612	3.7172	3.23194e-07
3.93657	3.7174	6.46387e-07
3.93701	3.7176	0
3.93746	3.7178	0
3.93791	3.718	6.46387e-07
3.93835	3.7182	0
3.9388	3.7184	0
3.93924	3.7186	9.69581e-07
3.93969	3.7188	3.23194e-07
3.94013	3.719	3.23194e-07
3.94058	3.7192	6.46387e-07
3.94102	3.7194	0
3.94147	3.7196	3.23194e-07
3.94192	3.7198	3.23194e-07
3.94236	3.72	6.46387e-07
3.94281	3.7202	0
3.94325	3.7204	6.46387e-07
3.9437	3.7206	6.46387e-07
3.94414	3.7208	3.23194e-07
3.94459	3.721	6.46387e-07
3.94503	3.7212	3.23194e-07
3.94548	3.7214	6.46387e-07
3.94593	3.7216	0
3.94637	3.7218	3.23194e-07
3.94682	3.722	6.46387e-07
3.94726	3.7222	0
3.94771	3.7224	6.46387e-07
3.94816	3.7226	1.29277e-06
3.9486	3.7228	3.23194e-07
3.94905	3.723	1.29277e-06
3.94949	3.7232	3.23194e-07
3.94994	3.7234	0
3.95039	3.7236	0
3.95083	3.7238	3.23194e-07
3.95128	3.724	0
3.95172	3.7242	9.69581e-07
3.95217	3.7244	0
3.95262	3.7246	3.23194e-07
3.95306	3.7248	3.23194e-07
3.95351	3.725	0
3.95396	3.7252	6.46387e-07
3.9544	3.7254	3.23194e-07
3.95485	3.7256	3.23194e-07
3.95529	3.7258	0
3.95574	3.726	0
3.95619	3.7262	3.23194e-07
3.95663	3.7264	0
3.95708	3.7266	3.23194e-07
3.95753	3.7268	9.69581e-07
3.95797	3.727	9.69581e-07
3.95842	3.7272	0
3.95887	3.7274	0
3.95931	3.7276	3.23194e-07
3.95976	3.7278	0
3.96021	3.728	0
3.96065	3.7282	3.23194e-07
3.9611	3.7284	9.69581e-07
3.96155	3.7286	3.23194e-07
3.96199	3.7288	0
3.96244	3.729	0
3.96289	3.7292	0
3.96333	3.7294	3.23194e-07
3.96378	3.7296	9.69581e-07
3.96423	3.7298	0
3.96467	3.73	0
3.96512	3.7302	3.23194e-07
3.96557	3.7304	3.23194e-07
3.96601	3.7306	0
3.96646	3.7308	6.46387e-07
3.96691	3.731	3.23194e-07
3.96735	3.7312	0
3.9678	3.7314	3.23194e-07
3.96825	3.7316	3.23194e-07
3.9687	3.7318	3.23194e-07
3.96914	3.732	3.23194e-07
3.96959	3.7322	6.46387e-07
3.97004	3.7324	6.46387e-07
3.97048	3.7326	0
3.97093	3.7328	0
3.97138	3.733	3.23194e-07
3.97183	3.7332	3.23194e-07
3.97227	3.7334	0
3.97272	3.7336	3.23194e-07
3.97317	3.7338	6.46387e-07
3.97362	3.734	9.69581e-07
3.97406	3.7342	9.69581e-07
3.97451	3.7344	0
3.97496	3.7346	3.23194e-07
3.97541	3.7348	0
3.97585	3.735	3.23194e-07
3.9763	3.7352	6.46387e-07
3.97675	3.7354	6.46387e-07
3.9772	3.7356	0
3.97764	3.7358	1.29277e-06
3.97809	3.736	0
3.97854	3.7362	3.23194e-07
3.97899	3.7364	9.69581e-07
3.97943	3.7366	3.23194e-07
3.97988	3.7368	0
3.98033	3.737	0
3.98078	3.7372	0
3.98122	3.7374	3.23194e-07
3.98167	3.7376	6.46387e-07
3.98212	3.7378	9.69581e-07
3.98257	3.738	6.46387e-07
3.98302	3.7382	6.46387e-07
3.98346	3.7384	3.23194e-07
3.98391	3.7386	3.23194e-07
3.98436	3.7388	6.46387e-07
3.98481	3.739	0
3.98526	3.7392	0
3.9857	3.7394	6.46387e-07
3.98615	3.7396	1.29277e-06
3.9866	3.7398	3.23194e-07
3.98705	3.74	6.46387e-07
3.9875	3.7402	9.69581e-07
3.98794	3.7404	9.69581e-07
3.98839	3.7406	0
3.98884	3.7408	3.23194e-07
3.98929	3.741	0
3.98974	3.7412	3.23194e-07
3.99019	3.7414	3.23194e-07
3.99063	3.7416	3.23194e-07
3.99108	3.7418	0
3.99153	3.742	0
