Model,DPO2002B
Firmware Version,1.52

Point Format,Y,,,
-4.140e-03,-0.04,-0.02,0.001,0.0042
-4.138e-03,-0.04,-0.06,0.0026,-0.0058
-4.136e-03,-0.04,-0.02,0.001,0.0042
-4.134e-03,-0.02,-0.06,-0.0018,-0.0058
-4.132e-03,-0.02,-0.02,-0.0006,0.005
-4.130e-03,-0.02,-0.06,-0.0018,-0.0058
-4.128e-03,-0.02,-0.02,-0.001,0.0038
-4.127e-03,-0.02,-0.06,-0.0018,-0.0066
-4.125e-03,-0.04,-0.02,-0.0026,0.005
-4.123e-03,-0.02,-0.06,-0.0006,-0.007
-4.121e-03,-0.04,-0.02,-0.0002,0.0042
-4.119e-03,-0.02,-0.06,-0.0002,-0.0074
-4.117e-03,-0.04,-0.02,-0.001,0.0046
-4.115e-03,-0.04,-0.06,-0.0042,-0.0062
-4.113e-03,-0.04,-0.02,-0.0018,0.0038
-4.111e-03,-0.04,-0.06,-0.0006,-0.0054
-4.109e-03,-0.04,-0.02,0.0002,0.0042
-4.107e-03,-0.02,-0.06,-0.001,-0.0066
-4.105e-03,-0.02,0,0.0014,0.005
-4.104e-03,-0.02,-0.06,-0.0014,-0.0062
-4.102e-03,-0.02,0,0.0018,0.0046
-4.100e-03,-0.02,-0.06,-0.0014,-0.0058
-4.098e-03,-0.04,0,0.0006,0.005
-4.096e-03,-0.02,-0.06,-0.001,-0.0062
-4.094e-03,-0.02,-0.02,-0.001,0.0038
-4.092e-03,-0.06,-0.06,0.0006,-0.0058
-4.090e-03,-0.02,-0.02,-0.0002,0.0042
-4.088e-03,-0.04,-0.06,-0.0042,-0.0054
-4.086e-03,-0.04,-0.02,-0.003,0.0038
-4.084e-03,-0.04,-0.06,0.001,-0.007
-4.082e-03,-0.02,-0.02,0.0014,0.0046
-4.080e-03,-0.04,-0.06,-0.0022,-0.0058
-4.079e-03,-0.04,-0.02,-0.001,0.0038
-4.077e-03,-0.06,-0.06,-0.0026,-0.0074
-4.075e-03,-0.04,0,0.0006,0.0038
-4.073e-03,-0.04,-0.06,0.0006,-0.0066
-4.071e-03,-0.02,-0.02,0.0018,0.0042
-4.069e-03,-0.04,-0.08,-0.0014,-0.0066
-4.067e-03,-0.04,-0.02,-0.0022,0.0042
-4.065e-03,-0.04,-0.08,-0.0022,-0.0074
-4.063e-03,-0.04,-0.02,-0.001,0.0046
-4.061e-03,-0.04,-0.06,-0.0042,-0.0066
-4.059e-03,-0.04,0,-0.0018,0.0034
-4.057e-03,-0.02,-0.06,-0.0002,-0.0062
-4.055e-03,-0.02,0,-0.0014,0.0046
-4.054e-03,-0.04,-0.08,-0.0034,-0.0066
-4.052e-03,-0.04,-0.02,0.0014,0.0042
-4.050e-03,-0.04,-0.08,-0.0018,-0.0074
-4.048e-03,-0.04,-0.02,-0.0026,0.003
-4.046e-03,-0.06,-0.08,-0.0026,-0.0066
-4.044e-03,-0.06,-0.02,-0.0006,0.0042
-4.042e-03,-0.02,-0.06,-0.0014,-0.007
-4.040e-03,-0.04,0,-0.003,0.0042
-4.038e-03,-0.04,-0.06,-0.001,-0.0098
-4.036e-03,-0.04,-0.02,0.0018,0.0046
-4.034e-03,-0.04,-0.08,-0.0002,-0.0062
-4.032e-03,-0.02,-0.02,-0.0006,0.0038
-4.031e-03,-0.04,-0.06,-0.0022,-0.007
-4.029e-03,-0.04,-0.02,0.0006,0.0046
-4.027e-03,-0.04,-0.06,-0.0022,-0.0062
-4.025e-03,-0.04,-0.02,0.0026,0.0046
-4.023e-03,-0.04,-0.06,-0.0006,-0.0062
-4.021e-03,-0.04,0,0.0018,0.003
-4.019e-03,-0.04,-0.08,-0.0014,-0.0062
-4.017e-03,-0.04,-0.02,-0.003,0.005
-4.015e-03,-0.04,-0.08,-0.003,-0.0066
-4.013e-03,-0.06,-0.02,-0.0026,0.0058
-4.011e-03,-0.04,-0.08,-0.0026,-0.0066
-4.009e-03,-0.04,-0.02,-0.0014,0.0042
-4.007e-03,-0.02,-0.06,-0.003,-0.0058
-4.006e-03,-0.04,-0.02,-0.0002,0.005
-4.004e-03,-0.04,-0.08,0.0022,-0.0066
-4.002e-03,-0.04,-0.02,-0.0014,0.0042
-4.000e-03,-0.04,-0.08,0.0018,-0.0062
-3.998e-03,-0.04,-0.02,-0.0042,0.0038
-3.996e-03,-0.02,-0.08,-0.003,-0.0074
-3.994e-03,-0.06,-0.02,-0.001,0.0046
-3.992e-03,-0.04,-0.08,-0.0006,-0.0058
-3.990e-03,-0.06,-0.02,-0.0002,0.0038
-3.988e-03,-0.04,-0.08,-0.0018,-0.0062
-3.986e-03,-0.04,-0.02,-0.0026,0.003
-3.984e-03,-0.04,-0.08,0.001,-0.0062
-3.983e-03,-0.04,-0.02,-0.0018,0.0034
-3.981e-03,-0.06,-0.08,-0.0014,-0.0062
-3.979e-03,-0.04,-0.02,-0.0022,0.0034
-3.977e-03,-0.04,-0.08,-0.0018,-0.0058
-3.975e-03,-0.04,-0.02,-0.0034,0.0042
-3.973e-03,-0.04,-0.08,-0.0018,-0.0062
-3.971e-03,-0.04,-0.02,0.0002,0.0038
-3.969e-03,-0.06,-0.08,-0.0022,-0.0062
-3.967e-03,-0.06,-0.02,-0.0002,0.0058
-3.965e-03,-0.06,-0.08,-0.0022,-0.0058
-3.963e-03,-0.06,-0.02,-0.0038,0.0058
-3.961e-03,-0.06,-0.08,0.0002,-0.0058
-3.959e-03,-0.04,-0.02,-0.0014,0.0034
-3.958e-03,-0.04,-0.08,-0.0014,-0.007
-3.956e-03,-0.04,-0.02,0.0002,0.005
-3.954e-03,-0.04,-0.08,-0.0018,-0.0074
-3.952e-03,-0.04,-0.02,-0.0042,0.0046
-3.950e-03,-0.04,-0.08,0.0002,-0.0058
-3.948e-03,-0.04,-0.02,0.0014,0.0038
-3.946e-03,-0.04,-0.08,-0.0022,-0.0058
-3.944e-03,-0.06,-0.02,-0.0022,0.0054
-3.942e-03,-0.04,-0.08,0.0026,-0.0058
-3.940e-03,-0.04,-0.02,-0.0014,0.0046
-3.938e-03,-0.06,-0.08,-0.0054,-0.007
-3.936e-03,-0.04,-0.02,-0.0006,0.005
-3.935e-03,-0.04,-0.08,-0.0038,-0.0062
-3.933e-03,-0.04,-0.02,-0.0018,0.0042
-3.931e-03,-0.04,-0.08,-0.001,-0.0058
-3.929e-03,-0.02,-0.02,-0.0022,0.0058
-3.927e-03,-0.04,-0.08,0.001,-0.005
-3.925e-03,-0.04,-0.02,0.0002,0.0046
-3.923e-03,-0.06,-0.08,-0.001,-0.0062
-3.921e-03,-0.06,-0.02,-0.0014,0.0046
-3.919e-03,-0.04,-0.08,-0.0006,-0.007
-3.917e-03,-0.02,-0.02,-0.0034,0.0042
-3.915e-03,-0.06,-0.08,-0.0022,-0.0054
-3.913e-03,-0.06,-0.02,0.001,0.005
-3.911e-03,-0.06,-0.08,0.0006,-0.0062
-3.910e-03,-0.06,-0.02,-0.0022,0.0058
-3.908e-03,-0.06,-0.08,-0.0026,-0.0062
-3.906e-03,-0.06,-0.02,-0.0006,0.005
-3.904e-03,-0.06,-0.08,-0.0002,-0.005
-3.902e-03,-0.06,-0.02,-0.0026,0.005
-3.900e-03,-0.04,-0.08,-0.0014,-0.0054
-3.898e-03,-0.06,-0.02,-0.0018,0.0054
-3.896e-03,-0.04,-0.08,-0.0014,-0.0046
-3.894e-03,-0.04,-0.02,0.001,0.0054
-3.892e-03,-0.06,-0.08,0.0022,-0.0058
-3.890e-03,-0.04,-0.02,0.001,0.0058
-3.888e-03,-0.04,-0.08,-0.0006,-0.0054
-3.887e-03,-0.06,-0.02,-0.0014,0.0058
-3.885e-03,-0.06,-0.08,0.0026,-0.005
-3.883e-03,-0.06,-0.02,0.0018,0.007
-3.881e-03,-0.06,-0.08,-0.001,-0.005
-3.879e-03,-0.06,-0.02,-0.0038,0.005
-3.877e-03,-0.04,-0.08,-0.003,-0.0058
-3.875e-03,-0.06,-0.02,0.0006,0.0066
-3.873e-03,-0.06,-0.08,0.0002,-0.0054
-3.871e-03,-0.04,-0.02,-0.0018,0.0062
-3.869e-03,-0.06,-0.08,0.0026,-0.0062
-3.867e-03,-0.04,-0.02,-0.001,0.0058
-3.865e-03,-0.04,-0.08,-0.0014,-0.005
-3.863e-03,-0.02,-0.02,0.0014,0.005
-3.862e-03,-0.04,-0.08,0.0002,-0.005
-3.860e-03,-0.06,-0.02,0.001,0.0058
-3.858e-03,-0.04,-0.08,-0.0006,-0.0054
-3.856e-03,-0.04,-0.02,0.0006,0.0058
-3.854e-03,-0.06,-0.08,-0.0006,-0.0054
-3.852e-03,-0.06,-0.02,0.0006,0.005
-3.850e-03,-0.02,-0.08,0.001,-0.005
-3.848e-03,-0.04,-0.02,0.0014,0.0062
-3.846e-03,-0.06,-0.08,-0.0006,-0.0062
-3.844e-03,-0.06,-0.02,0.003,0.0054
-3.842e-03,-0.04,-0.08,0.001,-0.0042
-3.840e-03,-0.06,-0.02,-0.001,0.005
-3.839e-03,-0.06,-0.08,-0.0018,-0.0066
-3.837e-03,-0.04,-0.02,-0.0002,0.0058
-3.835e-03,-0.04,-0.08,0.0002,-0.0042
-3.833e-03,-0.06,-0.02,-0.0022,0.0046
-3.831e-03,-0.04,-0.08,-0.0006,-0.005
-3.829e-03,-0.06,-0.02,-0.0002,0.0058
-3.827e-03,-0.06,-0.08,0.0006,-0.0046
-3.825e-03,-0.06,-0.02,-0.0006,0.0046
-3.823e-03,-0.04,-0.08,0.001,-0.0058
-3.821e-03,-0.06,-0.02,-0.0042,0.0042
-3.819e-03,-0.06,-0.08,-0.0026,-0.0054
-3.817e-03,-0.06,-0.04,-0.0018,0.0046
-3.815e-03,-0.06,-0.08,0.0018,-0.0054
-3.814e-03,-0.06,-0.02,-0.001,0.0066
-3.812e-03,-0.04,-0.08,-0.0014,-0.0074
-3.810e-03,-0.06,-0.02,-0.0026,0.005
-3.808e-03,-0.06,-0.08,-0.0022,-0.0054
-3.806e-03,-0.06,-0.02,0.0018,0.0054
-3.804e-03,-0.06,-0.08,-0.0002,-0.0058
-3.802e-03,-0.06,-0.02,-0.0006,0.0058
-3.800e-03,-0.04,-0.08,-0.0018,-0.0054
-3.798e-03,-0.06,-0.04,-0.0006,0.005
-3.796e-03,-0.06,-0.08,0.0022,-0.005
-3.794e-03,-0.04,-0.02,-0.0002,0.0046
-3.792e-03,-0.06,-0.08,-0.0026,-0.0058
-3.791e-03,-0.06,-0.02,-0.0026,0.0042
-3.789e-03,-0.06,-0.08,-0.003,-0.0074
-3.787e-03,-0.06,-0.02,-0.0026,0.0046
-3.785e-03,-0.04,-0.08,-0.0006,-0.0058
-3.783e-03,-0.08,-0.02,-0.0022,0.0062
-3.781e-03,-0.06,-0.08,-0.0006,-0.0066
-3.779e-03,-0.06,-0.04,-0.0022,0.0042
-3.777e-03,-0.04,-0.08,0.0006,-0.0058
-3.775e-03,-0.04,-0.02,-0.0022,0.005
-3.773e-03,-0.04,-0.08,-0.0014,-0.0062
-3.771e-03,-0.06,-0.02,-0.0046,0.0038
-3.769e-03,-0.04,-0.08,-0.0022,-0.007
-3.767e-03,-0.06,-0.02,-0.0018,0.0042
-3.766e-03,-0.06,-0.08,-0.0014,-0.0062
-3.764e-03,-0.06,-0.02,-0.0026,0.003
-3.762e-03,-0.06,-0.08,-0.001,-0.0082
-3.760e-03,-0.04,-0.04,-0.001,0.0054
-3.758e-03,-0.06,-0.08,-0.0002,-0.0062
-3.756e-03,-0.06,-0.04,-0.0014,0.0038
-3.754e-03,-0.06,-0.08,-0.0034,-0.0078
-3.752e-03,-0.04,-0.02,-0.0026,0.0038
-3.750e-03,-0.04,-0.08,-0.0018,-0.0062
-3.748e-03,-0.06,-0.02,-0.0022,0.0042
-3.746e-03,-0.06,-0.08,-0.0002,-0.0066
-3.744e-03,-0.06,-0.02,-0.0014,0.0038
-3.743e-03,-0.06,-0.1,-0.0034,-0.0062
-3.741e-03,-0.06,-0.04,0.0006,0.003
-3.739e-03,-0.06,-0.08,-0.0042,-0.0062
-3.737e-03,-0.08,-0.02,-0.0026,0.003
-3.735e-03,-0.06,-0.08,0.0018,-0.0062
-3.733e-03,-0.06,-0.02,-0.0018,0.0042
-3.731e-03,-0.04,-0.08,-0.0018,-0.0066
-3.729e-03,-0.06,-0.02,-0.003,0.0042
-3.727e-03,-0.06,-0.08,-0.005,-0.007
-3.725e-03,-0.06,-0.04,-0.0002,0.0026
-3.723e-03,-0.06,-0.08,-0.0006,-0.0074
-3.721e-03,-0.08,-0.02,-0.001,0.0038
-3.719e-03,-0.06,-0.1,-0.0006,-0.0066
-3.718e-03,-0.08,-0.04,-0.0026,0.003
-3.716e-03,-0.06,-0.1,-0.0042,-0.007
-3.714e-03,-0.06,-0.04,-0.0038,0.0026
-3.712e-03,-0.06,-0.1,-0.0042,-0.0074
-3.710e-03,-0.06,-0.02,-0.001,0.0026
-3.708e-03,-0.06,-0.1,-0.0014,-0.0066
-3.706e-03,-0.06,-0.02,-0.003,0.003
-3.704e-03,-0.06,-0.08,-0.0014,-0.007
-3.702e-03,-0.06,-0.04,-0.0034,0.003
-3.700e-03,-0.08,-0.08,-0.0038,-0.0074
-3.698e-03,-0.06,-0.02,-0.0006,0.0038
-3.696e-03,-0.06,-0.08,-0.0006,-0.0078
-3.695e-03,-0.06,-0.02,-0.0042,0.0038
-3.693e-03,-0.06,-0.1,-0.0038,-0.0074
-3.691e-03,-0.06,-0.04,-0.0034,0.0034
-3.689e-03,-0.06,-0.1,-0.0034,-0.0074
-3.687e-03,-0.06,-0.04,-0.0054,0.005
-3.685e-03,-0.04,-0.08,-0.0054,-0.007
-3.683e-03,-0.06,-0.04,-0.0006,0.0022
-3.681e-03,-0.06,-0.08,-0.0054,-0.0062
-3.679e-03,-0.06,-0.02,-0.005,0.0042
-3.677e-03,-0.06,-0.08,-0.0018,-0.007
-3.675e-03,-0.06,-0.04,-0.0038,0.0022
-3.673e-03,-0.04,-0.1,-0.0034,-0.0074
-3.671e-03,-0.04,-0.04,-0.003,0.0022
-3.670e-03,-0.06,-0.1,-0.0026,-0.0074
-3.668e-03,-0.06,-0.04,-0.001,0.0026
-3.666e-03,-0.06,-0.08,-0.0038,-0.0074
-3.664e-03,-0.06,-0.04,-0.0018,0.003
-3.662e-03,-0.06,-0.1,-0.001,-0.0078
-3.660e-03,-0.06,-0.04,-0.0026,0.0022
-3.658e-03,-0.06,-0.1,-0.0034,-0.0078
-3.656e-03,-0.08,-0.04,-0.0002,0.0018
-3.654e-03,-0.06,-0.1,-0.0022,-0.0074
-3.652e-03,-0.06,-0.04,-0.0026,0.0026
-3.650e-03,-0.06,-0.1,-0.0018,-0.007
-3.648e-03,-0.06,-0.04,-0.0026,0.0022
-3.647e-03,-0.04,-0.1,-0.0054,-0.0086
-3.645e-03,-0.06,-0.04,0.0002,0.0022
-3.643e-03,-0.06,-0.08,-0.003,-0.0074
-3.641e-03,-0.06,-0.04,-0.0038,0.003
-3.639e-03,-0.06,-0.1,-0.003,-0.0066
-3.637e-03,-0.06,-0.04,-0.0026,0.0026
-3.635e-03,-0.04,-0.1,0.0014,-0.0066
-3.633e-03,-0.06,-0.04,-0.0058,0.0022
-3.631e-03,-0.06,-0.08,0.0006,-0.0082
-3.629e-03,-0.06,-0.04,-0.0038,0.0042
-3.627e-03,-0.06,-0.1,-0.0014,-0.0074
-3.625e-03,-0.06,-0.04,-0.0014,0.0026
-3.623e-03,-0.08,-0.1,-0.001,-0.009
-3.622e-03,-0.06,-0.04,-0.003,0.0026
-3.620e-03,-0.06,-0.08,-0.005,-0.007
-3.618e-03,-0.06,-0.04,-0.001,0.0026
-3.616e-03,-0.06,-0.1,-0.0026,-0.0066
-3.614e-03,-0.06,-0.04,-0.003,0.003
-3.612e-03,-0.06,-0.1,-0.0046,-0.007
-3.610e-03,-0.08,-0.04,-0.0002,0.003
-3.608e-03,-0.08,-0.1,-0.003,-0.0074
-3.606e-03,-0.06,-0.04,-0.0002,0.0022
-3.604e-03,-0.06,-0.1,-0.0034,-0.0078
-3.602e-03,-0.06,-0.04,-0.0034,0.0034
-3.600e-03,-0.08,-0.1,-0.0022,-0.0086
-3.599e-03,-0.06,-0.04,-0.0026,0.0026
-3.597e-03,-0.06,-0.1,-0.0002,-0.0078
-3.595e-03,-0.06,-0.04,-0.0002,0.0022
-3.593e-03,-0.08,-0.1,-0.0042,-0.0082
-3.591e-03,-0.08,-0.04,-0.0026,0.0022
-3.589e-03,-0.06,-0.1,-0.0018,-0.0074
-3.587e-03,-0.06,-0.04,-0.0026,0.0026
-3.585e-03,-0.08,-0.1,-0.0026,-0.0078
-3.583e-03,-0.06,-0.04,-0.0006,0.0022
-3.581e-03,-0.06,-0.1,-0.0026,-0.0078
-3.579e-03,-0.06,-0.04,-0.0034,0.0022
-3.577e-03,-0.06,-0.1,0.001,-0.0102
-3.575e-03,-0.06,-0.04,-0.0046,0.003
-3.574e-03,-0.06,-0.1,-0.0002,-0.0078
-3.572e-03,-0.06,-0.04,-0.0014,0.0022
-3.570e-03,-0.08,-0.1,-0.0042,-0.0074
-3.568e-03,-0.08,-0.04,-0.0014,0.0038
-3.566e-03,-0.06,-0.1,-0.0038,-0.0078
-3.564e-03,-0.06,-0.04,-0.0034,0.0022
-3.562e-03,-0.08,-0.1,-0.0042,-0.0078
-3.560e-03,-0.06,-0.04,-0.0034,0.003
-3.558e-03,-0.08,-0.1,-0.0014,-0.0074
-3.556e-03,-0.04,-0.04,-0.0046,0.0034
-3.554e-03,-0.06,-0.1,-0.0038,-0.0074
-3.552e-03,-0.08,-0.04,-0.0038,0.003
-3.551e-03,-0.08,-0.1,-0.0034,-0.007
-3.549e-03,-0.06,-0.04,-0.0018,0.003
-3.547e-03,-0.06,-0.1,-0.0022,-0.0078
-3.545e-03,-0.08,-0.04,-0.0014,0.0026
-3.543e-03,-0.06,-0.1,-0.005,-0.0082
-3.541e-03,-0.06,-0.04,-0.0042,0.0018
-3.539e-03,-0.06,-0.1,-0.0018,-0.0074
-3.537e-03,-0.06,-0.04,-0.0018,0.0026
-3.535e-03,-0.08,-0.1,-0.0034,-0.0082
-3.533e-03,-0.06,-0.04,-0.0006,0.0026
-3.531e-03,-0.06,-0.1,-0.003,-0.0074
-3.529e-03,-0.06,-0.04,-0.003,0.0014
-3.527e-03,-0.08,-0.1,-0.0014,-0.0086
-3.526e-03,-0.06,-0.04,-0.001,0.0018
-3.524e-03,-0.06,-0.1,-0.0022,-0.0066
-3.522e-03,-0.08,-0.04,-0.001,0.0026
-3.520e-03,-0.06,-0.1,-0.007,-0.0078
-3.518e-03,-0.08,-0.04,-0.0062,0.0022
-3.516e-03,-0.06,-0.1,0.001,-0.0078
-3.514e-03,-0.08,-0.04,-0.0046,0.003
-3.512e-03,-0.08,-0.1,-0.0074,-0.0082
-3.510e-03,-0.08,-0.04,-0.003,0.003
-3.508e-03,-0.06,-0.1,-0.0026,-0.0078
-3.506e-03,-0.06,-0.04,-0.0002,0.0022
-3.504e-03,-0.08,-0.1,-0.0026,-0.007
-3.503e-03,-0.06,-0.04,-0.0042,0.0026
-3.501e-03,-0.06,-0.1,-0.0042,-0.0082
-3.499e-03,-0.06,-0.04,-0.0054,0.0034
-3.497e-03,-0.08,-0.1,-0.0046,-0.0074
-3.495e-03,-0.08,-0.04,-0.0042,0.0022
-3.493e-03,-0.08,-0.1,-0.0026,-0.0078
-3.491e-03,-0.06,-0.04,-0.0034,0.0022
-3.489e-03,-0.06,-0.1,-0.005,-0.0074
-3.487e-03,-0.08,-0.04,-0.005,0.0018
-3.485e-03,-0.08,-0.1,-0.0038,-0.0094
-3.483e-03,-0.06,-0.04,-0.0046,0.0026
-3.481e-03,-0.08,-0.1,-0.0026,-0.0078
-3.479e-03,-0.08,-0.04,-0.0014,0.0022
-3.478e-03,-0.08,-0.1,-0.001,-0.009
-3.476e-03,-0.08,-0.04,-0.0006,0.0018
-3.474e-03,-0.06,-0.1,-0.0046,-0.0074
-3.472e-03,-0.08,-0.04,-0.0034,0.003
-3.470e-03,-0.08,-0.1,-0.0014,-0.0078
-3.468e-03,-0.08,-0.04,-0.003,0.003
-3.466e-03,-0.06,-0.1,-0.003,-0.0082
-3.464e-03,-0.06,-0.06,-0.0062,0.0026
-3.462e-03,-0.08,-0.1,-0.003,-0.007
-3.460e-03,-0.08,-0.04,-0.0038,0.0018
-3.458e-03,-0.08,-0.1,-0.001,-0.0086
-3.456e-03,-0.08,-0.06,-0.003,0.0026
-3.455e-03,-0.08,-0.1,-0.0006,-0.0078
-3.453e-03,-0.06,-0.04,-0.0018,0.0022
-3.451e-03,-0.08,-0.1,-0.0046,-0.0082
