[s],CH4[V]
-2.0836E-02,1.4931292161E-01
-2.0832E-02,1.5038524730E-01
-2.0828E-02,1.5290138818E-01
-2.0824E-02,1.5877192580E-01
-2.0820E-02,1.5848795021E-01
-2.0816E-02,1.6375462127E-01
-2.0812E-02,1.6625206060E-01
-2.0808E-02,1.7210998589E-01
-2.0804E-02,1.7226617389E-01
-2.0800E-02,1.8362498788E-01
-2.0796E-02,1.8730073948E-01
-2.0792E-02,1.9185361395E-01
-2.0788E-02,1.8911327377E-01
-2.0784E-02,2.0202116476E-01
-2.0780E-02,2.0598375298E-01
-2.0776E-02,2.1293933354E-01
-2.0772E-02,2.1564637140E-01
-2.0768E-02,2.1802125882E-01
-2.0764E-02,2.3116465490E-01
-2.0760E-02,2.3727236656E-01
-2.0756E-02,2.4468772779E-01
-2.0752E-02,2.4691066151E-01
-2.0748E-02,2.6028440332E-01
-2.0744E-02,2.5970487452E-01
-2.0740E-02,2.7227448770E-01
-2.0736E-02,2.8622662343E-01
-2.0732E-02,2.9427608270E-01
-2.0728E-02,2.9879917392E-01
-2.0724E-02,3.0698323479E-01
-2.0720E-02,3.0922675833E-01
-2.0716E-02,3.1493063184E-01
-2.0712E-02,3.3289244823E-01
-2.0708E-02,3.4430326130E-01
-2.0704E-02,3.5965142838E-01
-2.0700E-02,3.6753078554E-01
-2.0696E-02,3.9106494944E-01
-2.0692E-02,3.8907316253E-01
-2.0688E-02,4.1478764045E-01
-2.0684E-02,4.1793661098E-01
-2.0680E-02,4.4321860238E-01
-2.0676E-02,4.5549058811E-01
-2.0672E-02,4.6329142927E-01
-2.0668E-02,4.8459311317E-01
-2.0664E-02,5.0445336606E-01
-2.0660E-02,5.1620677709E-01
-2.0656E-02,5.3795463275E-01
-2.0652E-02,5.5774108078E-01
-2.0648E-02,5.7431603063E-01
-2.0644E-02,6.1028545407E-01
-2.0640E-02,6.2347213267E-01
-2.0636E-02,6.3977387390E-01
-2.0632E-02,6.5321336678E-01
-2.0628E-02,6.8147185671E-01
-2.0624E-02,7.0364873705E-01
-2.0620E-02,7.2948988676E-01
-2.0616E-02,7.3573198066E-01
-2.0612E-02,7.6019250086E-01
-2.0608E-02,7.7347451827E-01
-2.0604E-02,8.1072397765E-01
-2.0600E-02,8.4091053475E-01
