[s],CH4[V]
-2.0836E-02,1.4832219230E-01
-2.0832E-02,1.4870300876E-01
-2.0828E-02,1.5098535162E-01
-2.0824E-02,1.5905991637E-01
-2.0820E-02,1.5608674615E-01
-2.0816E-02,1.6639638490E-01
-2.0812E-02,1.6523174355E-01
-2.0808E-02,1.6562990257E-01
-2.0804E-02,1.7018256245E-01
-2.0800E-02,1.7288098387E-01
-2.0796E-02,1.7373408844E-01
-2.0792E-02,1.7814763109E-01
-2.0788E-02,1.8766340274E-01
-2.0784E-02,1.8718314667E-01
-2.0780E-02,1.8778391380E-01
-2.0776E-02,1.9438309196E-01
-2.0772E-02,1.9817956920E-01
-2.0768E-02,2.0009297839E-01
-2.0764E-02,2.0451549988E-01
-2.0760E-02,2.1390724619E-01
-2.0756E-02,2.1695196105E-01
-2.0752E-02,2.2099625532E-01
-2.0748E-02,2.2023043578E-01
-2.0744E-02,2.3280279077E-01
-2.0740E-02,2.2983233853E-01
-2.0736E-02,2.4527465710E-01
-2.0732E-02,2.5298825613E-01
-2.0728E-02,2.4908351780E-01
-2.0724E-02,2.5603433952E-01
-2.0720E-02,2.6444532718E-01
-2.0716E-02,2.7154021094E-01
-2.0712E-02,2.7750073251E-01
-2.0708E-02,2.9102994706E-01
-2.0704E-02,2.8284350678E-01
-2.0700E-02,2.9342427990E-01
-2.0696E-02,3.0124081853E-01
-2.0692E-02,3.0482863660E-01
-2.0688E-02,3.0002362496E-01
-2.0684E-02,3.1411432956E-01
-2.0680E-02,3.3733117741E-01
-2.0676E-02,3.4466266777E-01
-2.0672E-02,3.4406509068E-01
-2.0668E-02,3.4673617026E-01
-2.0664E-02,3.5343065387E-01
-2.0660E-02,3.7090065565E-01
-2.0656E-02,3.7759236407E-01
-2.0652E-02,3.9076644939E-01
-2.0648E-02,4.0327891840E-01
-2.0644E-02,4.1111118790E-01
-2.0640E-02,4.2772226293E-01
-2.0636E-02,4.1855641821E-01
-2.0632E-02,4.5722078216E-01
-2.0628E-02,4.6498121137E-01
-2.0624E-02,4.7699290124E-01
-2.0620E-02,4.9396300127E-01
-2.0616E-02,5.1909482234E-01
-2.0612E-02,5.5715251115E-01
-2.0608E-02,5.9736166057E-01
-2.0604E-02,5.7701039416E-01
-2.0600E-02,6.4945071161E-01
-2.0596E-02,6.6046468650E-01
-2.0592E-02,6.7280522234E-01
-2.0588E-02,6.8206688748E-01
-2.0584E-02,7.1529534610E-01
-2.0580E-02,7.5698237596E-01
-2.0576E-02,7.6914876134E-01
-2.0572E-02,7.8247714639E-01
-2.0568E-02,8.0120544035E-01
-2.0564E-02,8.2748956699E-01
-2.0560E-02,8.4908905000E-01
-2.0556E-02,9.5555764408E-01
-2.0552E-02,9.9596454263E-01
-2.0548E-02,1.0190495402E+00
-2.0544E-02,1.0484170723E+00
-2.0540E-02,1.0848919098E+00
-2.0536E-02,1.1153428206E+00
-2.0532E-02,1.1481822230E+00
-2.0528E-02,1.1734251710E+00
-2.0524E-02,1.2154641162E+00
-2.0520E-02,1.2504720357E+00
-2.0516E-02,1.2867241186E+00
-2.0512E-02,1.3221113907E+00
-2.0508E-02,1.3703585458E+00
-2.0504E-02,1.4034789149E+00
-2.0500E-02,1.4541342979E+00
-2.0496E-02,1.4960181041E+00
-2.0492E-02,1.5459860929E+00
-2.0488E-02,1.5883576893E+00
-2.0484E-02,1.6417623149E+00
-2.0480E-02,1.6827727319E+00
-2.0476E-02,1.7366515101E+00
-2.0472E-02,1.7939470125E+00
-2.0468E-02,1.8427303804E+00
-2.0464E-02,1.9061251401E+00
-2.0460E-02,1.9575621640E+00
-2.0456E-02,2.0198414967E+00
-2.0452E-02,2.0713344632E+00
-2.0448E-02,2.1212144374E+00
-2.0444E-02,2.1693141830E+00
-2.0440E-02,2.2269394468E+00
-2.0436E-02,2.2711028541E+00
-2.0432E-02,2.3307447672E+00
-2.0428E-02,2.3617103093E+00
-2.0424E-02,2.4287353255E+00
-2.0420E-02,2.4774575630E+00
-2.0416E-02,2.5241290526E+00
-2.0412E-02,2.5440742445E+00
-2.0408E-02,2.5898393477E+00
-2.0404E-02,2.6272348480E+00
-2.0400E-02,2.6652696677E+00
-2.0396E-02,2.6843266980E+00
-2.0392E-02,2.7232799013E+00
-2.0388E-02,2.7383269171E+00
-2.0384E-02,2.7767976089E+00
-2.0380E-02,2.7743946787E+00
-2.0376E-02,2.7755185171E+00
-2.0372E-02,2.7929916421E+00
-2.0368E-02,2.8073283327E+00
-2.0364E-02,2.8102249706E+00
-2.0360E-02,2.7816334623E+00
-2.0356E-02,2.7610650872E+00
-2.0352E-02,2.7475685265E+00
-2.0348E-02,2.7083080970E+00
-2.0344E-02,2.6893666711E+00
-2.0340E-02,2.6468521715E+00
-2.0336E-02,2.6037585769E+00
-2.0332E-02,2.5534904525E+00
-2.0328E-02,2.5022110757E+00
-2.0324E-02,2.4527614709E+00
-2.0320E-02,2.4018758662E+00
-2.0316E-02,2.3526326174E+00
-2.0312E-02,2.2922921237E+00
-2.0308E-02,2.2362570021E+00
-2.0304E-02,2.1779317413E+00
-2.0300E-02,2.1260653303E+00
-2.0296E-02,2.0641777098E+00
-2.0292E-02,2.0081995464E+00
-2.0288E-02,1.9530380381E+00
-2.0284E-02,1.8955149080E+00
-2.0280E-02,1.8457959426E+00
-2.0276E-02,1.7900355412E+00
-2.0272E-02,1.7426061475E+00
-2.0268E-02,1.6868792534E+00
-2.0264E-02,1.6346662867E+00
-2.0260E-02,1.5900339244E+00
-2.0256E-02,1.5426535973E+00
-2.0252E-02,1.4869102666E+00
-2.0248E-02,1.4346746597E+00
-2.0244E-02,1.3992814415E+00
-2.0240E-02,1.3698621344E+00
-2.0236E-02,1.3357313617E+00
-2.0232E-02,1.2890428299E+00
-2.0228E-02,1.2604857588E+00
-2.0224E-02,1.2203600559E+00
-2.0220E-02,1.1804655952E+00
-2.0216E-02,1.1342798929E+00
-2.0212E-02,1.1001487482E+00
-2.0208E-02,1.0483657074E+00
-2.0204E-02,9.8539140367E-01
-2.0200E-02,9.9474125984E-01
-2.0196E-02,9.5436317179E-01
-2.0192E-02,9.1390201395E-01
-2.0188E-02,8.6245632113E-01
-2.0184E-02,8.9110449191E-01
-2.0180E-02,8.8682361966E-01
-2.0176E-02,8.5964253850E-01
-2.0172E-02,8.4471180896E-01
-2.0168E-02,8.0787580553E-01
-2.0164E-02,7.9158364872E-01
-2.0160E-02,7.6033519437E-01
-2.0156E-02,7.4741943081E-01
-2.0152E-02,7.2969838380E-01
-2.0148E-02,6.9619769886E-01
-2.0144E-02,6.7780134078E-01
-2.0140E-02,6.3592494935E-01
-2.0136E-02,6.2272906303E-01
-2.0132E-02,5.9637900888E-01
-2.0128E-02,5.8121916864E-01
-2.0124E-02,5.4125940028E-01
-2.0120E-02,5.2884001942E-01
-2.0116E-02,5.1248606928E-01
-2.0112E-02,5.4304389655E-01
-2.0108E-02,4.7710001794E-01
-2.0104E-02,4.7762386169E-01
-2.0100E-02,4.5944508441E-01
-2.0096E-02,4.5188857937E-01
-2.0092E-02,4.3560244502E-01
-2.0088E-02,4.1739069444E-01
-2.0084E-02,4.1818285445E-01
-2.0080E-02,4.1522092329E-01
-2.0076E-02,3.9801432158E-01
-2.0072E-02,3.8445126112E-01
-2.0068E-02,4.0093686599E-01
-2.0064E-02,3.5563688875E-01
-2.0060E-02,3.5650724529E-01
-2.0056E-02,3.4727656026E-01
-2.0052E-02,3.4299834877E-01
-2.0048E-02,3.2229983048E-01
-2.0044E-02,3.3489257502E-01
-2.0040E-02,3.1045997841E-01
-2.0036E-02,2.9883785495E-01
-2.0032E-02,2.8863521846E-01
-2.0028E-02,2.8921596796E-01
-2.0024E-02,2.7562727273E-01
-2.0020E-02,2.5743980747E-01
-2.0016E-02,2.6777767975E-01
-2.0012E-02,2.5418544162E-01
-2.0008E-02,2.5812308649E-01
-2.0004E-02,2.4181450265E-01
-2.0000E-02,2.3743602660E-01
-1.9996E-02,2.2326647221E-01
-1.9992E-02,2.2219196261E-01
-1.9988E-02,2.1563744501E-01
-1.9984E-02,2.1107920136E-01
-1.9980E-02,2.0852707835E-01
-1.9976E-02,2.0181301581E-01
-1.9972E-02,2.0018649092E-01
-1.9968E-02,1.9135383140E-01
