[s],CH4[V]
-2.0836E-02,9.0830380883E-02
-2.0832E-02,9.1143543680E-02
-2.0828E-02,9.0449745630E-02
-2.0824E-02,9.3872883219E-02
-2.0820E-02,9.5837223385E-02
-2.0816E-02,1.0226092548E-01
-2.0812E-02,1.0327037065E-01
-2.0808E-02,1.0374160496E-01
-2.0804E-02,1.0801428038E-01
-2.0800E-02,9.7259790721E-02
-2.0796E-02,1.1225772568E-01
-2.0792E-02,1.1211211392E-01
-2.0788E-02,1.1335310644E-01
-2.0784E-02,1.1756031689E-01
-2.0780E-02,1.1756030735E-01
-2.0776E-02,1.2399759930E-01
-2.0772E-02,1.2332722826E-01
-2.0768E-02,1.2751485501E-01
-2.0764E-02,1.2626762069E-01
-2.0760E-02,1.3804968487E-01
-2.0756E-02,1.3520136969E-01
-2.0752E-02,1.4693496337E-01
-2.0748E-02,1.4725773920E-01
-2.0744E-02,1.4859769450E-01
-2.0740E-02,1.4670693985E-01
-2.0736E-02,1.5375634765E-01
-2.0732E-02,1.6407885623E-01
-2.0728E-02,1.6409903121E-01
-2.0724E-02,1.7160666520E-01
-2.0720E-02,1.7276120238E-01
-2.0716E-02,1.7022726117E-01
-2.0712E-02,1.4566355818E-01
-2.0708E-02,1.5103142839E-01
-2.0704E-02,1.9155114661E-01
-2.0700E-02,1.9092621815E-01
-2.0696E-02,2.0418016415E-01
-2.0692E-02,2.1604089215E-01
-2.0688E-02,2.1188677275E-01
-2.0684E-02,2.2100265447E-01
-2.0680E-02,2.2436946806E-01
-2.0676E-02,2.3701399712E-01
-2.0672E-02,2.4266104594E-01
-2.0668E-02,2.5565722809E-01
-2.0664E-02,2.5439154971E-01
-2.0660E-02,2.6725151380E-01
-2.0656E-02,2.6537951791E-01
-2.0652E-02,2.8927823812E-01
-2.0648E-02,3.3615173027E-01
-2.0644E-02,3.7296247564E-01
-2.0640E-02,4.1381887903E-01
-2.0636E-02,4.2940539315E-01
-2.0632E-02,4.8945275128E-01
