[s],CH4[V]
-2.0836E-02,-8.2667591211E-03
-2.0832E-02,-4.5348217961E-03
-2.0828E-02,-9.9956132618E-03
-2.0824E-02,-9.3123533131E-03
-2.0820E-02,-1.2295222395E-02
-2.0816E-02,-7.7510120623E-03
-2.0812E-02,-9.4987489541E-03
-2.0808E-02,-8.5174276412E-03
-2.0804E-02,-7.7412798161E-03
-2.0800E-02,-1.0367050326E-02
-2.0796E-02,-7.3502399765E-03
-2.0792E-02,-8.7362672817E-03
-2.0788E-02,-8.6539365798E-03
-2.0784E-02,-1.1232776778E-02
-2.0780E-02,-1.2917656997E-02
-2.0776E-02,-1.1557393203E-02
-2.0772E-02,-1.0371437228E-02
-2.0768E-02,-1.2272863501E-02
-2.0764E-02,-7.7674247969E-03
-2.0760E-02,-9.2277957817E-03
-2.0756E-02,-7.4773838336E-03
-2.0752E-02,-9.7462465071E-03
-2.0748E-02,-9.8910190335E-03
-2.0744E-02,-8.5085966172E-03
-2.0740E-02,-6.1943676574E-03
-2.0736E-02,-9.0559722840E-03
-2.0732E-02,-1.1209621566E-02
-2.0728E-02,-9.0884782723E-03
-2.0724E-02,-1.1995458722E-02
-2.0720E-02,-1.0873899604E-02
-2.0716E-02,-7.8900482378E-03
-2.0712E-02,-6.9803764747E-03
-2.0708E-02,-6.0294010778E-03
-2.0704E-02,-1.2589655028E-02
-2.0700E-02,-8.3721592042E-03
-2.0696E-02,-6.3631346290E-03
-2.0692E-02,-9.1860868364E-03
-2.0688E-02,-1.2924976447E-02
-2.0684E-02,-9.5289470506E-03
-2.0680E-02,-9.0984680106E-03
-2.0676E-02,-8.2334711198E-03
-2.0672E-02,-6.6626169679E-03
-2.0668E-02,-1.0094885988E-02
-2.0664E-02,-7.2261526456E-03
-2.0660E-02,-7.9853298366E-03
-2.0656E-02,-1.1542382369E-02
-2.0652E-02,-9.0682174619E-03
-2.0648E-02,-6.8552401020E-03
-2.0644E-02,-8.4718277048E-03
-2.0640E-02,-6.0109236384E-03
-2.0636E-02,-8.1246759562E-03
-2.0632E-02,-1.0379376567E-02
-2.0628E-02,-8.3484651663E-03
-2.0624E-02,-9.0801717692E-03
-2.0620E-02,-9.3403388853E-03
-2.0616E-02,-3.2678178113E-03
-2.0612E-02,-8.2554294705E-03
-2.0608E-02,-9.7049190316E-03
-2.0604E-02,-5.9124901460E-03
-2.0600E-02,-5.4498245985E-03
-2.0596E-02,-6.8246319255E-03
-2.0592E-02,-9.4115163663E-03
-2.0588E-02,-7.7041961912E-03
-2.0584E-02,-8.2917501560E-03
-2.0580E-02,-4.9546006105E-03
-2.0576E-02,-9.5098592596E-03
-2.0572E-02,-7.1439936051E-03
