[s],CH4[V]
-2.0836E-02,8.0191716270E-01
-2.0832E-02,8.4181625830E-01
-2.0828E-02,8.6125259820E-01
-2.0824E-02,8.9409473766E-01
-2.0820E-02,9.0516488874E-01
-2.0816E-02,9.5460090372E-01
-2.0812E-02,9.8344224123E-01
-2.0808E-02,1.0090569028E+00
-2.0804E-02,1.0211140925E+00
-2.0800E-02,1.0750552792E+00
-2.0796E-02,1.0922485247E+00
-2.0792E-02,1.1391897944E+00
-2.0788E-02,1.1557667565E+00
-2.0784E-02,1.1942121283E+00
-2.0780E-02,1.2171957026E+00
-2.0776E-02,1.2452766995E+00
-2.0772E-02,1.2813742347E+00
-2.0768E-02,1.3439840012E+00
-2.0764E-02,1.3669999385E+00
-2.0760E-02,1.4173361362E+00
-2.0756E-02,1.4317359457E+00
-2.0752E-02,1.4914232823E+00
-2.0748E-02,1.5195834818E+00
-2.0744E-02,1.5526438458E+00
-2.0740E-02,1.5994034310E+00
-2.0736E-02,1.6300615515E+00
-2.0732E-02,1.6656768613E+00
-2.0728E-02,1.7151442665E+00
-2.0724E-02,1.7421106756E+00
-2.0720E-02,1.8391939130E+00
-2.0716E-02,1.8160049887E+00
-2.0712E-02,1.8646118936E+00
-2.0708E-02,1.8935721829E+00
-2.0704E-02,1.9293836349E+00
-2.0700E-02,1.9650408159E+00
-2.0696E-02,2.0276559945E+00
-2.0692E-02,2.0562971748E+00
-2.0688E-02,2.0534640040E+00
-2.0684E-02,2.1142404986E+00
-2.0680E-02,2.1250406168E+00
-2.0676E-02,2.2137041547E+00
-2.0672E-02,2.1849824270E+00
-2.0668E-02,2.2083535317E+00
-2.0664E-02,2.2808208143E+00
-2.0660E-02,2.2871244249E+00
-2.0656E-02,2.3833428371E+00
-2.0652E-02,2.3787747372E+00
-2.0648E-02,2.3867314612E+00
-2.0644E-02,2.4702552669E+00
-2.0640E-02,2.4408891271E+00
-2.0636E-02,2.4805710949E+00
-2.0632E-02,2.5393425513E+00
-2.0628E-02,2.5128851993E+00
-2.0624E-02,2.6082684884E+00
-2.0620E-02,2.5744775336E+00
-2.0616E-02,2.5610759063E+00
-2.0612E-02,2.6004795348E+00
-2.0608E-02,2.6272728949E+00
-2.0604E-02,2.6722322054E+00
