[s],CH4[V]
-2.0836E-02,-4.1100266548E-03
-2.0832E-02,-6.4686300796E-03
-2.0828E-02,-6.8116571868E-03
-2.0824E-02,-3.0586388914E-03
-2.0820E-02,-1.6124585801E-03
-2.0816E-02,-4.8068859990E-03
-2.0812E-02,-4.4687512409E-03
-2.0808E-02,-8.1660368104E-03
-2.0804E-02,-4.9021389876E-03
-2.0800E-02,-1.7818406717E-03
-2.0796E-02,-2.5472644293E-03
-2.0792E-02,-7.6964905029E-03
-2.0788E-02,-6.3942196427E-03
-2.0784E-02,-7.3590853056E-03
-2.0780E-02,-5.1657154892E-03
-2.0776E-02,-6.0651495588E-03
-2.0772E-02,-4.0989878748E-03
-2.0768E-02,-7.0362093363E-03
-2.0764E-02,-6.4174892955E-03
-2.0760E-02,-3.9348509919E-03
-2.0756E-02,-8.6460401566E-03
-2.0752E-02,-6.4502003238E-03
-2.0748E-02,-8.6894037268E-03
-2.0744E-02,-6.8057205643E-03
-2.0740E-02,-5.3851797864E-03
-2.0736E-02,-6.2033512693E-03
-2.0732E-02,-6.4891531504E-03
-2.0728E-02,-6.8144752943E-03
-2.0724E-02,-6.0352375645E-03
-2.0720E-02,-7.0301964198E-03
-2.0716E-02,-6.6384794715E-03
-2.0712E-02,-8.2864524953E-03
-2.0708E-02,-6.0670950543E-03
-2.0704E-02,-7.3617555936E-03
-2.0700E-02,-9.2586662187E-03
-2.0696E-02,-9.2222263239E-03
-2.0692E-02,-9.6257879069E-03
-2.0688E-02,-7.0143129745E-03
-2.0684E-02,-1.0624504239E-02
-2.0680E-02,-6.4427712010E-03
-2.0676E-02,-8.6165906944E-03
-2.0672E-02,-8.2109262595E-03
-2.0668E-02,-4.8313668181E-03
-2.0664E-02,-6.5959455979E-03
-2.0660E-02,-1.1829166535E-02
-2.0656E-02,-8.8771869639E-03
-2.0652E-02,-7.5960161475E-03
-2.0648E-02,-5.6732561807E-03
-2.0644E-02,-9.1746522816E-03
-2.0640E-02,-7.1066143411E-03
-2.0636E-02,-8.1944419993E-03
-2.0632E-02,-7.3659803708E-03
-2.0628E-02,-6.3887980043E-03
-2.0624E-02,-1.3508744325E-02
-2.0620E-02,-1.0100908441E-02
-2.0616E-02,-9.6617461962E-03
-2.0612E-02,-8.0078174765E-03
-2.0608E-02,-1.2559671508E-02
-2.0604E-02,-7.3594143233E-03
-2.0600E-02,-7.0093824784E-03
-2.0596E-02,-1.1620717176E-02
-2.0592E-02,-1.1500730645E-02
-2.0588E-02,-5.6855108954E-03
-2.0584E-02,-1.1679191715E-02
-2.0580E-02,-1.2024808048E-02
-2.0576E-02,-8.2555486797E-03
-2.0572E-02,-1.0818457749E-02
-2.0568E-02,-9.4979192574E-03
-2.0564E-02,-9.7594501278E-03
-2.0560E-02,-8.9196397751E-03
-2.0556E-02,-1.1673083432E-02
-2.0552E-02,-1.2035207867E-02
-2.0548E-02,-1.2119875070E-02
-2.0544E-02,-1.1842789772E-02
-2.0540E-02,-9.2601587189E-03
-2.0536E-02,-1.3744835933E-02
-2.0532E-02,-8.6160041847E-03
-2.0528E-02,-8.1645443101E-03
-2.0524E-02,-1.1378641261E-02
-2.0520E-02,-6.8764116714E-03
-2.0516E-02,-1.1928205611E-02
-2.0512E-02,-1.0090832872E-02
-2.0508E-02,-1.1370062961E-02
-2.0504E-02,-1.0399437105E-02
-2.0500E-02,-9.0933229378E-03
-2.0496E-02,-9.5906307040E-03
-2.0492E-02,-1.0921082640E-02
-2.0488E-02,-7.6949836975E-03
-2.0484E-02,-9.8838092558E-03
-2.0480E-02,-9.3667032112E-03
-2.0476E-02,-8.3893491833E-03
-2.0472E-02,-8.3688833330E-03
-2.0468E-02,-9.7237397938E-03
-2.0464E-02,-9.5807649435E-03
-2.0460E-02,-8.6231519735E-03
-2.0456E-02,-6.8357374627E-03
-2.0452E-02,-1.0591330679E-02
-2.0448E-02,-7.1980907795E-03
-2.0444E-02,-1.0285616078E-02
-2.0440E-02,-1.3505601968E-02
-2.0436E-02,-1.1660814412E-02
-2.0432E-02,-1.0533843192E-02
-2.0428E-02,-9.3263866304E-03
-2.0424E-02,-1.1623382696E-02
-2.0420E-02,-8.0768110434E-03
-2.0416E-02,-9.5033504326E-03
-2.0412E-02,-9.6754934112E-03
-2.0408E-02,-8.7436153421E-03
-2.0404E-02,-1.0498714599E-02
-2.0400E-02,-1.0016803905E-02
-2.0396E-02,-7.2894480086E-03
-2.0392E-02,-1.1018667362E-02
-2.0388E-02,-9.6181155972E-03
-2.0384E-02,-8.0133726293E-03
-2.0380E-02,-9.1002895285E-03
-2.0376E-02,-1.0157485168E-02
-2.0372E-02,-9.3152763248E-03
-2.0368E-02,-1.1484332215E-02
-2.0364E-02,-1.2219376678E-02
-2.0360E-02,-8.0403854537E-03
-2.0356E-02,-1.0815534737E-02
-2.0352E-02,-1.0818281319E-02
-2.0348E-02,-9.2592336549E-03
-2.0344E-02,-1.1239476340E-02
-2.0340E-02,-1.0206151168E-02
-2.0336E-02,-1.1437916887E-02
-2.0332E-02,-1.1555504928E-02
-2.0328E-02,-1.2100019572E-02
-2.0324E-02,-8.0058910544E-03
-2.0320E-02,-1.0096583528E-02
-2.0316E-02,-9.5030404884E-03
-2.0312E-02,-1.0953617238E-02
-2.0308E-02,-8.8457586275E-03
-2.0304E-02,-1.3440113154E-02
-2.0300E-02,-8.2371189240E-03
-2.0296E-02,-9.7941829456E-03
-2.0292E-02,-1.0505995903E-02
-2.0288E-02,-1.2102537272E-02
-2.0284E-02,-1.1009278438E-02
-2.0280E-02,-7.4361612621E-03
-2.0276E-02,-1.0007047817E-02
-2.0272E-02,-8.0955364381E-03
-2.0268E-02,-9.8461820365E-03
-2.0264E-02,-9.1046049047E-03
-2.0260E-02,-1.0616350324E-02
-2.0256E-02,-1.0763340143E-02
-2.0252E-02,-8.0010320839E-03
-2.0248E-02,-7.2283556332E-03
-2.0244E-02,-1.0943250799E-02
-2.0240E-02,-8.9031507466E-03
-2.0236E-02,-1.0141396683E-02
-2.0232E-02,-9.7640611430E-03
-2.0228E-02,-1.0517616424E-02
-2.0224E-02,-8.0373384643E-03
-2.0220E-02,-8.6387016329E-03
-2.0216E-02,-1.1142859597E-02
-2.0212E-02,-1.1129384179E-02
-2.0208E-02,-1.1162500519E-02
-2.0204E-02,-1.1125502725E-02
-2.0200E-02,-8.6587335615E-03
-2.0196E-02,-8.3049871552E-03
-2.0192E-02,-1.0757231859E-02
-2.0188E-02,-7.3441746080E-03
-2.0184E-02,-1.1952791334E-02
-2.0180E-02,-1.2678041562E-02
-2.0176E-02,-1.1340861454E-02
-2.0172E-02,-9.1198017046E-03
-2.0168E-02,-7.3934604956E-03
-2.0164E-02,-1.1129393716E-02
-2.0160E-02,-1.0676655918E-02
-2.0156E-02,-8.3017494310E-03
-2.0152E-02,-1.2010002255E-02
-2.0148E-02,-9.3589498392E-03
-2.0144E-02,-7.5837232858E-03
-2.0140E-02,-8.7499572762E-03
-2.0136E-02,-5.5866387129E-03
-2.0132E-02,-1.1687479145E-02
-2.0128E-02,-9.5259763552E-03
-2.0124E-02,-1.0975814007E-02
-2.0120E-02,-7.6177837633E-03
-2.0116E-02,-1.1596894392E-02
-2.0112E-02,-1.2117576715E-02
-2.0108E-02,-9.4089176039E-03
-2.0104E-02,-1.2234578246E-02
-2.0100E-02,-1.0769815591E-02
-2.0096E-02,-1.2032919048E-02
-2.0092E-02,-1.2659888372E-02
-2.0088E-02,-9.8806573623E-03
-2.0084E-02,-1.2163543816E-02
-2.0080E-02,-9.8590757130E-03
-2.0076E-02,-9.7229768543E-03
-2.0072E-02,-8.4739400933E-03
-2.0068E-02,-7.1031668085E-03
-2.0064E-02,-1.0753021387E-02
-2.0060E-02,-9.4501449436E-03
-2.0056E-02,-1.0503058586E-02
-2.0052E-02,-1.0901289130E-02
-2.0048E-02,-1.1773152475E-02
-2.0044E-02,-1.1892600181E-02
-2.0040E-02,-7.1955969212E-03
-2.0036E-02,-1.1663375027E-02
-2.0032E-02,-1.1003990314E-02
-2.0028E-02,-1.2028555988E-02
-2.0024E-02,-9.8643781421E-03
-2.0020E-02,-9.2063810254E-03
-2.0016E-02,-1.0847597267E-02
-2.0012E-02,-9.8327113871E-03
-2.0008E-02,-1.2864942650E-02
-2.0004E-02,-1.3550419892E-02
-2.0000E-02,-1.0854430343E-02
-1.9996E-02,-1.2286810987E-02
-1.9992E-02,-1.0474314843E-02
-1.9988E-02,-1.0749740747E-02
-1.9984E-02,-8.9890291168E-03
-1.9980E-02,-8.3558513737E-03
-1.9976E-02,-1.2541298973E-02
-1.9972E-02,-7.5081112193E-03
-1.9968E-02,-6.3710691992E-03
-1.9964E-02,-1.1698718197E-02
-1.9960E-02,-8.6904623053E-03
-1.9956E-02,-8.0444194959E-03
-1.9952E-02,-9.8406554940E-03
-1.9948E-02,-9.6892406262E-03
-1.9944E-02,-9.6468498037E-03
-1.9940E-02,-1.0524716529E-02
-1.9936E-02,-8.4909059590E-03
-1.9932E-02,-7.9460575291E-03
-1.9928E-02,-8.6771728540E-03
-1.9924E-02,-1.0994057797E-02
-1.9920E-02,-7.4449922861E-03
-1.9916E-02,-7.8675319877E-03
-1.9912E-02,-7.5078298854E-03
-1.9908E-02,-1.1528339515E-02
-1.9904E-02,-7.3631241163E-03
-1.9900E-02,-9.4732763137E-03
-1.9896E-02,-9.9407150010E-03
-1.9892E-02,-8.7001707096E-03
-1.9888E-02,-7.2599413259E-03
-1.9884E-02,-8.4166385733E-03
-1.9880E-02,-9.2410900014E-03
-1.9876E-02,-4.8823073306E-03
-1.9872E-02,-5.5456402549E-03
-1.9868E-02,-8.1272318033E-03
-1.9864E-02,-9.7802926795E-03
-1.9860E-02,-8.0181743793E-03
-1.9856E-02,-8.3627559756E-03
-1.9852E-02,-8.5192110121E-03
-1.9848E-02,-3.6642363739E-03
-1.9844E-02,-5.0178101428E-03
-1.9840E-02,-6.8455936865E-03
-1.9836E-02,-3.9936783908E-03
-1.9832E-02,-5.9701635990E-03
-1.9828E-02,-6.8020155396E-03
-1.9824E-02,-3.1858542740E-03
-1.9820E-02,-7.2313501705E-03
-1.9816E-02,-5.3441241080E-03
-1.9812E-02,-6.1946632964E-03
-1.9808E-02,-7.6958849197E-03
-1.9804E-02,-6.5092566045E-03
-1.9800E-02,-3.1733086887E-03
-1.9796E-02,-6.0391810077E-03
-1.9792E-02,-6.6792204374E-03
-1.9788E-02,-2.9598716131E-03
-1.9784E-02,-3.2794907847E-03
-1.9780E-02,-2.4685624581E-03
-1.9776E-02,-4.0469792471E-03
-1.9772E-02,-7.0053961198E-03
-1.9768E-02,-4.0601018054E-03
-1.9764E-02,-4.1774418907E-03
-1.9760E-02,-2.3940948008E-03
-1.9756E-02,-1.7681316037E-03
-1.9752E-02,-4.0715554337E-03
-1.9748E-02,-6.4492180393E-03
-1.9744E-02,-4.6842577897E-03
-1.9740E-02,-2.9558041922E-03
-1.9736E-02,-2.5572732410E-03
-1.9732E-02,-3.5908368318E-03
-1.9728E-02,-2.6605513988E-03
-1.9724E-02,-4.4957211500E-03
-1.9720E-02,-4.6637776342E-03
-1.9716E-02,-2.4347785462E-03
-1.9712E-02,-3.2900908745E-03
-1.9708E-02,-3.4851697199E-03
-1.9704E-02,-2.3379712444E-05
