Model,DPO2002B
Firmware Version,1.52

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.001,,,
Sample Interval,1.92012e-06,,,
Filter Frequency,7e+07,,,
Record Length,5208,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,0.5,,0.05,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
-2.034e-03,-0.56,-0.6,-0.003,-0.011
-2.032e-03,-0.56,-0.54,-0.005,0.000999998
-2.030e-03,-0.56,-0.6,-0.003,-0.009
-2.028e-03,-0.56,-0.54,-0.005,0.003
-2.026e-03,-0.56,-0.6,-0.007,-0.009
-2.024e-03,-0.56,-0.54,-0.001,0.000999998
-2.022e-03,-0.56,-0.6,-0.007,-0.009
-2.020e-03,-0.54,-0.54,-0.001,0.003
-2.018e-03,-0.56,-0.6,-0.005,-0.009
-2.016e-03,-0.56,-0.52,-0.003,0.000999998
-2.014e-03,-0.56,-0.58,-0.007,-0.009
-2.012e-03,-0.56,-0.54,-0.003,0.003
-2.011e-03,-0.56,-0.58,-0.003,-0.011
-2.009e-03,-0.54,-0.54,-0.005,0.000999998
-2.007e-03,-0.56,-0.58,-0.005,-0.009
-2.005e-03,-0.56,-0.54,-0.003,0.000999998
-2.003e-03,-0.56,-0.58,-0.005,-0.011
-2.001e-03,-0.56,-0.54,-0.001,0.000999998
-1.999e-03,-0.54,-0.58,-0.007,-0.011
-1.997e-03,-0.56,-0.52,-0.003,0.003
-1.995e-03,-0.54,-0.58,-0.005,-0.009
-1.993e-03,-0.54,-0.52,-0.005,0.003
-1.991e-03,-0.54,-0.58,-0.003,-0.009
-1.989e-03,-0.56,-0.52,-0.007,0.003
-1.988e-03,-0.56,-0.58,-0.005,-0.009
-1.986e-03,-0.54,-0.52,-0.003,0.000999998
-1.984e-03,-0.54,-0.58,-0.005,-0.009
-1.982e-03,-0.54,-0.52,-0.003,0.000999998
-1.980e-03,-0.54,-0.58,-0.001,-0.009
-1.978e-03,-0.54,-0.52,-0.003,0.000999998
-1.976e-03,-0.54,-0.58,-0.005,-0.011
-1.974e-03,-0.54,-0.52,-0.007,0.000999998
-1.972e-03,-0.54,-0.58,-0.003,-0.009
-1.970e-03,-0.54,-0.52,-0.003,0.003
-1.968e-03,-0.54,-0.58,-0.007,-0.011
-1.966e-03,-0.54,-0.52,-0.003,0.003
-1.964e-03,-0.56,-0.58,-0.003,-0.009
-1.963e-03,-0.56,-0.52,-0.003,0.000999998
-1.961e-03,-0.56,-0.58,-0.003,-0.011
-1.959e-03,-0.54,-0.52,-0.003,0.003
-1.957e-03,-0.54,-0.58,-0.003,-0.009
-1.955e-03,-0.54,-0.52,-0.005,0.003
-1.953e-03,-0.54,-0.56,-0.005,-0.009
-1.951e-03,-0.54,-0.5,-0.003,0.000999998
-1.949e-03,-0.54,-0.56,-0.003,-0.009
-1.947e-03,-0.54,-0.5,-0.005,0.000999998
-1.945e-03,-0.52,-0.58,-0.005,-0.011
-1.943e-03,-0.54,-0.52,-0.003,0.000999998
-1.941e-03,-0.54,-0.56,-0.003,-0.011
-1.940e-03,-0.52,-0.5,-0.001,0.003
-1.938e-03,-0.52,-0.56,-0.003,-0.009
-1.936e-03,-0.54,-0.5,-0.005,0.003
-1.934e-03,-0.54,-0.56,-0.005,-0.009
-1.932e-03,-0.52,-0.5,-0.001,0.003
-1.930e-03,-0.52,-0.56,-0.003,-0.009
-1.928e-03,-0.54,-0.5,-0.003,0.000999998
-1.926e-03,-0.52,-0.56,-0.005,-0.011
-1.924e-03,-0.52,-0.5,-0.005,0.003
-1.922e-03,-0.52,-0.56,-0.003,-0.009
-1.920e-03,-0.52,-0.5,-0.005,0.000999998
-1.918e-03,-0.54,-0.56,-0.005,-0.009
-1.916e-03,-0.54,-0.5,-0.003,0.003
-1.915e-03,-0.52,-0.56,-0.009,-0.009
-1.913e-03,-0.52,-0.5,-0.003,0.003
-1.911e-03,-0.52,-0.56,-0.003,-0.009
-1.909e-03,-0.52,-0.5,-0.001,0.000999998
-1.907e-03,-0.52,-0.56,-0.003,-0.009
-1.905e-03,-0.52,-0.5,-0.003,0.000999998
-1.903e-03,-0.52,-0.56,-0.001,-0.009
-1.901e-03,-0.52,-0.5,-0.003,0.003
-1.899e-03,-0.5,-0.56,-0.003,-0.009
-1.897e-03,-0.52,-0.5,-0.003,0.000999998
-1.895e-03,-0.5,-0.56,-0.005,-0.011
-1.893e-03,-0.52,-0.5,-0.003,0.000999998
-1.892e-03,-0.54,-0.56,-0.003,-0.009
-1.890e-03,-0.52,-0.5,-0.005,0.003
-1.888e-03,-0.52,-0.56,-0.001,-0.011
-1.886e-03,-0.52,-0.5,-0.003,0.000999998
-1.884e-03,-0.52,-0.56,-0.003,-0.011
-1.882e-03,-0.52,-0.5,-0.005,0.003
-1.880e-03,-0.52,-0.56,-0.005,-0.011
-1.878e-03,-0.52,-0.48,-0.003,0.000999998
-1.876e-03,-0.52,-0.54,-0.005,-0.009
-1.874e-03,-0.5,-0.48,-0.003,0.000999998
-1.872e-03,-0.5,-0.54,-0.005,-0.009
-1.870e-03,-0.52,-0.48,-0.005,0.005
-1.868e-03,-0.5,-0.54,-0.003,-0.011
-1.867e-03,-0.52,-0.48,-0.007,0.003
-1.865e-03,-0.54,-0.54,-0.003,-0.009
-1.863e-03,-0.5,-0.48,-0.003,0.000999998
-1.861e-03,-0.5,-0.54,-0.003,-0.009
-1.859e-03,-0.5,-0.48,-0.003,0.003
-1.857e-03,-0.5,-0.54,-0.003,-0.009
-1.855e-03,-0.5,-0.48,-0.001,0.000999998
-1.853e-03,-0.5,-0.54,-0.003,-0.011
-1.851e-03,-0.5,-0.48,-0.005,0.000999998
-1.849e-03,-0.5,-0.54,-0.005,-0.011
-1.847e-03,-0.5,-0.48,-0.001,0.000999998
-1.845e-03,-0.5,-0.54,-0.005,-0.011
-1.844e-03,-0.52,-0.48,-0.005,0.000999998
-1.842e-03,-0.52,-0.54,-0.005,-0.009
-1.840e-03,-0.5,-0.48,-0.003,0.000999998
-1.838e-03,-0.5,-0.54,-0.001,-0.009
-1.836e-03,-0.5,-0.48,-0.009,0.000999998
-1.834e-03,-0.5,-0.54,-0.003,-0.011
-1.832e-03,-0.5,-0.48,-0.005,0.003
-1.830e-03,-0.52,-0.54,-0.001,-0.009
-1.828e-03,-0.5,-0.46,-0.001,0.000999998
-1.826e-03,-0.48,-0.54,-0.003,-0.011
-1.824e-03,-0.5,-0.48,-0.003,0.000999998
-1.822e-03,-0.5,-0.54,-0.003,-0.009
-1.820e-03,-0.5,-0.48,-0.003,0.003
-1.819e-03,-0.5,-0.52,-0.003,-0.009
-1.817e-03,-0.5,-0.48,-0.005,0.000999998
-1.815e-03,-0.5,-0.54,-0.003,-0.009
-1.813e-03,-0.5,-0.48,-0.007,0.003
-1.811e-03,-0.48,-0.52,-0.001,-0.009
-1.809e-03,-0.5,-0.48,-0.001,0.000999998
-1.807e-03,-0.5,-0.54,-0.003,-0.011
-1.805e-03,-0.48,-0.46,-0.007,0.003
-1.803e-03,-0.5,-0.52,-0.003,-0.009
-1.801e-03,-0.5,-0.48,-0.005,0.003
-1.799e-03,-0.5,-0.52,-0.003,-0.011
-1.797e-03,-0.5,-0.46,-0.005,0.003
-1.796e-03,-0.5,-0.52,-0.003,-0.009
-1.794e-03,-0.48,-0.46,-0.003,0.000999998
-1.792e-03,-0.48,-0.52,-0.005,-0.011
-1.790e-03,-0.5,-0.46,-0.005,0.000999998
-1.788e-03,-0.5,-0.52,-0.003,-0.011
-1.786e-03,-0.48,-0.46,-0.005,0.000999998
-1.784e-03,-0.5,-0.52,-0.009,-0.011
-1.782e-03,-0.5,-0.46,-0.005,0.000999998
-1.780e-03,-0.5,-0.52,0.000999998,-0.009
-1.778e-03,-0.48,-0.46,-0.003,0.003
-1.776e-03,-0.48,-0.52,-0.003,-0.011
-1.774e-03,-0.48,-0.46,-0.003,0.000999998
-1.772e-03,-0.5,-0.52,-0.003,-0.009
-1.771e-03,-0.48,-0.44,-0.003,0.003
-1.769e-03,-0.48,-0.52,-0.005,-0.009
-1.767e-03,-0.48,-0.46,-0.003,0.003
-1.765e-03,-0.48,-0.52,-0.005,-0.011
-1.763e-03,-0.48,-0.44,-0.001,0.000999998
-1.761e-03,-0.46,-0.52,-0.005,-0.011
-1.759e-03,-0.46,-0.44,-0.003,0.003
-1.757e-03,-0.48,-0.52,-0.003,-0.009
-1.755e-03,-0.5,-0.46,-0.003,0.000999998
-1.753e-03,-0.48,-0.5,-0.003,-0.009
-1.751e-03,-0.48,-0.46,-0.007,0.003
-1.749e-03,-0.5,-0.52,-0.005,-0.009
-1.748e-03,-0.48,-0.44,-0.005,0.003
-1.746e-03,-0.48,-0.52,-0.005,-0.011
-1.744e-03,-0.48,-0.44,-0.005,0.003
-1.742e-03,-0.48,-0.5,-0.005,-0.011
-1.740e-03,-0.48,-0.44,-0.003,0.000999998
-1.738e-03,-0.48,-0.52,-0.001,-0.009
-1.736e-03,-0.46,-0.46,-0.007,0.003
-1.734e-03,-0.48,-0.52,-0.005,-0.011
-1.732e-03,-0.48,-0.44,-0.005,0.000999998
-1.730e-03,-0.48,-0.5,-0.003,-0.009
-1.728e-03,-0.46,-0.44,-0.005,0.000999998
-1.726e-03,-0.48,-0.5,-0.003,-0.009
-1.724e-03,-0.46,-0.44,-0.001,0.003
-1.723e-03,-0.46,-0.5,-0.001,-0.009
-1.721e-03,-0.46,-0.44,-0.003,0.003
-1.719e-03,-0.46,-0.5,-0.003,-0.009
-1.717e-03,-0.46,-0.44,-0.005,0.003
-1.715e-03,-0.46,-0.52,-0.005,-0.009
-1.713e-03,-0.48,-0.44,-0.003,0.003
-1.711e-03,-0.46,-0.5,-0.001,-0.009
-1.709e-03,-0.48,-0.44,-0.005,0.000999998
-1.707e-03,-0.46,-0.5,-0.003,-0.011
-1.705e-03,-0.46,-0.44,-0.001,0.000999998
-1.703e-03,-0.46,-0.5,-0.003,-0.011
-1.701e-03,-0.46,-0.44,-0.001,0.000999998
-1.700e-03,-0.48,-0.5,-0.007,-0.009
-1.698e-03,-0.46,-0.44,-0.003,0.003
-1.696e-03,-0.46,-0.5,-0.009,-0.009
-1.694e-03,-0.46,-0.44,-0.003,0.003
-1.692e-03,-0.46,-0.5,-0.001,-0.009
-1.690e-03,-0.46,-0.44,-0.005,0.003
-1.688e-03,-0.46,-0.5,-0.003,-0.009
-1.686e-03,-0.46,-0.42,-0.003,0.003
-1.684e-03,-0.46,-0.5,-0.005,-0.011
-1.682e-03,-0.44,-0.44,-0.001,0.003
-1.680e-03,-0.44,-0.48,-0.003,-0.009
-1.678e-03,-0.46,-0.42,-0.003,0.000999998
-1.676e-03,-0.44,-0.5,-0.003,-0.009
-1.675e-03,-0.44,-0.42,-0.005,0.003
-1.673e-03,-0.44,-0.5,-0.003,-0.011
-1.671e-03,-0.44,-0.44,-0.003,0.000999998
-1.669e-03,-0.44,-0.5,-0.003,-0.011
-1.667e-03,-0.44,-0.44,-0.005,0.000999998
-1.665e-03,-0.44,-0.48,-0.001,-0.009
-1.663e-03,-0.46,-0.42,-0.005,0.003
-1.661e-03,-0.44,-0.48,-0.003,-0.009
-1.659e-03,-0.46,-0.42,-0.003,0.000999998
-1.657e-03,-0.46,-0.48,-0.003,-0.009
-1.655e-03,-0.46,-0.42,-0.003,0.000999998
-1.653e-03,-0.44,-0.48,-0.003,-0.011
-1.652e-03,-0.44,-0.42,-0.001,0.003
-1.650e-03,-0.46,-0.48,-0.003,-0.011
-1.648e-03,-0.44,-0.42,-0.007,0.003
-1.646e-03,-0.44,-0.48,-0.009,-0.011
-1.644e-03,-0.46,-0.42,-0.005,0.000999998
-1.642e-03,-0.44,-0.48,-0.005,-0.009
-1.640e-03,-0.44,-0.42,-0.001,0.000999998
-1.638e-03,-0.44,-0.48,-0.003,-0.009
-1.636e-03,-0.44,-0.42,-0.005,0.003
-1.634e-03,-0.44,-0.48,-0.001,-0.011
-1.632e-03,-0.44,-0.42,-0.005,0.003
-1.630e-03,-0.44,-0.48,-0.007,-0.009
-1.628e-03,-0.44,-0.42,-0.003,0.003
-1.627e-03,-0.46,-0.48,-0.007,-0.009
-1.625e-03,-0.44,-0.42,-0.003,0.003
-1.623e-03,-0.44,-0.48,-0.003,-0.009
-1.621e-03,-0.44,-0.42,-0.007,0.003
-1.619e-03,-0.44,-0.48,-0.001,-0.009
-1.617e-03,-0.44,-0.4,-0.005,0.000999998
-1.615e-03,-0.44,-0.48,-0.003,-0.009
-1.613e-03,-0.44,-0.4,-0.005,0.003
-1.611e-03,-0.44,-0.48,-0.005,-0.009
-1.609e-03,-0.42,-0.42,-0.003,0.003
-1.607e-03,-0.44,-0.48,-0.005,-0.009
-1.605e-03,-0.44,-0.42,-0.005,0.003
-1.604e-03,-0.44,-0.48,-0.005,-0.009
-1.602e-03,-0.42,-0.4,-0.003,0.003
-1.600e-03,-0.44,-0.48,-0.007,-0.009
-1.598e-03,-0.44,-0.4,-0.005,0.003
-1.596e-03,-0.44,-0.48,-0.001,-0.011
-1.594e-03,-0.44,-0.4,-0.001,0.003
-1.592e-03,-0.42,-0.48,-0.007,-0.009
-1.590e-03,-0.42,-0.4,-0.005,0.000999998
-1.588e-03,-0.42,-0.46,-0.005,-0.009
-1.586e-03,-0.42,-0.4,-0.001,0.003
-1.584e-03,-0.42,-0.48,-0.005,-0.009
-1.582e-03,-0.44,-0.4,-0.005,0.000999998
-1.580e-03,-0.44,-0.48,-0.005,-0.009
-1.579e-03,-0.42,-0.4,-0.003,0.003
-1.577e-03,-0.42,-0.46,0.000999998,-0.009
-1.575e-03,-0.44,-0.4,-0.003,0.003
-1.573e-03,-0.44,-0.46,-0.003,-0.011
-1.571e-03,-0.42,-0.4,-0.005,0.003
-1.569e-03,-0.44,-0.46,-0.007,-0.009
-1.567e-03,-0.42,-0.4,-0.003,0.000999998
-1.565e-03,-0.42,-0.46,-0.003,-0.009
-1.563e-03,-0.44,-0.4,-0.001,0.005
-1.561e-03,-0.42,-0.46,-0.003,-0.009
-1.559e-03,-0.42,-0.4,-0.007,0.003
-1.557e-03,-0.42,-0.46,-0.003,-0.009
-1.555e-03,-0.42,-0.4,-0.001,0.003
-1.554e-03,-0.42,-0.46,-0.003,-0.009
-1.552e-03,-0.42,-0.4,-0.001,0.003
-1.550e-03,-0.42,-0.46,-0.003,-0.009
-1.548e-03,-0.44,-0.4,-0.003,0.003
-1.546e-03,-0.4,-0.46,-0.003,-0.009
-1.544e-03,-0.4,-0.38,-0.007,0.003
-1.542e-03,-0.4,-0.46,-0.005,-0.009
-1.540e-03,-0.42,-0.4,-0.005,0.003
-1.538e-03,-0.42,-0.46,-0.001,-0.009
-1.536e-03,-0.4,-0.4,-0.001,0.003
-1.534e-03,-0.42,-0.46,-0.003,-0.009
-1.532e-03,-0.42,-0.4,-0.003,0.000999998
-1.531e-03,-0.42,-0.46,-0.003,-0.011
-1.529e-03,-0.42,-0.4,-0.003,0.000999998
-1.527e-03,-0.42,-0.44,-0.007,-0.009
-1.525e-03,-0.4,-0.38,-0.003,0.003
-1.523e-03,-0.4,-0.46,-0.003,-0.009
-1.521e-03,-0.4,-0.38,-0.003,0.000999998
-1.519e-03,-0.4,-0.46,-0.003,-0.011
-1.517e-03,-0.4,-0.4,-0.003,0.003
-1.515e-03,-0.4,-0.44,-0.005,-0.009
-1.513e-03,-0.4,-0.38,-0.005,0.000999998
-1.511e-03,-0.42,-0.44,-0.003,-0.009
-1.509e-03,-0.4,-0.38,-0.005,0.003
-1.507e-03,-0.4,-0.44,-0.003,-0.009
-1.506e-03,-0.4,-0.38,-0.001,0.003
-1.504e-03,-0.42,-0.44,-0.003,-0.009
-1.502e-03,-0.4,-0.38,-0.003,0.003
-1.500e-03,-0.4,-0.44,-0.001,-0.009
-1.498e-03,-0.42,-0.38,-0.001,0.003
-1.496e-03,-0.4,-0.44,-0.007,-0.009
-1.494e-03,-0.4,-0.38,-0.005,0.003
-1.492e-03,-0.42,-0.44,-0.001,-0.009
-1.490e-03,-0.4,-0.38,-0.005,0.003
-1.488e-03,-0.4,-0.44,-0.003,-0.011
-1.486e-03,-0.4,-0.38,-0.003,0.003
-1.484e-03,-0.4,-0.44,-0.001,-0.009
-1.483e-03,-0.4,-0.38,-0.005,0.003
-1.481e-03,-0.4,-0.44,-0.003,-0.009
-1.479e-03,-0.4,-0.38,-0.003,0.003
-1.477e-03,-0.38,-0.44,-0.005,-0.009
-1.475e-03,-0.4,-0.38,-0.003,0.003
-1.473e-03,-0.4,-0.44,-0.003,-0.009
-1.471e-03,-0.4,-0.38,-0.003,0.003
-1.469e-03,-0.4,-0.44,-0.003,-0.009
-1.467e-03,-0.38,-0.38,-0.003,0.003
-1.465e-03,-0.4,-0.42,-0.005,-0.009
-1.463e-03,-0.38,-0.36,-0.001,0.005
-1.461e-03,-0.38,-0.42,-0.007,-0.009
-1.459e-03,-0.38,-0.38,-0.001,0.003
-1.458e-03,-0.4,-0.42,-0.005,-0.009
-1.456e-03,-0.4,-0.36,-0.005,0.003
-1.454e-03,-0.38,-0.42,-0.005,-0.009
-1.452e-03,-0.38,-0.36,-0.005,0.000999998
-1.450e-03,-0.4,-0.44,-0.003,-0.009
-1.448e-03,-0.4,-0.36,-0.003,0.003
-1.446e-03,-0.4,-0.42,-0.003,-0.009
-1.444e-03,-0.38,-0.36,-0.003,0.003
-1.442e-03,-0.4,-0.42,-0.001,-0.009
-1.440e-03,-0.4,-0.38,-0.001,0.003
-1.438e-03,-0.4,-0.42,-0.005,-0.009
-1.436e-03,-0.4,-0.36,-0.003,0.003
-1.435e-03,-0.38,-0.42,-0.003,-0.009
-1.433e-03,-0.38,-0.36,-0.007,0.003
-1.431e-03,-0.4,-0.42,-0.003,-0.009
-1.429e-03,-0.38,-0.36,-0.003,0.003
-1.427e-03,-0.4,-0.42,-0.001,-0.009
-1.425e-03,-0.38,-0.36,-0.003,0.003
-1.423e-03,-0.38,-0.42,-0.003,-0.009
-1.421e-03,-0.38,-0.36,-0.007,0.003
-1.419e-03,-0.38,-0.42,-0.003,-0.009
-1.417e-03,-0.38,-0.36,-0.005,0.003
-1.415e-03,-0.38,-0.44,-0.005,-0.009
-1.413e-03,-0.38,-0.36,-0.003,0.003
-1.411e-03,-0.4,-0.42,-0.003,-0.009
-1.410e-03,-0.38,-0.36,-0.005,0.005
-1.408e-03,-0.38,-0.42,-0.005,-0.009
-1.406e-03,-0.36,-0.36,-0.003,0.003
-1.404e-03,-0.36,-0.42,-0.003,-0.009
-1.402e-03,-0.36,-0.36,-0.001,0.003
-1.400e-03,-0.38,-0.42,-0.001,-0.009
-1.398e-03,-0.38,-0.36,-0.003,0.003
-1.396e-03,-0.38,-0.42,-0.003,-0.013
-1.394e-03,-0.38,-0.36,-0.005,0.003
-1.392e-03,-0.38,-0.42,-0.003,-0.009
-1.390e-03,-0.38,-0.34,-0.003,0.003
-1.388e-03,-0.36,-0.42,-0.003,-0.009
-1.387e-03,-0.38,-0.36,-0.005,0.003
-1.385e-03,-0.38,-0.42,-0.001,-0.009
-1.383e-03,-0.38,-0.36,-0.001,0.003
-1.381e-03,-0.36,-0.4,-0.005,-0.009
-1.379e-03,-0.36,-0.34,-0.003,0.003
-1.377e-03,-0.36,-0.4,-0.003,-0.009
-1.375e-03,-0.36,-0.34,-0.003,0.003
-1.373e-03,-0.36,-0.4,-0.005,-0.007
-1.371e-03,-0.36,-0.34,-0.003,0.003
-1.369e-03,-0.38,-0.4,-0.003,-0.009
-1.367e-03,-0.38,-0.34,-0.003,0.005
-1.365e-03,-0.36,-0.4,-0.003,-0.007
-1.363e-03,-0.36,-0.34,-0.005,0.005
-1.362e-03,-0.38,-0.4,-0.003,-0.007
-1.360e-03,-0.36,-0.34,-0.001,0.003
-1.358e-03,-0.36,-0.42,-0.005,-0.009
-1.356e-03,-0.38,-0.34,-0.005,0.005
-1.354e-03,-0.36,-0.4,-0.003,-0.009
-1.352e-03,-0.36,-0.34,-0.005,0.003
-1.350e-03,-0.36,-0.4,-0.001,-0.009
-1.348e-03,-0.36,-0.34,-0.005,0.005
-1.346e-03,-0.34,-0.4,-0.003,-0.009
-1.344e-03,-0.36,-0.34,-0.005,0.003
-1.342e-03,-0.36,-0.4,-0.003,-0.009
-1.340e-03,-0.36,-0.34,-0.005,0.003
-1.339e-03,-0.36,-0.4,-0.005,-0.007
-1.337e-03,-0.36,-0.34,-0.001,0.005
-1.335e-03,-0.36,-0.4,-0.001,-0.007
-1.333e-03,-0.36,-0.34,-0.001,0.005
-1.331e-03,-0.36,-0.4,-0.001,-0.007
-1.329e-03,-0.36,-0.34,-0.003,0.003
-1.327e-03,-0.36,-0.4,-0.003,-0.007
-1.325e-03,-0.34,-0.32,-0.001,0.005
-1.323e-03,-0.34,-0.38,-0.001,-0.007
-1.321e-03,-0.34,-0.32,-0.001,0.005
-1.319e-03,-0.34,-0.4,-0.003,-0.007
-1.317e-03,-0.36,-0.32,-0.001,0.005
-1.315e-03,-0.36,-0.4,-0.003,-0.007
-1.314e-03,-0.36,-0.32,-0.003,0.007
-1.312e-03,-0.36,-0.4,-0.001,-0.007
-1.310e-03,-0.34,-0.34,0.000999998,0.003
-1.308e-03,-0.36,-0.4,-0.001,-0.007
-1.306e-03,-0.36,-0.34,0.000999998,0.005
-1.304e-03,-0.34,-0.4,-0.001,-0.007
-1.302e-03,-0.34,-0.32,-0.001,0.007
-1.300e-03,-0.34,-0.4,-0.001,-0.007
-1.298e-03,-0.36,-0.32,-0.001,0.007
-1.296e-03,-0.34,-0.38,-0.001,-0.007
-1.294e-03,-0.36,-0.32,-0.001,0.005
-1.292e-03,-0.36,-0.38,-0.003,-0.005
-1.291e-03,-0.34,-0.32,0.000999998,0.007
-1.289e-03,-0.36,-0.4,-0.001,-0.007
-1.287e-03,-0.34,-0.32,-0.003,0.007
-1.285e-03,-0.34,-0.38,-0.001,-0.005
-1.283e-03,-0.34,-0.32,-0.001,0.007
-1.281e-03,-0.34,-0.38,0.000999998,-0.005
-1.279e-03,-0.34,-0.32,0.000999998,0.007
-1.277e-03,-0.34,-0.38,-0.001,-0.005
-1.275e-03,-0.36,-0.32,0.000999998,0.007
-1.273e-03,-0.34,-0.38,0.000999998,-0.005
-1.271e-03,-0.34,-0.32,0.000999998,0.007
-1.269e-03,-0.34,-0.38,0.003,-0.005
-1.267e-03,-0.34,-0.3,0.005,0.007
-1.266e-03,-0.34,-0.38,0.003,-0.003
-1.264e-03,-0.34,-0.32,0.000999998,0.009
-1.262e-03,-0.34,-0.38,0.000999998,-0.003
-1.260e-03,-0.34,-0.32,0.003,0.011
-1.258e-03,-0.34,-0.38,0.003,-0.001
-1.256e-03,-0.32,-0.32,0.000999998,0.009
-1.254e-03,-0.32,-0.38,0.007,-0.001
-1.252e-03,-0.34,-0.32,0.005,0.011
-1.250e-03,-0.32,-0.38,0.005,-0.001
-1.248e-03,-0.34,-0.3,0.005,0.011
-1.246e-03,-0.34,-0.38,0.007,0.000999998
-1.244e-03,-0.34,-0.32,0.000999998,0.013
-1.243e-03,-0.34,-0.38,0.007,0.000999998
-1.241e-03,-0.34,-0.3,0.007,0.013
-1.239e-03,-0.34,-0.36,0.005,0.000999998
-1.237e-03,-0.32,-0.3,0.007,0.015
-1.235e-03,-0.32,-0.38,0.007,0.003
-1.233e-03,-0.32,-0.3,0.011,0.017
-1.231e-03,-0.34,-0.36,0.009,0.003
-1.229e-03,-0.34,-0.3,0.011,0.017
-1.227e-03,-0.34,-0.36,0.009,0.007
-1.225e-03,-0.34,-0.3,0.013,0.019
-1.223e-03,-0.32,-0.36,0.017,0.007
-1.221e-03,-0.32,-0.3,0.013,0.019
-1.219e-03,-0.34,-0.36,0.015,0.009
-1.218e-03,-0.32,-0.3,0.013,0.023
-1.216e-03,-0.32,-0.36,0.017,0.013
-1.214e-03,-0.32,-0.3,0.019,0.027
-1.212e-03,-0.34,-0.36,0.019,0.015
-1.210e-03,-0.34,-0.3,0.023,0.029
-1.208e-03,-0.32,-0.36,0.027,0.019
-1.206e-03,-0.32,-0.3,0.027,0.033
-1.204e-03,-0.32,-0.36,0.027,0.023
-1.202e-03,-0.32,-0.3,0.031,0.039
-1.200e-03,-0.32,-0.36,0.033,0.029
-1.198e-03,-0.32,-0.3,0.037,0.045
-1.196e-03,-0.32,-0.36,0.043,0.035
-1.195e-03,-0.32,-0.3,0.043,0.053
-1.193e-03,-0.3,-0.36,0.047,0.043
-1.191e-03,-0.32,-0.3,0.057,0.063
-1.189e-03,-0.32,-0.36,0.059,0.055
-1.187e-03,-0.3,-0.3,0.069,0.077
-1.185e-03,-0.32,-0.36,0.073,0.067
-1.183e-03,-0.32,-0.3,0.083,0.095
-1.181e-03,-0.32,-0.36,0.089,0.087
-1.179e-03,-0.3,-0.3,0.101,0.115
-1.177e-03,-0.32,-0.36,0.111,0.109
-1.175e-03,-0.32,-0.3,0.125,0.143
-1.173e-03,-0.3,-0.36,0.141,0.135
-1.171e-03,-0.32,-0.28,0.157,0.175
-1.170e-03,-0.3,-0.36,0.167,0.165
-1.168e-03,-0.32,-0.3,0.185,0.205
-1.166e-03,-0.32,-0.36,0.201,0.197
-1.164e-03,-0.3,-0.28,0.217,0.225
-1.162e-03,-0.32,-0.34,0.221,0.219
-1.160e-03,-0.32,-0.3,0.229,0.231
-1.158e-03,-0.3,-0.34,0.223,0.197
-1.156e-03,-0.32,-0.3,0.209,0.225
-1.154e-03,-0.3,-0.34,0.197,0.159
-1.152e-03,-0.32,-0.28,0.183,0.201
-1.150e-03,-0.3,-0.34,0.161,0.125
-1.148e-03,-0.3,-0.28,0.143,0.169
-1.147e-03,-0.3,-0.34,0.127,0.095
-1.145e-03,-0.3,-0.28,0.109,0.131
-1.143e-03,-0.3,-0.34,0.095,0.071
-1.141e-03,-0.3,-0.28,0.087,0.101
-1.139e-03,-0.32,-0.34,0.075,0.053
-1.137e-03,-0.32,-0.28,0.067,0.077
-1.135e-03,-0.3,-0.34,0.059,0.041
-1.133e-03,-0.3,-0.28,0.055,0.061
-1.131e-03,-0.3,-0.34,0.043,0.033
-1.129e-03,-0.32,-0.28,0.039,0.049
-1.127e-03,-0.3,-0.34,0.037,0.025
-1.125e-03,-0.3,-0.28,0.033,0.041
-1.123e-03,-0.3,-0.34,0.027,0.019
-1.122e-03,-0.3,-0.28,0.025,0.035
-1.120e-03,-0.3,-0.34,0.019,0.015
-1.118e-03,-0.3,-0.28,0.021,0.027
-1.116e-03,-0.3,-0.34,0.017,0.009
-1.114e-03,-0.3,-0.28,0.015,0.023
-1.112e-03,-0.3,-0.34,0.015,0.009
-1.110e-03,-0.28,-0.28,0.015,0.019
-1.108e-03,-0.3,-0.34,0.011,0.005
-1.106e-03,-0.3,-0.26,0.011,0.017
-1.104e-03,-0.3,-0.34,0.013,0.003
-1.102e-03,-0.3,-0.28,0.009,0.015
-1.100e-03,-0.28,-0.32,0.009,0.003
-1.099e-03,-0.3,-0.28,0.009,0.015
-1.097e-03,-0.28,-0.32,0.009,0.000999998
-1.095e-03,-0.28,-0.26,0.007,0.013
-1.093e-03,-0.3,-0.32,0.005,-0.001
-1.091e-03,-0.28,-0.26,0.005,0.011
-1.089e-03,-0.28,-0.32,0.005,0.000999998
-1.087e-03,-0.28,-0.26,0.005,0.011
-1.085e-03,-0.3,-0.32,0.003,-0.003
-1.083e-03,-0.3,-0.26,0.000999998,0.009
-1.081e-03,-0.3,-0.32,0.000999998,-0.003
-1.079e-03,-0.3,-0.26,0.005,0.009
-1.077e-03,-0.3,-0.32,0.003,-0.005
-1.075e-03,-0.28,-0.26,0.003,0.007
